model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
epiforecasts-EpiExpert,FR,Deaths,2021-03-15,3,160.618260869565,0,52.2608695652174,108.357391304348,-0.5,1,1,286,2021-04-03
epiforecasts-EpiNow2,FR,Deaths,2021-03-15,3,399.27347826087,283.608695652174,0,115.664782608696,0.95,0,0,635,2021-04-03
EuroCOVIDhub-baseline,FR,Deaths,2021-03-15,4,247.361304347826,0,43.1739130434783,204.187391304348,-0.3,1,1,319,2021-04-10
IEM_Health-CovidProject,FR,Deaths,2021-03-15,4,532.278695652174,0,286.304347826087,245.974347826087,-0.6,0,1,1051,2021-04-10
ILM-EKF,FR,Deaths,2021-03-15,4,318.158260869565,42.5217391304348,0,275.63652173913,0.3,1,1,374,2021-04-10
RobertWalraven-ESG,FR,Deaths,2021-03-15,4,818.766956521739,0,715.739130434783,103.027826086957,-1,0,0,1182,2021-04-10
epiforecasts-EpiExpert,FR,Deaths,2021-03-15,4,250.317826086957,0,110.347826086957,139.97,-0.5,1,1,480,2021-04-10
epiforecasts-EpiNow2,FR,Deaths,2021-03-15,4,407.096956521739,237.95652173913,0,169.140434782609,0.9,0,1,661,2021-04-10
EuroCOVIDhub-baseline,GB,Cases,2021-03-15,1,3224.36869565217,748.608695652174,0,2475.76,0.5,1,1,3026,2021-03-20
IEM_Health-CovidProject,GB,Cases,2021-03-15,1,3583.5152173913,0,1781.82608695652,1801.68913043478,-0.6,0,1,6872,2021-03-20
ILM-EKF,GB,Cases,2021-03-15,1,2067.00347826087,0,469.956521739131,1597.04695652174,-0.4,1,1,3223,2021-03-20
epiforecasts-EpiExpert,GB,Cases,2021-03-15,1,2887.53913043478,1794.52173913044,0,1093.01739130435,0.8,0,1,5246,2021-03-20
epiforecasts-EpiNow2,GB,Cases,2021-03-15,1,1305.62739130435,74.2608695652174,0,1231.36652173913,0.2,1,1,1082,2021-03-20
EuroCOVIDhub-baseline,GB,Cases,2021-03-15,2,5436.73826086957,233.739130434783,0,5202.99913043478,0.3,1,1,2568,2021-03-27
IEM_Health-CovidProject,GB,Cases,2021-03-15,2,7466.33695652174,0,5347.91304347826,2118.42391304348,-0.9,0,1,13700,2021-03-27
ILM-EKF,GB,Cases,2021-03-15,2,4348.19826086957,0,1416.39130434783,2931.80695652174,-0.4,1,1,7767,2021-03-27
epiforecasts-EpiExpert,GB,Cases,2021-03-15,2,3990.31608695652,2363.47826086957,0,1626.83782608696,0.8,0,1,7258,2021-03-27
epiforecasts-EpiNow2,GB,Cases,2021-03-15,2,3415.61782608696,0,13.5652173913043,3402.05260869565,-0.1,1,1,312,2021-03-27
EuroCOVIDhub-baseline,GB,Cases,2021-03-15,3,9717.32869565217,2182.34782608696,0,7534.98086956522,0.4,1,1,12566,2021-04-03
IEM_Health-CovidProject,GB,Cases,2021-03-15,3,4403.7147826087,0,2166.13043478261,2237.58434782609,-0.6,0,1,8755,2021-04-03
ILM-EKF,GB,Cases,2021-03-15,3,4475.72260869565,0,58.0869565217391,4417.63565217391,-0.1,1,1,1336,2021-04-03
epiforecasts-EpiExpert,GB,Cases,2021-03-15,3,14423.4130434783,12030.9565217391,0,2392.45652173913,1,0,0,20962,2021-04-03
epiforecasts-EpiNow2,GB,Cases,2021-03-15,3,6984.13739130435,1076.39130434783,0,5907.74608695652,0.3,1,1,8801,2021-04-03
EuroCOVIDhub-baseline,GB,Cases,2021-03-15,4,16575.1595652174,7148.39130434783,0,9426.76826086957,0.5,1,1,29523,2021-04-10
IEM_Health-CovidProject,GB,Cases,2021-03-15,4,2839.04869565217,618.130434782609,0,2220.91826086957,0.4,1,1,4217,2021-04-10
ILM-EKF,GB,Cases,2021-03-15,4,8871.44782608696,2698.95652173913,0,6172.49130434783,0.6,0,1,12470,2021-04-10
epiforecasts-EpiExpert,GB,Cases,2021-03-15,4,30005.6613043478,27101.2608695652,0,2904.40043478261,1,0,0,37507,2021-04-10
epiforecasts-EpiNow2,GB,Cases,2021-03-15,4,15565.1217391304,6903,0,8662.12173913043,0.8,0,1,24675,2021-04-10
EuroCOVIDhub-baseline,GB,Deaths,2021-03-15,1,163.655217391304,73.9130434782609,0,89.7421739130435,0.5,1,1,222,2021-03-20
IEM_Health-CovidProject,GB,Deaths,2021-03-15,1,138.574347826087,0,27.6521739130435,110.922173913043,-0.3,1,1,204,2021-03-20
ILM-EKF,GB,Deaths,2021-03-15,1,64.9621739130435,0.652173913043478,0,64.31,0.1,1,1,15,2021-03-20
RobertWalraven-ESG,GB,Deaths,2021-03-15,1,171.581304347826,0,103.565217391304,68.0160869565218,-0.7,0,1,322,2021-03-20
epiforecasts-EpiExpert,GB,Deaths,2021-03-15,1,66.1617391304348,0,38.9130434782609,27.2486956521739,-0.7,0,1,127,2021-03-20
epiforecasts-EpiNow2,GB,Deaths,2021-03-15,1,114.155217391304,83.1739130434783,0,30.9813043478261,0.9,0,1,203,2021-03-20
EuroCOVIDhub-baseline,GB,Deaths,2021-03-15,2,268.98,93.304347826087,0,175.675652173913,0.4,1,1,426,2021-03-27
IEM_Health-CovidProject,GB,Deaths,2021-03-15,2,131.575652173913,0,34.9130434782609,96.6626086956522,-0.4,1,1,217,2021-03-27
ILM-EKF,GB,Deaths,2021-03-15,2,64.6595652173913,6.26086956521739,0,58.3986956521739,0.3,1,1,68,2021-03-27
RobertWalraven-ESG,GB,Deaths,2021-03-15,2,181.705652173913,0,109.173913043478,72.5317391304348,-0.7,0,1,355,2021-03-27
epiforecasts-EpiExpert,GB,Deaths,2021-03-15,2,55.3430434782609,0,30.2173913043478,25.1256521739131,-0.6,0,1,107,2021-03-27
epiforecasts-EpiNow2,GB,Deaths,2021-03-15,2,215.968260869565,168.434782608696,0,47.5334782608696,0.98,0,0,330,2021-03-27
EuroCOVIDhub-baseline,GB,Deaths,2021-03-15,3,365.256956521739,129.869565217391,0,235.387391304348,0.5,1,1,639,2021-04-03
IEM_Health-CovidProject,GB,Deaths,2021-03-15,3,100.787391304348,0,19.3478260869565,81.4395652173913,-0.3,1,1,145,2021-04-03
ILM-EKF,GB,Deaths,2021-03-15,3,97.7313043478261,39.0869565217391,0,58.644347826087,0.6,0,1,167,2021-04-03
RobertWalraven-ESG,GB,Deaths,2021-03-15,3,117.630869565217,0,45.0434782608696,72.5873913043478,-0.5,1,1,238,2021-04-03
epiforecasts-EpiExpert,GB,Deaths,2021-03-15,3,26.1491304347826,1.39130434782609,0,24.7578260869565,0.2,1,1,20,2021-04-03
epiforecasts-EpiNow2,GB,Deaths,2021-03-15,3,319.930434782609,226,0,93.9304347826087,0.98,0,0,470,2021-04-03
EuroCOVIDhub-baseline,GB,Deaths,2021-03-15,4,405.799130434783,128.130434782609,0,277.668695652174,0.4,1,1,713,2021-04-10
IEM_Health-CovidProject,GB,Deaths,2021-03-15,4,96.4573913043479,0,28.9130434782609,67.544347826087,-0.4,1,1,163,2021-04-10
ILM-EKF,GB,Deaths,2021-03-15,4,101.054347826087,33.7391304347826,0,67.3152173913044,0.5,1,1,162,2021-04-10
RobertWalraven-ESG,GB,Deaths,2021-03-15,4,104.526956521739,0,30.695652173913,73.8313043478261,-0.4,1,1,206,2021-04-10
epiforecasts-EpiExpert,GB,Deaths,2021-03-15,4,30.9117391304348,0,0.0434782608695652,30.8682608695652,-0.1,1,1,1,2021-04-10
epiforecasts-EpiNow2,GB,Deaths,2021-03-15,4,354.360869565217,192.434782608696,0,161.926086956522,0.9,0,1,514,2021-04-10
EuroCOVIDhub-baseline,PL,Cases,2021-03-15,1,30554.8773913043,0,29689.1739130435,865.70347826087,-0.98,0,0,39325,2021-03-20
ICM-agentModel,PL,Cases,2021-03-15,1,23002.7582608696,0,4780.82608695652,18221.932173913,-0.4,1,1,35761,2021-03-20
IEM_Health-CovidProject,PL,Cases,2021-03-15,1,7199.05956521739,0,101.217391304348,7097.84217391304,-0.1,1,1,2328,2021-03-20
ILM-EKF,PL,Cases,2021-03-15,1,5829.64608695652,0,1329.39130434783,4500.2547826087,-0.4,1,1,9070,2021-03-20
ITWW-county_repro,PL,Cases,2021-03-15,1,9580.77043478261,8284.86956521739,0,1295.90086956522,1,0,0,14124,2021-03-20
MIMUW-StochSEIR,PL,Cases,2021-03-15,1,12769.41,0,11215.4347826087,1553.9752173913,-1,0,0,18301,2021-03-20
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-03-15,1,36479.2304347826,0,28885.4782608696,7593.75217391304,-0.95,0,0,60356,2021-03-20
MOCOS-agent1,PL,Cases,2021-03-15,1,14386.4273913044,0,860.130434782609,13526.2969565217,-0.2,1,1,19429,2021-03-20
epiforecasts-EpiExpert,PL,Cases,2021-03-15,1,11713.2882608696,0,8910.82608695652,2802.46217391304,-0.9,0,1,20337,2021-03-20
epiforecasts-EpiNow2,PL,Cases,2021-03-15,1,4500.75304347826,81.5652173913044,0,4419.18782608696,0.1,1,1,1876,2021-03-20
EuroCOVIDhub-baseline,PL,Cases,2021-03-15,2,63738.1182608696,0,61670.2608695652,2067.85739130435,-1,0,0,77010,2021-03-27
ICM-agentModel,PL,Cases,2021-03-15,2,26850.4982608696,0,4371.21739130435,22479.2808695652,-0.3,1,1,35608,2021-03-27
IEM_Health-CovidProject,PL,Cases,2021-03-15,2,12732.4786956522,166.869565217391,0,12565.6091304348,0.1,1,1,3838,2021-03-27
ILM-EKF,PL,Cases,2021-03-15,2,12300.6113043478,0,264.260869565217,12036.3504347826,-0.1,1,1,6078,2021-03-27
ITWW-county_repro,PL,Cases,2021-03-15,2,8968.44391304348,6249.17391304348,0,2719.27,0.9,0,1,16121,2021-03-27
MIMUW-StochSEIR,PL,Cases,2021-03-15,2,12236.7386956522,0,10126.3043478261,2110.43434782609,-0.95,0,0,19235,2021-03-27
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-03-15,2,65952.01,0,55279.6086956522,10672.4013043478,-0.98,0,0,102439,2021-03-27
MOCOS-agent1,PL,Cases,2021-03-15,2,20901.8834782609,0,2845.86956521739,18056.0139130435,-0.5,1,1,32207,2021-03-27
epiforecasts-EpiExpert,PL,Cases,2021-03-15,2,15640.6943478261,0,10535.347826087,5105.34652173913,-0.8,0,1,29087,2021-03-27
epiforecasts-EpiNow2,PL,Cases,2021-03-15,2,12590.3434782609,1313.86956521739,0,11276.4739130435,0.3,1,1,14739,2021-03-27
EuroCOVIDhub-baseline,PL,Cases,2021-03-15,3,69636.0652173913,0,66469.1304347826,3166.9347826087,-1,0,0,85844,2021-04-03
ICM-agentModel,PL,Cases,2021-03-15,3,22114.5013043478,0,7838.78260869565,14275.7186956522,-0.5,1,1,38998,2021-04-03
IEM_Health-CovidProject,PL,Cases,2021-03-15,3,30733.5760869565,10055.3043478261,0,20678.2717391304,0.5,1,1,51708,2021-04-03
ILM-EKF,PL,Cases,2021-03-15,3,30376.567826087,4499.86956521739,0,25876.6982608696,0.3,1,1,37465,2021-04-03
ITWW-county_repro,PL,Cases,2021-03-15,3,41598.6504347826,36621.6086956522,0,4977.04173913044,1,0,0,57889,2021-04-03
MIMUW-StochSEIR,PL,Cases,2021-03-15,3,3088.06043478261,346.173913043478,0,2741.88652173913,0.3,1,1,3560,2021-04-03
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-03-15,3,72538.6030434783,0,59653.7391304348,12884.8639130435,-0.95,0,0,116188,2021-04-03
MOCOS-agent1,PL,Cases,2021-03-15,3,23434.1795652174,0,695.260869565217,22738.9186956522,-0.1,1,1,15991,2021-04-03
epiforecasts-EpiExpert,PL,Cases,2021-03-15,3,13047.18,0,5726.91304347826,7320.26695652174,-0.6,0,1,24789,2021-04-03
epiforecasts-EpiNow2,PL,Cases,2021-03-15,3,33685.3691304348,12693.2608695652,0,20992.1082608696,0.6,0,1,57205,2021-04-03
EuroCOVIDhub-baseline,PL,Cases,2021-03-15,4,16954.2352173913,0,12855.0869565217,4099.14826086957,-0.8,0,1,29299,2021-04-10
ICM-agentModel,PL,Cases,2021-03-15,4,13419.5960869565,3726.39130434783,0,9693.20478260869,0.4,1,1,21897,2021-04-10
IEM_Health-CovidProject,PL,Cases,2021-03-15,4,107684.489130435,75174.6086956522,0,32509.8804347826,0.9,0,1,180776,2021-04-10
ILM-EKF,PL,Cases,2021-03-15,4,99293.6147826087,48548.347826087,0,50745.2669565218,0.8,0,1,162136,2021-04-10
ITWW-county_repro,PL,Cases,2021-03-15,4,153349.795217391,144980,0,8369.79521739131,1,0,0,179026,2021-04-10
MIMUW-StochSEIR,PL,Cases,2021-03-15,4,73552.7217391305,70173.0869565218,0,3379.6347826087,1,0,0,85019,2021-04-10
MIT_CovidAnalytics-DELPHI,PL,Cases,2021-03-15,4,33876.1913043478,0,19294.9130434783,14581.2782608696,-0.7,0,1,64895,2021-04-10
MOCOS-agent1,PL,Cases,2021-03-15,4,38721.4334782609,11900.1304347826,0,26821.3030434783,0.6,0,1,65747,2021-04-10
epiforecasts-EpiExpert,PL,Cases,2021-03-15,4,19693.2030434783,10401.9565217391,0,9291.24652173913,0.7,0,1,35693,2021-04-10
epiforecasts-EpiNow2,PL,Cases,2021-03-15,4,100138.49,68689.0869565217,0,31449.4030434783,0.95,0,0,163271,2021-04-10
EuroCOVIDhub-baseline,PL,Deaths,2021-03-15,1,112.785217391304,0,91.6521739130435,21.1330434782609,-0.7,0,1,182,2021-03-20
ICM-agentModel,PL,Deaths,2021-03-15,1,741.710434782609,124.565217391304,0,617.145217391304,0.3,1,1,1009,2021-03-20
IEM_Health-CovidProject,PL,Deaths,2021-03-15,1,217.70347826087,0,33.7826086956522,183.920869565217,-0.3,1,1,287,2021-03-20
ILM-EKF,PL,Deaths,2021-03-15,1,183.817391304348,48,0,135.817391304348,0.4,1,1,290,2021-03-20
ITWW-county_repro,PL,Deaths,2021-03-15,1,742.649130434783,728.04347826087,0,14.605652173913,1,0,0,793,2021-03-20
MIMUW-StochSEIR,PL,Deaths,2021-03-15,1,164.878260869565,0,160.913043478261,3.96521739130435,-1,0,0,179,2021-03-20
MIT_CovidAnalytics-DELPHI,PL,Deaths,2021-03-15,1,390.9,0,297.913043478261,92.9869565217391,-0.9,0,1,666,2021-03-20
MOCOS-agent1,PL,Deaths,2021-03-15,1,105.377826086957,0.956521739130435,0,104.421304347826,0.1,1,1,22,2021-03-20
RobertWalraven-ESG,PL,Deaths,2021-03-15,1,113.912608695652,0,71.4782608695652,42.434347826087,-0.8,0,1,212,2021-03-20
epiforecasts-EpiExpert,PL,Deaths,2021-03-15,1,78.1639130434783,0,3.1304347826087,75.0334782608696,-0.2,1,1,54,2021-03-20
epiforecasts-EpiNow2,PL,Deaths,2021-03-15,1,252.17,207.608695652174,0,44.5613043478261,0.95,0,0,397,2021-03-20
EuroCOVIDhub-baseline,PL,Deaths,2021-03-15,2,465.04347826087,0,420.130434782609,44.9130434782609,-0.95,0,0,685,2021-03-27
ICM-agentModel,PL,Deaths,2021-03-15,2,1608.49826086957,612.304347826087,0,996.193913043478,0.5,1,1,2951,2021-03-27
IEM_Health-CovidProject,PL,Deaths,2021-03-15,2,372.324782608696,0,117.347826086957,254.976956521739,-0.4,1,1,645,2021-03-27
ILM-EKF,PL,Deaths,2021-03-15,2,293.583043478261,96.0434782608696,0,197.539565217391,0.5,1,1,493,2021-03-27
ITWW-county_repro,PL,Deaths,2021-03-15,2,1028.92260869565,997.782608695652,0,31.14,1,0,0,1139,2021-03-27
MIMUW-StochSEIR,PL,Deaths,2021-03-15,2,418.284347826087,0,412,6.28434782608696,-1,0,0,442,2021-03-27
MIT_CovidAnalytics-DELPHI,PL,Deaths,2021-03-15,2,583.871304347826,0,452.347826086957,131.52347826087,-0.9,0,1,984,2021-03-27
MOCOS-agent1,PL,Deaths,2021-03-15,2,175.303913043478,0.391304347826087,0,174.912608695652,0.1,1,1,9,2021-03-27
RobertWalraven-ESG,PL,Deaths,2021-03-15,2,456.140869565218,0,406.608695652174,49.5321739130435,-1,0,0,630,2021-03-27
epiforecasts-EpiExpert,PL,Deaths,2021-03-15,2,220.855652173913,0,110.695652173913,110.16,-0.6,0,1,426,2021-03-27
epiforecasts-EpiNow2,PL,Deaths,2021-03-15,2,533.035217391304,468.695652173913,0,64.3395652173913,1,0,0,736,2021-03-27
EuroCOVIDhub-baseline,PL,Deaths,2021-03-15,3,784.69652173913,0,720.565217391304,64.1313043478261,-1,0,0,1075,2021-04-03
ICM-agentModel,PL,Deaths,2021-03-15,3,1780.20652173913,732.826086956522,0,1047.38043478261,0.5,1,1,3315,2021-04-03
IEM_Health-CovidProject,PL,Deaths,2021-03-15,3,503.39347826087,0,165.478260869565,337.915217391304,-0.4,1,1,902,2021-04-03
ILM-EKF,PL,Deaths,2021-03-15,3,577.554782608696,250.04347826087,0,327.511304347826,0.6,0,1,1013,2021-04-03
ITWW-county_repro,PL,Deaths,2021-03-15,3,1488.06782608696,1423.65217391304,0,64.4156521739131,1,0,0,1708,2021-04-03
MIMUW-StochSEIR,PL,Deaths,2021-03-15,3,591.857391304348,0,580.95652173913,10.9008695652174,-1,0,0,632,2021-04-03
MIT_CovidAnalytics-DELPHI,PL,Deaths,2021-03-15,3,924.626086956522,0,763.782608695652,160.84347826087,-0.95,0,0,1463,2021-04-03
MOCOS-agent1,PL,Deaths,2021-03-15,3,271.50652173913,8.43478260869565,0,263.071739130435,0.1,1,1,194,2021-04-03
RobertWalraven-ESG,PL,Deaths,2021-03-15,3,816.209565217391,0,759.695652173913,56.5139130434783,-1,0,0,1015,2021-04-03
epiforecasts-EpiExpert,PL,Deaths,2021-03-15,3,327.719130434783,0,183.739130434783,143.98,-0.7,0,1,640,2021-04-03
epiforecasts-EpiNow2,PL,Deaths,2021-03-15,3,1060.9747826087,962.260869565217,0,98.7139130434782,1,0,0,1340,2021-04-03
EuroCOVIDhub-baseline,PL,Deaths,2021-03-15,4,1195.91217391304,0,1115.30434782609,80.6078260869565,-1,0,0,1530,2021-04-10
ICM-agentModel,PL,Deaths,2021-03-15,4,1716.22565217391,742.565217391304,0,973.660434782609,0.6,0,1,3179,2021-04-10
IEM_Health-CovidProject,PL,Deaths,2021-03-15,4,663.044782608696,0,226.782608695652,436.262173913044,-0.4,1,1,1214,2021-04-10
ILM-EKF,PL,Deaths,2021-03-15,4,1015.59217391304,427.304347826087,0,588.287826086957,0.6,0,1,1730,2021-04-10
ITWW-county_repro,PL,Deaths,2021-03-15,4,2077.56565217391,1961.26086956522,0,116.304782608696,1,0,0,2435,2021-04-10
MIMUW-StochSEIR,PL,Deaths,2021-03-15,4,841.045652173913,0,811.695652173913,29.35,-1,0,0,941,2021-04-10
MIT_CovidAnalytics-DELPHI,PL,Deaths,2021-03-15,4,1370.15304347826,0,1185.39130434783,184.761739130435,-0.98,0,0,2024,2021-04-10
MOCOS-agent1,PL,Deaths,2021-03-15,4,386.022608695652,16.1304347826087,0,369.892173913043,0.1,1,1,371,2021-04-10
RobertWalraven-ESG,PL,Deaths,2021-03-15,4,1334.98347826087,0,1271.34782608696,63.635652173913,-1,0,0,1559,2021-04-10
epiforecasts-EpiExpert,PL,Deaths,2021-03-15,4,460.154782608696,0,262.260869565217,197.893913043478,-0.7,0,1,904,2021-04-10
epiforecasts-EpiNow2,PL,Deaths,2021-03-15,4,1787.86347826087,1573.95652173913,0,213.906956521739,1,0,0,2329,2021-04-10
EuroCOVIDhub-baseline,CZ,Cases,2021-03-22,1,10665.892173913,9903.60869565217,0,762.28347826087,0.9,0,1,15683,2021-03-27
IEM_Health-CovidProject,CZ,Cases,2021-03-22,1,13141.1743478261,6409.30434782609,0,6731.87,0.6,0,1,23842,2021-03-27
ILM-EKF,CZ,Cases,2021-03-22,1,6616.06304347826,4221.60869565217,0,2394.45434782609,0.8,0,1,11857,2021-03-27
MUNI_DMS-SEIAR,CZ,Cases,2021-03-22,1,5465.78913043478,0,3079,2386.78913043478,-0.7,0,1,10281,2021-03-27
epiforecasts-EpiNow2,CZ,Cases,2021-03-22,1,14246.31,11459.652173913,0,2786.65782608696,1,0,0,21642,2021-03-27
EuroCOVIDhub-baseline,CZ,Cases,2021-03-22,2,19533.9456521739,17846.652173913,0,1687.29347826087,0.98,0,0,28585,2021-04-03
IEM_Health-CovidProject,CZ,Cases,2021-03-22,2,20394.3786956522,11732.6086956522,0,8661.77,0.8,0,1,36146,2021-04-03
ILM-EKF,CZ,Cases,2021-03-22,2,10300.3039130435,6179.78260869565,0,4120.52130434783,0.8,0,1,18143,2021-04-03
MUNI_DMS-SEIAR,CZ,Cases,2021-03-22,2,2275.61956521739,17.2173913043478,0,2258.40217391304,0.1,1,1,396,2021-04-03
epiforecasts-EpiNow2,CZ,Cases,2021-03-22,2,19188.3047826087,14127,0,5061.3047826087,1,0,0,29619,2021-04-03
EuroCOVIDhub-baseline,CZ,Cases,2021-03-22,3,27539.9991304348,25012.1739130435,0,2527.82521739131,0.98,0,0,39060,2021-04-10
IEM_Health-CovidProject,CZ,Cases,2021-03-22,3,26467.7039130435,15931.2173913043,0,10536.4865217391,0.9,0,1,45818,2021-04-10
ILM-EKF,CZ,Cases,2021-03-22,3,13268.3395652174,7580.08695652174,0,5688.25260869565,0.8,0,1,22680,2021-04-10
MUNI_DMS-SEIAR,CZ,Cases,2021-03-22,3,4890.88043478261,2728.65217391304,0,2162.22826086957,0.7,0,1,9207,2021-04-10
epiforecasts-EpiNow2,CZ,Cases,2021-03-22,3,19715.1230434783,13437.5652173913,0,6277.55782608696,0.95,0,0,30944,2021-04-10
EuroCOVIDhub-baseline,CZ,Cases,2021-03-22,4,31550.397826087,28334.2173913044,0,3216.18043478261,0.98,0,0,44929,2021-04-17
IEM_Health-CovidProject,CZ,Cases,2021-03-22,4,29755.4939130435,17437.6956521739,0,12317.7982608696,0.9,0,1,50563,2021-04-17
ILM-EKF,CZ,Cases,2021-03-22,4,14019.9795652174,6939.47826086957,0,7080.50130434783,0.8,0,1,23234,2021-04-17
MUNI_DMS-SEIAR,CZ,Cases,2021-03-22,4,7925.76304347826,5836.86956521739,0,2088.89347826087,0.9,0,1,13806,2021-04-17
epiforecasts-EpiNow2,CZ,Cases,2021-03-22,4,15052.8191304348,9052.95652173913,0,5999.86260869565,0.9,0,1,25262,2021-04-17
EuroCOVIDhub-baseline,CZ,Deaths,2021-03-22,1,132.494782608696,121.260869565217,0,11.2339130434783,0.9,0,1,199,2021-03-27
IEM_Health-CovidProject,CZ,Deaths,2021-03-22,1,192.788695652174,121.260869565217,0,71.5278260869565,0.8,0,1,351,2021-03-27
ILM-EKF,CZ,Deaths,2021-03-22,1,108.281739130435,22,0,86.2817391304348,0.4,1,1,156,2021-03-27
RobertWalraven-ESG,CZ,Deaths,2021-03-22,1,281.186086956522,273.478260869565,0,7.70782608695652,1,0,0,308,2021-03-27
epiforecasts-EpiNow2,CZ,Deaths,2021-03-22,1,55.3030434782609,38.9130434782609,0,16.39,0.8,0,1,95,2021-03-27
EuroCOVIDhub-baseline,CZ,Deaths,2021-03-22,2,239.142608695652,214.260869565217,0,24.8817391304348,0.98,0,0,358,2021-04-03
IEM_Health-CovidProject,CZ,Deaths,2021-03-22,2,350.86347826087,250.173913043478,0,100.689565217391,0.9,0,1,606,2021-04-03
ILM-EKF,CZ,Deaths,2021-03-22,2,135.507826086957,41.2173913043478,0,94.2904347826087,0.5,1,1,222,2021-04-03
RobertWalraven-ESG,CZ,Deaths,2021-03-22,2,408.899565217391,399.869565217391,0,9.03,1,0,0,441,2021-04-03
epiforecasts-EpiNow2,CZ,Deaths,2021-03-22,2,149.983043478261,106.086956521739,0,43.8960869565217,0.9,0,1,260,2021-04-03
EuroCOVIDhub-baseline,CZ,Deaths,2021-03-22,3,424.64,388.695652173913,0,35.944347826087,1,0,0,580,2021-04-10
IEM_Health-CovidProject,CZ,Deaths,2021-03-22,3,561.013043478261,428.826086956522,0,132.186956521739,0.95,0,0,913,2021-04-10
ILM-EKF,CZ,Deaths,2021-03-22,3,183.897391304348,81.7826086956522,0,102.114782608696,0.6,0,1,323,2021-04-10
RobertWalraven-ESG,CZ,Deaths,2021-03-22,3,547.263043478261,536.913043478261,0,10.35,1,0,0,583,2021-04-10
epiforecasts-EpiNow2,CZ,Deaths,2021-03-22,3,239.615652173913,150.304347826087,0,89.3113043478261,0.8,0,1,397,2021-04-10
EuroCOVIDhub-baseline,CZ,Deaths,2021-03-22,4,606.377391304348,561.434782608696,0,44.9426086956522,1,0,0,785,2021-04-17
IEM_Health-CovidProject,CZ,Deaths,2021-03-22,4,763.083478260869,599.217391304348,0,163.866086956522,0.98,0,0,1186,2021-04-17
ILM-EKF,CZ,Deaths,2021-03-22,4,233.225217391304,119.782608695652,0,113.442608695652,0.7,0,1,405,2021-04-17
RobertWalraven-ESG,CZ,Deaths,2021-03-22,4,646.739565217391,635.173913043478,0,11.565652173913,1,0,0,687,2021-04-17
epiforecasts-EpiNow2,CZ,Deaths,2021-03-22,4,281.190434782609,159.913043478261,0,121.277391304348,0.8,0,1,472,2021-04-17
DSMPG-bayes,DE,Cases,2021-03-22,1,8912.44130434783,2006.91304347826,0,6905.52826086957,0.4,1,1,12941,2021-03-27
EuroCOVIDhub-baseline,DE,Cases,2021-03-22,1,6218.18956521739,0,4761.34782608696,1456.84173913044,-0.8,0,1,10073,2021-03-27
FIAS_FZJ-Epi1Ger,DE,Cases,2021-03-22,1,3525.41739130435,1011.26086956522,0,2514.15652173913,0.4,1,1,6195,2021-03-27
IEM_Health-CovidProject,DE,Cases,2021-03-22,1,14246.492173913,0,5859.04347826087,8387.44869565218,-0.5,1,1,26750,2021-03-27
ILM-EKF,DE,Cases,2021-03-22,1,9442.53217391304,5030.13043478261,0,4412.40173913044,0.7,0,1,17383,2021-03-27
ITWW-county_repro,DE,Cases,2021-03-22,1,14005.5439130435,12739.652173913,0,1265.89173913043,1,0,0,18452,2021-03-27
Karlen-pypm,DE,Cases,2021-03-22,1,7000.56565217392,456.173913043478,0,6544.39173913044,0.2,1,1,5684,2021-03-27
UNIPV-BayesINGARCHX,DE,Cases,2021-03-22,1,1671.04391304348,293.391304347826,0,1377.65260869565,0.3,1,1,2446,2021-03-27
epiforecasts-EpiExpert,DE,Cases,2021-03-22,1,13291.647826087,9570.60869565217,0,3721.03913043478,0.9,0,1,22890,2021-03-27
epiforecasts-EpiNow2,DE,Cases,2021-03-22,1,8565.85391304348,0,2428,6137.85391304348,-0.4,1,1,14654,2021-03-27
itwm-dSEIR,DE,Cases,2021-03-22,1,3290.94,1542.17391304348,0,1748.76608695652,0.6,0,1,6154,2021-03-27
DSMPG-bayes,DE,Cases,2021-03-22,2,21875.3613043478,5834.08695652174,0,16041.2743478261,0.5,1,1,32710,2021-04-03
EuroCOVIDhub-baseline,DE,Cases,2021-03-22,2,10700.1817391304,0,7781.30434782609,2918.87739130435,-0.8,0,1,18596,2021-04-03
FIAS_FZJ-Epi1Ger,DE,Cases,2021-03-22,2,14901.1308695652,9399.65217391304,0,5501.47869565217,0.8,0,1,28522,2021-04-03
IEM_Health-CovidProject,DE,Cases,2021-03-22,2,16099.0008695652,0,4383.52173913044,11715.4791304348,-0.4,1,1,27539,2021-04-03
ILM-EKF,DE,Cases,2021-03-22,2,30833.6008695652,18508.4347826087,0,12325.1660869565,0.8,0,1,54352,2021-04-03
ITWW-county_repro,DE,Cases,2021-03-22,2,37074.4930434783,34014.8695652174,0,3059.62347826087,1,0,0,46950,2021-04-03
Karlen-pypm,DE,Cases,2021-03-22,2,24692.7321739131,13159.7826086957,0,11532.9495652174,0.7,0,1,47949,2021-04-03
