model,location,target_type,forecast_date,target_val,current_val,rel_score,average,nmod
weighted.mean_ensemble,PL,Deaths,2021-07-05,4.32161236512033,4.92815217391304,0.876923482192087,,5
weighted.mean_ensemble,PL,Cases,2021-07-12,207.525753657819,198.436032608696,1.04580680700792,,5
weighted.mean_ensemble,PL,Deaths,2021-07-12,3.8758786466035,5.29875,0.731470374447464,,5
weighted.mean_ensemble,PL,Cases,2021-07-19,84.1389151647634,112.88875,0.745325952894007,,5
weighted.mean_ensemble,PL,Deaths,2021-07-19,14.1454795842263,7.04902173913044,2.00672945945139,,5
weighted.mean_ensemble,PL,Cases,2021-07-26,124.638890643138,150.603913043478,0.827593972323651,,5
weighted.mean_ensemble,PL,Deaths,2021-07-26,6.32615938042629,5.55646739130435,1.13852182239501,,5
weighted.mean_ensemble,PL,Cases,2021-08-02,221.412259456921,151.385108695652,1.46257621614589,,5
weighted.mean_ensemble,PL,Deaths,2021-08-02,5.2811802084921,4.94445652173913,1.06810125344869,,5
weighted.mean_ensemble,PL,Cases,2021-08-09,144.465400819381,174.535,0.827715935596766,,5
weighted.mean_ensemble,PL,Deaths,2021-08-09,4.98327990802418,7.3416847826087,0.678765168429566,,5
weighted.mean_ensemble,PL,Cases,2021-08-16,168.52885507074,208.383695652174,0.808742999510104,,5
weighted.mean_ensemble,PL,Deaths,2021-08-16,6.14186283894771,4.83048913043478,1.27147845137474,,5
weighted.mean_ensemble,PL,Cases,2021-08-23,640.698509487944,474.557826086957,1.350095761292,,5
weighted.mean_ensemble,PL,Deaths,2021-08-23,7.50067570254815,7.38347826086957,1.01587293109532,,5
weighted.mean_ensemble,PL,Cases,2021-08-30,885.623465691203,763.076956521739,1.16059521667127,,5
weighted.mean_ensemble,PL,Deaths,2021-08-30,17.5740850484549,16.166902173913,1.08704097169664,,5
weighted.mean_ensemble,PL,Cases,2021-09-06,415.801058443856,557.109347826087,0.746354481514923,,5
weighted.mean_ensemble,PL,Deaths,2021-09-06,7.52362127655473,9.75989130434783,0.770871420791656,,5
weighted.mean_ensemble,PL,Cases,2021-09-13,692.447831685602,872.490760869565,0.793644887420327,,5
weighted.mean_ensemble,PL,Deaths,2021-09-13,10.2869410326649,11.2979347826087,0.910515172073741,,5
weighted.mean_ensemble,PL,Cases,2021-09-20,938.736350018243,856.977282608696,1.09540400786432,,5
weighted.mean_ensemble,PL,Deaths,2021-09-20,14.1549974783221,15.1552173913043,0.934001612305731,,5
weighted.mean_ensemble,PL,Cases,2021-09-27,2957.16205930105,4660.11798913044,0.634568065915612,,5
weighted.mean_ensemble,PL,Deaths,2021-09-27,34.5012625190807,33.2423913043478,1.03786945419201,,5
weighted.mean_ensemble,PL,Cases,2021-10-04,7564.29437180435,6469.36782608696,1.16924784231656,,5
weighted.mean_ensemble,PL,Deaths,2021-10-04,36.0416345354384,48.1332608695652,0.74878854838251,,5
weighted.mean_ensemble,PL,Cases,2021-10-11,7782.13089892411,12438.2626086957,0.625660604197533,,5
weighted.mean_ensemble,PL,Deaths,2021-10-11,44.6089078868948,50.0216304347826,0.891792360607981,,5
weighted.mean_ensemble,PL,Cases,2021-10-18,11654.8096574029,14817.1605434783,0.786575108179734,,5
weighted.mean_ensemble,PL,Deaths,2021-10-18,50.2069798128439,66.3151086956522,0.757097150262767,,5
weighted.mean_ensemble,PL,Cases,2021-10-25,25543.0653884024,7546.22782608696,3.3848786409683,,5
weighted.mean_ensemble,PL,Deaths,2021-10-25,98.7028504971151,111.422826086957,0.885840486760634,,5
weighted.mean_ensemble,PL,Cases,2021-11-01,20993.763688026,5848.39168478261,3.58966444444057,,5
weighted.mean_ensemble,PL,Deaths,2021-11-01,243.921606055226,146.40097826087,1.66612005570472,,5
weighted.mean_ensemble,PL,Cases,2021-11-08,33746.7264598517,26051.5427173913,1.29538303454572,,5
weighted.mean_ensemble,PL,Deaths,2021-11-08,146.010603930873,162.883695652174,0.896410186091726,,5
weighted.mean_ensemble,PL,Cases,2021-11-15,25260.2206682408,26587.3404347826,0.950084523504817,,5
weighted.mean_ensemble,PL,Deaths,2021-11-15,222.047811026911,171.578913043478,1.29414394279701,,5
weighted.mean_ensemble,PL,Cases,2021-11-22,23490.7696689172,33260.4215217391,0.706267948335035,,5
weighted.mean_ensemble,PL,Deaths,2021-11-22,992.841208773684,814.002010869565,1.21970363158326,,5
weighted.mean_ensemble,PL,Cases,2021-11-29,37376.3088826212,43320.7041304348,0.862781656782041,,5
weighted.mean_ensemble,PL,Deaths,2021-11-29,825.591459416541,636.545652173913,1.29698703713866,,5
weighted.mean_ensemble,PL,Cases,2021-12-06,14327.0609290661,21351.0627717391,0.671023315430921,,5
weighted.mean_ensemble,PL,Deaths,2021-12-06,195.037717056054,206.756847826087,0.943319261764473,,5
weighted.mean_ensemble,PL,Cases,2021-12-13,12057.6598875828,14333.3019565217,0.841233926708454,,5
weighted.mean_ensemble,PL,Deaths,2021-12-13,193.778248347624,178.783804347826,1.08386914046546,,5
weighted.mean_ensemble,PL,Cases,2021-12-20,8180.51164726812,12693.9239673913,0.644443094844633,,5
weighted.mean_ensemble,PL,Deaths,2021-12-20,285.240124155203,264.400760869565,1.07881733478036,,5
weighted.mean_ensemble,PL,Cases,2021-12-27,45041.6867995564,46505.1748913044,0.968530639973539,,5
weighted.mean_ensemble,PL,Deaths,2021-12-27,250.535112224177,275.064293478261,0.910823826153856,,5
