model,location,target_type,forecast_date,horizon,wis,overprediction,underprediction,dispersion,bias,interval_coverage_50,interval_coverage_90,ae_median,target_end_date
IEM_Health-CovidProject,LT,Cases,2022-02-21,1,2447.32086956522,0,747.086956521739,1700.23391304348,-0.5,1,1,4109,2022-02-26
ILM-EKF,LT,Cases,2022-02-21,1,6801.83565217392,0,5278.08695652174,1523.74869565217,-0.9,0,1,11810,2022-02-26
MUNI-ARIMA,LT,Cases,2022-02-21,1,15127.4886956522,0,14663.2173913043,464.271304347826,-1,0,0,17708,2022-02-26
RobertWalraven-ESG,LT,Cases,2022-02-21,1,5538.38347826087,2958.26086956522,0,2580.12260869565,0.7,0,1,10458,2022-02-26
epiforecasts-EpiNow2,LT,Cases,2022-02-21,1,13055.8834782609,0,11863.3043478261,1192.57913043478,-1,0,0,17794,2022-02-26
epiforecasts-weeklygrowth,LT,Cases,2022-02-21,1,5228.95652173913,0,3057.08695652174,2171.86956521739,-0.7,0,1,10301,2022-02-26
EuroCOVIDhub-baseline,LT,Cases,2022-02-21,2,8131.98173913044,7653.4347826087,0,478.546956521739,0.95,0,0,11041,2022-03-05
IEM_Health-CovidProject,LT,Cases,2022-02-21,2,1841.22086956522,0,31.4347826086957,1809.78608695652,-0.1,1,1,723,2022-03-05
ILM-EKF,LT,Cases,2022-02-21,2,5744.48565217391,0,3652.47826086957,2092.00739130435,-0.7,0,1,11097,2022-03-05
MUNI-ARIMA,LT,Cases,2022-02-21,2,15961.7160869565,0,15114.4782608696,847.237826086957,-1,0,0,20479,2022-03-05
RobertWalraven-ESG,LT,Cases,2022-02-21,2,10279.2730434783,6839.13043478261,0,3440.14260869565,0.8,0,1,18756,2022-03-05
epiforecasts-EpiNow2,LT,Cases,2022-02-21,2,12792.1891304348,0,11266.8260869565,1525.36304347826,-0.98,0,0,20067,2022-03-05
epiforecasts-weeklygrowth,LT,Cases,2022-02-21,2,4565.50434782609,0,1417.95652173913,3147.54782608696,-0.4,1,1,8059,2022-03-05
EuroCOVIDhub-baseline,LT,Cases,2022-02-21,3,8617.48608695652,7921.60869565217,0,695.877391304348,0.95,0,0,12253,2022-03-12
IEM_Health-CovidProject,LT,Cases,2022-02-21,3,3292.85913043478,0,1286.82608695652,2006.03304347826,-0.5,1,1,5957,2022-03-12
ILM-EKF,LT,Cases,2022-02-21,3,9159.30869565217,0,6821.65217391304,2337.65652173913,-0.8,0,1,17030,2022-03-12
MUNI-ARIMA,LT,Cases,2022-02-21,3,20773.0643478261,0,19710.5217391304,1062.54260869565,-1,0,0,26744,2022-03-12
RobertWalraven-ESG,LT,Cases,2022-02-21,3,9507.67434782609,5207.47826086957,0,4300.19608695652,0.7,0,1,17920,2022-03-12
epiforecasts-EpiNow2,LT,Cases,2022-02-21,3,18174.407826087,0,16754,1420.40782608696,-0.98,0,0,26606,2022-03-12
epiforecasts-weeklygrowth,LT,Cases,2022-02-21,3,6418.35652173913,0,2344.47826086957,4073.87826086957,-0.5,1,1,11547,2022-03-12
EuroCOVIDhub-baseline,LT,Cases,2022-02-21,4,8573.63304347826,7678.04347826087,0,895.589565217392,0.9,0,1,12743,2022-03-19
IEM_Health-CovidProject,LT,Cases,2022-02-21,4,5734.3652173913,0,3378.30434782609,2356.06086956522,-0.7,0,1,11139,2022-03-19
ILM-EKF,LT,Cases,2022-02-21,4,12074.1465217391,0,9709.52173913043,2364.6247826087,-0.9,0,1,21743,2022-03-19
MUNI-ARIMA,LT,Cases,2022-02-21,4,22049.8152173913,0,20829.1739130435,1220.64130434783,-1,0,0,29491,2022-03-19
RobertWalraven-ESG,LT,Cases,2022-02-21,4,8892.28043478261,3735.65217391304,0,5156.62826086957,0.6,0,1,16452,2022-03-19
epiforecasts-EpiNow2,LT,Cases,2022-02-21,4,22802.9126086956,0,21684.5217391304,1118.39086956522,-1,0,0,30526,2022-03-19
epiforecasts-weeklygrowth,LT,Cases,2022-02-21,4,8012.1,0,2944.04347826087,5068.05652173913,-0.5,1,1,14257,2022-03-19
EuroCOVIDhub-baseline,LT,Deaths,2022-02-21,1,2.88913043478261,0,0.347826086956522,2.54130434782609,-0.3,1,1,2,2022-02-26
IEM_Health-CovidProject,LT,Deaths,2022-02-21,1,8.17521739130435,0,0.347826086956522,7.82739130434783,-0.2,1,1,6,2022-02-26
ILM-EKF,LT,Deaths,2022-02-21,1,25.4226086956522,0,0.0434782608695652,25.3791304347826,-0.1,1,1,1,2022-02-26
MUNI-ARIMA,LT,Deaths,2022-02-21,1,4.0604347826087,0,0,4.0604347826087,0,1,1,0,2022-02-26
RobertWalraven-ESG,LT,Deaths,2022-02-21,1,4.37,0,1.26086956521739,3.10913043478261,-0.4,1,1,7,2022-02-26
epiforecasts-EpiNow2,LT,Deaths,2022-02-21,1,19.23,0,12.9130434782609,6.31695652173913,-0.8,0,1,37,2022-02-26
EuroCOVIDhub-baseline,LT,Deaths,2022-02-21,2,7.79695652173913,3,0,4.79695652173913,0.5,1,1,13,2022-03-05
IEM_Health-CovidProject,LT,Deaths,2022-02-21,2,12.6813043478261,1.91304347826087,0,10.7682608695652,0.3,1,1,16,2022-03-05
ILM-EKF,LT,Deaths,2022-02-21,2,31.8073913043478,0,0.0869565217391304,31.7204347826087,-0.1,1,1,2,2022-03-05
MUNI-ARIMA,LT,Deaths,2022-02-21,2,9.65826086956522,2.95652173913043,0,6.70173913043478,0.5,1,1,16,2022-03-05
RobertWalraven-ESG,LT,Deaths,2022-02-21,2,4.25217391304348,0.130434782608696,0,4.12173913043478,0.1,1,1,3,2022-03-05
epiforecasts-EpiNow2,LT,Deaths,2022-02-21,2,33.0330434782609,0,27,6.03304347826087,-0.9,0,1,55,2022-03-05
EuroCOVIDhub-baseline,LT,Deaths,2022-02-21,3,20.4152173913044,14.0434782608696,0,6.37173913043478,0.8,0,1,37,2022-03-12
IEM_Health-CovidProject,LT,Deaths,2022-02-21,3,26.4347826086957,12.2173913043478,0,14.2173913043478,0.6,0,1,47,2022-03-12
ILM-EKF,LT,Deaths,2022-02-21,3,32.7095652173913,0,0.130434782608696,32.5791304347826,-0.1,1,1,3,2022-03-12
MUNI-ARIMA,LT,Deaths,2022-02-21,3,21.1704347826087,12.2173913043478,0,8.95304347826087,0.7,0,1,39,2022-03-12
RobertWalraven-ESG,LT,Deaths,2022-02-21,3,9.67304347826087,4.52173913043478,0,5.15130434782609,0.6,0,1,18,2022-03-12
epiforecasts-EpiNow2,LT,Deaths,2022-02-21,3,35.5882608695652,0,29.9565217391304,5.63173913043478,-0.9,0,1,59,2022-03-12
EuroCOVIDhub-baseline,LT,Deaths,2022-02-21,4,30.2995652173913,22.8695652173913,0,7.43,0.9,0,1,52,2022-03-19
IEM_Health-CovidProject,LT,Deaths,2022-02-21,4,39.0973913043478,19.695652173913,0,19.4017391304348,0.7,0,1,69,2022-03-19
ILM-EKF,LT,Deaths,2022-02-21,4,28.5813043478261,0,0.826086956521739,27.7552173913044,-0.2,1,1,15,2022-03-19
MUNI-ARIMA,LT,Deaths,2022-02-21,4,27.6360869565217,16.695652173913,0,10.9404347826087,0.8,0,1,50,2022-03-19
RobertWalraven-ESG,LT,Deaths,2022-02-21,4,12.4552173913043,6.21739130434783,0,6.23782608695652,0.6,0,1,23,2022-03-19
epiforecasts-EpiNow2,LT,Deaths,2022-02-21,4,40.2760869565217,0,35.3913043478261,4.88478260869565,-0.9,0,1,66,2022-03-19
EuroCOVIDhub-baseline,LU,Deaths,2022-02-21,1,5.97565217391304,5.34782608695652,0,0.627826086956522,0.9,0,1,9,2022-02-26
IEM_Health-CovidProject,LU,Deaths,2022-02-21,1,5.4504347826087,4.60869565217391,0,0.841739130434783,0.98,0,0,8,2022-02-26
ILM-EKF,LU,Deaths,2022-02-21,1,9.08565217391305,0.869565217391304,0,8.21608695652174,0.4,1,1,6,2022-02-26
MUNI-ARIMA,LU,Deaths,2022-02-21,1,4.43739130434783,3.34782608695652,0,1.0895652173913,0.9,0,1,7,2022-02-26
RobertWalraven-ESG,LU,Deaths,2022-02-21,1,4.70782608695652,3.82608695652174,0,0.881739130434783,0.95,0,0,8,2022-02-26
epiforecasts-EpiNow2,LU,Deaths,2022-02-21,1,1.64565217391304,0.478260869565217,0,1.16739130434783,0.4,1,1,3,2022-02-26
EuroCOVIDhub-baseline,LU,Deaths,2022-02-21,2,3.44695652173913,2.34782608695652,0,1.09913043478261,0.7,0,1,6,2022-03-05
IEM_Health-CovidProject,LU,Deaths,2022-02-21,2,3.24260869565217,2,0,1.24260869565217,0.8,0,1,6,2022-03-05
ILM-EKF,LU,Deaths,2022-02-21,2,11.1273913043478,0,0,11.1273913043478,0,1,1,0,2022-03-05
MUNI-ARIMA,LU,Deaths,2022-02-21,2,3.47347826086956,1.82608695652174,0,1.64739130434783,0.7,0,1,6,2022-03-05
RobertWalraven-ESG,LU,Deaths,2022-02-21,2,2.13913043478261,0.956521739130435,0,1.18260869565217,0.5,1,1,4,2022-03-05
epiforecasts-EpiNow2,LU,Deaths,2022-02-21,2,1.93086956521739,0,1.1304347826087,0.800434782608696,-0.6,0,1,4,2022-03-05
EuroCOVIDhub-baseline,LU,Deaths,2022-02-21,3,3.32,1.73913043478261,0,1.58086956521739,0.6,0,1,6,2022-03-12
IEM_Health-CovidProject,LU,Deaths,2022-02-21,3,3.79956521739131,2.1304347826087,0,1.66913043478261,0.7,0,1,7,2022-03-12
ILM-EKF,LU,Deaths,2022-02-21,3,10.0065217391304,0,0.217391304347826,9.78913043478261,-0.2,1,1,3,2022-03-12
MUNI-ARIMA,LU,Deaths,2022-02-21,3,4.18565217391304,2.08695652173913,0,2.09869565217391,0.6,0,1,8,2022-03-12
RobertWalraven-ESG,LU,Deaths,2022-02-21,3,1.93652173913044,0.391304347826087,0,1.54521739130435,0.3,1,1,3,2022-03-12
epiforecasts-EpiNow2,LU,Deaths,2022-02-21,3,3.68565217391304,0,3.21739130434783,0.468260869565217,-0.95,0,0,6,2022-03-12
EuroCOVIDhub-baseline,LU,Deaths,2022-02-21,4,4.34,2.43478260869565,0,1.90521739130435,0.6,0,1,8,2022-03-19
IEM_Health-CovidProject,LU,Deaths,2022-02-21,4,5.43565217391304,3.26086956521739,0,2.17478260869565,0.8,0,1,9,2022-03-19
ILM-EKF,LU,Deaths,2022-02-21,4,6.4595652173913,0,0.304347826086957,6.15521739130435,-0.2,1,1,3,2022-03-19
MUNI-ARIMA,LU,Deaths,2022-02-21,4,6.2295652173913,3.60869565217391,0,2.62086956521739,0.8,0,1,11,2022-03-19
RobertWalraven-ESG,LU,Deaths,2022-02-21,4,2.40347826086957,0.695652173913044,0,1.70782608695652,0.4,1,1,4,2022-03-19
epiforecasts-EpiNow2,LU,Deaths,2022-02-21,4,3.60826086956522,0,3.34782608695652,0.260434782608696,-0.98,0,0,5,2022-03-19
EuroCOVIDhub-baseline,LV,Cases,2022-02-21,1,2514.8852173913,2395.30434782609,0,119.580869565217,0.95,0,0,3426,2022-02-26
IEM_Health-CovidProject,LV,Cases,2022-02-21,1,2829.80826086957,267.652173913044,0,2562.15608695652,0.2,1,1,3084,2022-02-26
ILM-EKF,LV,Cases,2022-02-21,1,3115.69434782609,593.695652173913,0,2521.99869565217,0.4,1,1,4459,2022-02-26
MUNI-ARIMA,LV,Cases,2022-02-21,1,6238.39782608696,0,5714.95652173913,523.441304347826,-0.98,0,0,8708,2022-02-26
RobertWalraven-ESG,LV,Cases,2022-02-21,1,7680.59695652174,3697.69565217391,0,3982.90130434783,0.6,0,1,14401,2022-02-26
epiforecasts-EpiNow2,LV,Cases,2022-02-21,1,3716.05739130435,19.2608695652174,0,3696.79652173913,0.1,1,1,443,2022-02-26
epiforecasts-weeklygrowth,LV,Cases,2022-02-21,1,5901.5652173913,1314.65217391304,0,4586.91304347826,0.4,1,1,8691,2022-02-26
EuroCOVIDhub-baseline,LV,Cases,2022-02-21,2,12344.7686956522,12085.4782608696,0,259.290434782609,1,0,0,14864,2022-03-05
IEM_Health-CovidProject,LV,Cases,2022-02-21,2,6411.47956521739,3481.78260869565,0,2929.69695652174,0.7,0,1,11781,2022-03-05
ILM-EKF,LV,Cases,2022-02-21,2,9403.07869565217,4456.04347826087,0,4947.03521739131,0.7,0,1,16849,2022-03-05
MUNI-ARIMA,LV,Cases,2022-02-21,2,5105.37260869565,0,4037.52173913044,1067.85086956522,-0.9,0,1,8643,2022-03-05
RobertWalraven-ESG,LV,Cases,2022-02-21,2,13299.102173913,7988.5652173913,0,5310.53695652174,0.7,0,1,24887,2022-03-05
epiforecasts-EpiNow2,LV,Cases,2022-02-21,2,4860.8,0,24.0869565217391,4836.71304347826,-0.1,1,1,554,2022-03-05
epiforecasts-weeklygrowth,LV,Cases,2022-02-21,2,12885.5652173913,5396.47826086957,0,7489.08695652174,0.6,0,1,23029,2022-03-05
EuroCOVIDhub-baseline,LV,Cases,2022-02-21,3,23017.61,22623.3913043478,0,394.218695652174,1,0,0,26274,2022-03-12
IEM_Health-CovidProject,LV,Cases,2022-02-21,3,10669.7113043478,7034.21739130435,0,3635.49391304348,0.8,0,1,19307,2022-03-12
ILM-EKF,LV,Cases,2022-02-21,3,16882.04,9092.69565217391,0,7789.34434782609,0.8,0,1,29156,2022-03-12
MUNI-ARIMA,LV,Cases,2022-02-21,3,3849.80608695652,0,2341.86956521739,1507.93652173913,-0.7,0,1,7315,2022-03-12
RobertWalraven-ESG,LV,Cases,2022-02-21,3,17352.4886956522,10714.3913043478,0,6638.09739130435,0.8,0,1,32385,2022-03-12
epiforecasts-EpiNow2,LV,Cases,2022-02-21,3,4321.39347826087,0,638.217391304348,3683.17608695652,-0.3,1,1,5493,2022-03-12
epiforecasts-weeklygrowth,LV,Cases,2022-02-21,3,21156.5652173913,10335.0869565217,0,10821.4782608696,0.7,0,1,35639,2022-03-12
EuroCOVIDhub-baseline,LV,Cases,2022-02-21,4,34925.8195652174,34395.7826086957,0,530.036956521739,1,0,0,38813,2022-03-19
IEM_Health-CovidProject,LV,Cases,2022-02-21,4,15461.8834782609,10746.9565217391,0,4714.92695652174,0.9,0,1,26102,2022-03-19
ILM-EKF,LV,Cases,2022-02-21,4,26105.6334782609,15058.3913043478,0,11047.242173913,0.9,0,1,42675,2022-03-19
MUNI-ARIMA,LV,Cases,2022-02-21,4,2648.89130434783,0,809.521739130435,1839.36956521739,-0.4,1,1,4513,2022-03-19
RobertWalraven-ESG,LV,Cases,2022-02-21,4,21688.9095652174,13745.9565217391,0,7942.95304347826,0.8,0,1,40225,2022-03-19
epiforecasts-EpiNow2,LV,Cases,2022-02-21,4,4408.63043478261,0,2407.47826086957,2001.15217391304,-0.7,0,1,8682,2022-03-19
epiforecasts-weeklygrowth,LV,Cases,2022-02-21,4,31433,16611.7391304348,0,14821.2608695652,0.8,0,1,48578,2022-03-19
EuroCOVIDhub-baseline,LV,Deaths,2022-02-21,1,32.535652173913,0,30.6521739130435,1.88347826086957,-0.95,0,0,45,2022-02-26
IEM_Health-CovidProject,LV,Deaths,2022-02-21,1,15.6278260869565,0,9.65217391304348,5.97565217391304,-0.7,0,1,30,2022-02-26
ILM-EKF,LV,Deaths,2022-02-21,1,23.7682608695652,0,2.08695652173913,21.6813043478261,-0.2,1,1,24,2022-02-26
MUNI-ARIMA,LV,Deaths,2022-02-21,1,33.0226086956522,0,29.4347826086957,3.58782608695652,-0.95,0,0,47,2022-02-26
RobertWalraven-ESG,LV,Deaths,2022-02-21,1,32.51,0,30.7391304347826,1.77086956521739,-1,0,0,39,2022-02-26
epiforecasts-EpiNow2,LV,Deaths,2022-02-21,1,14.565652173913,0,9.47826086956522,5.08739130434783,-0.7,0,1,28,2022-02-26
EuroCOVIDhub-baseline,LV,Deaths,2022-02-21,2,29.8717391304348,0,26.0869565217391,3.78478260869565,-0.9,0,1,46,2022-03-05
IEM_Health-CovidProject,LV,Deaths,2022-02-21,2,11.6430434782609,0,2.30434782608696,9.33869565217391,-0.3,1,1,17,2022-03-05
ILM-EKF,LV,Deaths,2022-02-21,2,31.1269565217391,0,0.652173913043478,30.4747826086957,-0.1,1,1,15,2022-03-05
MUNI-ARIMA,LV,Deaths,2022-02-21,2,32.714347826087,0,27.7826086956522,4.93173913043478,-0.95,0,0,53,2022-03-05
RobertWalraven-ESG,LV,Deaths,2022-02-21,2,33.684347826087,0,31.304347826087,2.38,-1,0,0,42,2022-03-05
epiforecasts-EpiNow2,LV,Deaths,2022-02-21,2,14.5973913043478,0,7,7.59739130434783,-0.6,0,1,29,2022-03-05
EuroCOVIDhub-baseline,LV,Deaths,2022-02-21,3,6.14086956521739,0,0.91304347826087,5.22782608695652,-0.3,1,1,7,2022-03-12
IEM_Health-CovidProject,LV,Deaths,2022-02-21,3,21.964347826087,8.08695652173913,0,13.8773913043478,0.6,0,1,36,2022-03-12
ILM-EKF,LV,Deaths,2022-02-21,3,39.9073913043478,2.26086956521739,0,37.6465217391304,0.2,1,1,28,2022-03-12
MUNI-ARIMA,LV,Deaths,2022-02-21,3,9.97130434782609,0,3.56521739130435,6.40608695652174,-0.5,1,1,18,2022-03-12
RobertWalraven-ESG,LV,Deaths,2022-02-21,3,4.70652173913044,0,1.73913043478261,2.96739130434783,-0.5,1,1,8,2022-03-12
epiforecasts-EpiNow2,LV,Deaths,2022-02-21,3,8.99826086956522,0,0.130434782608696,8.86782608695652,-0.1,1,1,3,2022-03-12
EuroCOVIDhub-baseline,LV,Deaths,2022-02-21,4,6.96782608695652,0.521739130434783,0,6.44608695652174,0.2,1,1,6,2022-03-19
IEM_Health-CovidProject,LV,Deaths,2022-02-21,4,39.6921739130435,18.3478260869565,0,21.344347826087,0.7,0,1,66,2022-03-19
ILM-EKF,LV,Deaths,2022-02-21,4,48.8321739130435,5,0,43.8321739130435,0.3,1,1,43,2022-03-19
MUNI-ARIMA,LV,Deaths,2022-02-21,4,8.25913043478261,0,0.739130434782609,7.52,-0.2,1,1,9,2022-03-19
RobertWalraven-ESG,LV,Deaths,2022-02-21,4,3.61565217391304,0,0.0434782608695652,3.57217391304348,-0.1,1,1,1,2022-03-19
epiforecasts-EpiNow2,LV,Deaths,2022-02-21,4,9.55173913043478,0,1.91304347826087,7.63869565217391,-0.3,1,1,14,2022-03-19
EuroCOVIDhub-baseline,MT,Cases,2022-02-21,1,62.6234782608696,32.6956521739131,0,29.9278260869565,0.6,0,1,96,2022-02-26
IEM_Health-CovidProject,MT,Cases,2022-02-21,1,40.2782608695652,0,24.0869565217391,16.1913043478261,-0.7,0,1,76,2022-02-26
ILM-EKF,MT,Cases,2022-02-21,1,54.6539130434783,0,9.47826086956522,45.175652173913,-0.3,1,1,76,2022-02-26
MUNI-ARIMA,MT,Cases,2022-02-21,1,57.4739130434783,0,14.5652173913043,42.9086956521739,-0.3,1,1,101,2022-02-26
RobertWalraven-ESG,MT,Cases,2022-02-21,1,147.562173913043,0,84.0434782608696,63.5186956521739,-0.7,0,1,283,2022-02-26
epiforecasts-EpiNow2,MT,Cases,2022-02-21,1,142.875652173913,0,121.608695652174,21.2669565217391,-0.95,0,0,231,2022-02-26
epiforecasts-weeklygrowth,MT,Cases,2022-02-21,1,85.8878260869565,0.0434782608695652,0,85.844347826087,0.1,1,1,1,2022-02-26
EuroCOVIDhub-baseline,MT,Cases,2022-02-21,2,69.4913043478261,9.56521739130435,0,59.9260869565218,0.3,1,1,66,2022-03-05
IEM_Health-CovidProject,MT,Cases,2022-02-21,2,169.445652173913,0,153.478260869565,15.9673913043478,-1,0,0,228,2022-03-05
ILM-EKF,MT,Cases,2022-02-21,2,132.558260869565,0,89,43.5582608695652,-0.7,0,1,257,2022-03-05
MUNI-ARIMA,MT,Cases,2022-02-21,2,108.367826086957,0,26.4782608695652,81.8895652173913,-0.4,1,1,167,2022-03-05
RobertWalraven-ESG,MT,Cases,2022-02-21,2,208.926956521739,0,134.95652173913,73.9704347826087,-0.7,0,1,418,2022-03-05
epiforecasts-EpiNow2,MT,Cases,2022-02-21,2,266.723043478261,0,235.826086956522,30.8969565217391,-0.9,0,1,438,2022-03-05
epiforecasts-weeklygrowth,MT,Cases,2022-02-21,2,132.746956521739,0,9.34782608695652,123.399130434783,-0.2,1,1,109,2022-03-05
EuroCOVIDhub-baseline,MT,Cases,2022-02-21,3,131.972608695652,0,45.0434782608696,86.9291304347826,-0.5,1,1,200,2022-03-12
IEM_Health-CovidProject,MT,Cases,2022-02-21,3,524.658695652174,0,507.956521739131,16.7021739130435,-1,0,0,589,2022-03-12
ILM-EKF,MT,Cases,2022-02-21,3,407.659130434783,0,367.608695652174,40.0504347826087,-0.95,0,0,629,2022-03-12
MUNI-ARIMA,MT,Cases,2022-02-21,3,224.872173913044,0,118.086956521739,106.785217391304,-0.6,0,1,444,2022-03-12
RobertWalraven-ESG,MT,Cases,2022-02-21,3,400.269565217391,0,320.217391304348,80.0521739130435,-0.9,0,1,747,2022-03-12
epiforecasts-EpiNow2,MT,Cases,2022-02-21,3,532.02,0,500.260869565217,31.7591304347826,-0.95,0,0,792,2022-03-12
epiforecasts-weeklygrowth,MT,Cases,2022-02-21,3,258.616086956522,0,78.3913043478261,180.224782608696,-0.4,1,1,419,2022-03-12
EuroCOVIDhub-baseline,MT,Cases,2022-02-21,4,571.790869565218,0,462.04347826087,109.747391304348,-0.9,0,1,941,2022-03-19
IEM_Health-CovidProject,MT,Cases,2022-02-21,4,1320.45304347826,0,1302.13043478261,18.3226086956522,-1,0,0,1399,2022-03-19
ILM-EKF,MT,Cases,2022-02-21,4,1183.18260869565,0,1147.5652173913,35.6173913043478,-1,0,0,1446,2022-03-19
MUNI-ARIMA,MT,Cases,2022-02-21,4,658.297826086957,0,535.521739130435,122.776086956522,-0.9,0,1,1165,2022-03-19
RobertWalraven-ESG,MT,Cases,2022-02-21,4,1011.19130434783,0,925.260869565217,85.9304347826087,-1,0,0,1525,2022-03-19
epiforecasts-EpiNow2,MT,Cases,2022-02-21,4,1221.88652173913,0,1192.5652173913,29.3213043478261,-1,0,0,1579,2022-03-19
epiforecasts-weeklygrowth,MT,Cases,2022-02-21,4,638.386956521739,0,377.217391304348,261.169565217391,-0.6,0,1,1188,2022-03-19
EuroCOVIDhub-baseline,MT,Deaths,2022-02-21,1,0.705217391304348,0.304347826086957,0,0.400869565217391,0.4,1,1,1,2022-02-26
IEM_Health-CovidProject,MT,Deaths,2022-02-21,1,1.18434782608696,0.0434782608695652,0,1.14086956521739,0.1,1,1,1,2022-02-26
ILM-EKF,MT,Deaths,2022-02-21,1,2.66782608695652,0.173913043478261,0,2.49391304347826,0.2,1,1,2,2022-02-26
MUNI-ARIMA,MT,Deaths,2022-02-21,1,1.79739130434783,0.652173913043478,0,1.14521739130435,0.5,1,1,3,2022-02-26
RobertWalraven-ESG,MT,Deaths,2022-02-21,1,1.08521739130435,0.521739130434783,0,0.563478260869565,0.5,1,1,2,2022-02-26
epiforecasts-EpiNow2,MT,Deaths,2022-02-21,1,0.907391304347826,0,0,0.907391304347826,0,1,1,0,2022-02-26
EuroCOVIDhub-baseline,MT,Deaths,2022-02-21,2,1.60434782608696,0.826086956521739,0,0.778260869565217,0.5,1,1,3,2022-03-05
IEM_Health-CovidProject,MT,Deaths,2022-02-21,2,1.19173913043478,0.0434782608695652,0,1.14826086956522,0.1,1,1,1,2022-03-05
ILM-EKF,MT,Deaths,2022-02-21,2,1.93304347826087,0.0434782608695652,0,1.8895652173913,0.1,1,1,1,2022-03-05
MUNI-ARIMA,MT,Deaths,2022-02-21,2,2.80652173913043,1.34782608695652,0,1.45869565217391,0.6,0,1,5,2022-03-05
RobertWalraven-ESG,MT,Deaths,2022-02-21,2,1.0595652173913,0.260869565217391,0,0.798695652173913,0.3,1,1,2,2022-03-05
epiforecasts-EpiNow2,MT,Deaths,2022-02-21,2,0.786956521739131,0,0.130434782608696,0.656521739130435,-0.2,1,1,1,2022-03-05
EuroCOVIDhub-baseline,MT,Deaths,2022-02-21,3,1.65391304347826,0.565217391304348,0,1.08869565217391,0.4,1,1,3,2022-03-12
IEM_Health-CovidProject,MT,Deaths,2022-02-21,3,1.17521739130435,0,0.0434782608695652,1.13173913043478,-0.1,1,1,1,2022-03-12
ILM-EKF,MT,Deaths,2022-02-21,3,1.59217391304348,0,0.0434782608695652,1.54869565217391,-0.1,1,1,1,2022-03-12
MUNI-ARIMA,MT,Deaths,2022-02-21,3,2.85086956521739,1.08695652173913,0,1.76391304347826,0.5,1,1,5,2022-03-12
RobertWalraven-ESG,MT,Deaths,2022-02-21,3,0.973478260869565,0,0,0.973478260869565,0,1,1,0,2022-03-12
epiforecasts-EpiNow2,MT,Deaths,2022-02-21,3,1.56826086956522,0,1,0.568260869565217,-0.6,0,1,3,2022-03-12
EuroCOVIDhub-baseline,MT,Deaths,2022-02-21,4,1.4795652173913,0.260869565217391,0,1.21869565217391,0.3,1,1,2,2022-03-19
IEM_Health-CovidProject,MT,Deaths,2022-02-21,4,1.52739130434783,0,0.391304347826087,1.13608695652174,-0.3,1,1,3,2022-03-19
ILM-EKF,MT,Deaths,2022-02-21,4,1.91913043478261,0,0.695652173913044,1.22347826086957,-0.4,1,1,4,2022-03-19
MUNI-ARIMA,MT,Deaths,2022-02-21,4,2.6095652173913,0.695652173913044,0,1.91391304347826,0.4,1,1,4,2022-03-19
RobertWalraven-ESG,MT,Deaths,2022-02-21,4,1.46913043478261,0,0.391304347826087,1.07782608695652,-0.3,1,1,3,2022-03-19
epiforecasts-EpiNow2,MT,Deaths,2022-02-21,4,3.17869565217391,0,2.65217391304348,0.526521739130435,-0.8,0,1,5,2022-03-19
EuroCOVIDhub-baseline,NO,Cases,2022-02-21,1,5613.74608695652,5382.39130434783,0,231.354782608696,0.95,0,0,7281,2022-02-26
IEM_Health-CovidProject,NO,Cases,2022-02-21,1,4383.12304347826,0,304.565217391304,4078.55782608696,-0.2,1,1,3951,2022-02-26
MUNI-ARIMA,NO,Cases,2022-02-21,1,12428.1213043478,0,11515.347826087,912.77347826087,-0.98,0,0,17157,2022-02-26
RobertWalraven-ESG,NO,Cases,2022-02-21,1,6745.49304347826,3298.65217391304,0,3446.84086956522,0.6,0,1,12669,2022-02-26
epiforecasts-EpiNow2,NO,Cases,2022-02-21,1,7663.32869565217,0,1607.91304347826,6055.41565217391,-0.4,1,1,12058,2022-02-26
epiforecasts-weeklygrowth,NO,Cases,2022-02-21,1,5895.5652173913,0,130.565217391304,5765,-0.1,1,1,3003,2022-02-26
EuroCOVIDhub-baseline,NO,Cases,2022-02-21,2,19839.5095652174,19320.6956521739,0,518.813913043478,0.98,0,0,25244,2022-03-05
IEM_Health-CovidProject,NO,Cases,2022-02-21,2,4357.80434782609,50.5217391304348,0,4307.28260869565,0.1,1,1,1162,2022-03-05
MUNI-ARIMA,NO,Cases,2022-02-21,2,2255.72391304348,186,0,2069.72391304348,0.3,1,1,2040,2022-03-05
RobertWalraven-ESG,NO,Cases,2022-02-21,2,9283.36347826087,4687.52173913044,0,4595.84173913044,0.6,0,1,17497,2022-03-05
epiforecasts-EpiNow2,NO,Cases,2022-02-21,2,10378.7586956522,0,2997.08695652174,7381.67173913044,-0.4,1,1,17713,2022-03-05
epiforecasts-weeklygrowth,NO,Cases,2022-02-21,2,8904.47826086957,128.695652173913,0,8775.78260869565,0.1,1,1,2960,2022-03-05
EuroCOVIDhub-baseline,NO,Cases,2022-02-21,3,50819.0773913044,49955.6956521739,0,863.381739130435,1,0,0,59419,2022-03-12
IEM_Health-CovidProject,NO,Cases,2022-02-21,3,13790.6760869565,8936.30434782609,0,4854.37173913044,0.8,0,1,24821,2022-03-12
MUNI-ARIMA,NO,Cases,2022-02-21,3,17857.3660869565,14692.5217391304,0,3164.84434782609,0.95,0,0,27778,2022-03-12
