model,location,target_type,forecast_date,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median
EuroCOVIDhub-ensemble,DE,Deaths,2022-10-24,100.123260869565,70.4819565217391,0.423913043478261,29.2173913043478,0.136521739130435,0.35,105.75
EuroCOVIDhub-ensemble,DE,Deaths,2022-10-31,106.892826086957,76.3384782608696,1.66304347826087,28.8913043478261,0.201739130434783,0.175,89.25
EuroCOVIDhub-ensemble,DE,Deaths,2022-11-07,137.099347826087,64.4580434782609,72.6413043478261,0,-0.0808695652173913,-0.65,249.75
EuroCOVIDhub-ensemble,DE,Deaths,2022-11-14,130.448152173913,38.4807608695652,91.9673913043478,0,-0.189565217391304,-0.775,225.75
EuroCOVIDhub-ensemble,DE,Deaths,2022-11-21,123.351630434783,112.579891304348,1.32608695652174,9.44565217391304,0.332173913043478,0.125,118.25
EuroCOVIDhub-ensemble,DE,Deaths,2022-11-28,96.6669565217391,51.9821739130435,41.9347826086957,2.75,0.071304347826087,-0.275,171.25
EuroCOVIDhub-ensemble,DE,Deaths,2022-12-05,144.383369565217,34.5138043478261,109.869565217391,0,-0.23304347826087,-0.8125,256.5
EuroCOVIDhub-ensemble,DE,Deaths,2022-12-12,115.855434782609,62.475,53.3804347826087,0,0.071304347826087,-0.475,185.25
EuroCOVIDhub-ensemble,DE,Deaths,2022-12-19,112.998804347826,95.8575,1.01086956521739,16.1304347826087,0.201739130434783,0.225,127.75
EuroCOVIDhub-ensemble,DE,Deaths,2023-01-02,143.302608695652,71.8460869565217,71.4565217391304,0,0.0495652173913044,-0.5,226
EuroCOVIDhub-ensemble,DE,Deaths,2023-01-09,65.9303260869565,52.2998913043478,13.6304347826087,0,0.201739130434783,-0.325,84.5
EuroCOVIDhub-ensemble,DE,Deaths,2023-01-16,81.8794565217391,57.0098913043478,24.8695652173913,0,0.18,-0.35,127
EuroCOVIDhub-ensemble,DE,Deaths,2023-01-23,76.0754347826087,34.0319565217391,32.0108695652174,10.0326086956522,0.0495652173913044,-0.25,124
EuroCOVIDhub-ensemble,DE,Deaths,2023-01-30,67.1857608695652,55.0553260869565,12.1304347826087,0,0.158260869565217,-0.375,88
EuroCOVIDhub-ensemble,DE,Deaths,2023-02-06,57.0932608695652,53.419347826087,0.108695652173913,3.56521739130435,0.310434782608696,0.15,37.5
EuroCOVIDhub-ensemble,DE,Deaths,2023-02-13,59.3004347826087,53.5033333333333,0,5.79710144927536,0.281449275362319,0.233333333333333,45.3333333333333
EuroCOVIDhub-ensemble,DE,Deaths,2023-02-20,55.6504347826087,42.6504347826087,0,13,0.18,0.35,91
EuroCOVIDhub-ensemble,DE,Deaths,2023-02-27,41.3978260869565,39.05,2.34782608695652,0,0.310434782608696,-0.2,32
EuroCOVIDhub-ensemble,PL,Cases,2021-03-15,20540.4093478261,13024.4202173913,2448.69565217391,5067.29347826087,0.0930434782608696,-0.1,32630.25
EuroCOVIDhub-ensemble,PL,Cases,2021-03-22,64623.0526086957,18166.9330434783,10.2173913043478,46445.9021739131,-0.167826086956522,0.6,95973.25
EuroCOVIDhub-ensemble,PL,Cases,2021-03-29,100559.198152174,14896.2416304348,0,85662.9565217391,-0.428695652173913,0.9,141433.5
EuroCOVIDhub-ensemble,PL,Cases,2021-04-05,81366.645326087,10751.7431521739,0,70614.902173913,-0.559130434782609,1,109631.75
EuroCOVIDhub-ensemble,PL,Cases,2021-04-12,28486.3248913044,9097.1727173913,0,19389.152173913,-0.298260869565217,0.82,42971.5
EuroCOVIDhub-ensemble,PL,Cases,2021-04-19,23317.0544565217,6133.13054347826,0,17183.9239130435,-0.472173913043478,0.97,37566.25
EuroCOVIDhub-ensemble,PL,Cases,2021-04-26,7102.85434782609,2998.76739130435,0,4104.08695652174,-0.23304347826087,0.8125,12930.5
EuroCOVIDhub-ensemble,PL,Cases,2021-05-03,4054.99239130435,2004.65543478261,0,2050.33695652174,-0.146086956521739,0.695,6389.75
EuroCOVIDhub-ensemble,PL,Cases,2021-05-10,4500.91923913044,1580.5822826087,0,2920.33695652174,-0.276521739130435,0.775,6528.25
EuroCOVIDhub-ensemble,PL,Cases,2021-05-17,4586.10336956522,1101.61423913043,0,3484.48913043478,-0.472173913043478,0.95,6528.75
EuroCOVIDhub-ensemble,PL,Cases,2021-05-24,1382.67826086957,577.830434782609,0,804.847826086957,-0.276521739130435,0.8625,2234.5
EuroCOVIDhub-ensemble,PL,Cases,2021-05-31,1231.58510869565,438.672065217391,0,792.913043478261,-0.341739130434783,0.9075,2039.5
EuroCOVIDhub-ensemble,PL,Cases,2021-06-07,879.709239130435,327.122282608696,0,552.586956521739,-0.341739130434783,0.8875,1416.5
