model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date
median_ensemble,CZ,Cases,2021-12-20,4,22630.2236956522,4332.20195652174,18298.0217391304,0,-0.298260869565217,-0.9,38262.5,2022-01-15
median_ensemble,DE,Cases,2021-12-20,4,207202.96326087,17869.3980434783,189333.565217391,0,-0.559130434782609,-1,297108,2022-01-15
median_ensemble,FR,Cases,2021-12-20,4,1545049.22913043,38683.6204347826,1506365.60869565,0,-0.559130434782609,-1,1650001,2022-01-15
median_ensemble,GB,Cases,2021-12-20,4,174972.383913043,29876.4708695652,145095.913043478,0,-0.472173913043478,-0.98,275512,2022-01-15
median_ensemble,PL,Cases,2021-12-20,4,29220.9965217391,4134.36608695652,25086.6304347826,0,-0.298260869565217,-0.9,50685.5,2022-01-15
median_ensemble,CZ,Deaths,2021-12-20,4,87.3904347826087,30.5208695652174,0,56.8695652173913,-0.124347826086957,0.7,169,2022-01-15
median_ensemble,DE,Deaths,2021-12-20,4,136.375,134.505434782609,1.8695652173913,0,0.397391304347826,-0.1,43,2022-01-15
median_ensemble,FR,Deaths,2021-12-20,4,123.090869565217,108.308260869565,14.7826086956522,0,0.310434782608696,-0.2,180,2022-01-15
median_ensemble,GB,Deaths,2021-12-20,4,440.299565217391,65.9082608695652,374.391304347826,0,-0.298260869565217,-0.9,687,2022-01-15
median_ensemble,PL,Deaths,2021-12-20,4,489.925652173913,94.3604347826087,395.565217391304,0,-0.298260869565217,-0.9,942,2022-01-15
median_ensemble,CZ,Cases,2021-12-27,1,2817.52782608696,1881.6147826087,935.913043478261,0,0.0495652173913044,-0.5,3570,2022-01-01
median_ensemble,DE,Cases,2021-12-27,1,18433.3704347826,4398.15304347826,14035.2173913044,0,-0.298260869565217,-0.9,27530,2022-01-01
median_ensemble,FR,Cases,2021-12-27,1,444940.515869565,19301.9506521739,425638.565217391,0,-0.559130434782609,-1,507588,2022-01-01
median_ensemble,GB,Cases,2021-12-27,1,353917.907391304,14378.9943478261,339538.913043478,0,-0.559130434782609,-1,413479,2022-01-01
median_ensemble,PL,Cases,2021-12-27,1,3543.54304347826,2844.76043478261,698.782608695652,0,0.223478260869565,-0.3,5298,2022-01-01
median_ensemble,CZ,Deaths,2021-12-27,1,36.7134782608696,24.3439130434783,12.3695652173913,0,0.136521739130435,-0.4,72.5,2022-01-01
median_ensemble,DE,Deaths,2021-12-27,1,61.0165217391304,56.7339130434783,4.28260869565217,0,0.310434782608696,-0.2,51.5,2022-01-01
median_ensemble,FR,Deaths,2021-12-27,1,77.1134782608696,56.5917391304348,0,20.5217391304348,0.136521739130435,0.4,132,2022-01-01
median_ensemble,GB,Deaths,2021-12-27,1,207.049130434783,25.0926086956522,181.95652173913,0,-0.472173913043478,-0.98,279,2022-01-01
median_ensemble,PL,Deaths,2021-12-27,1,333.765869565217,96.7223913043478,237.04347826087,0,-0.211304347826087,-0.8,694,2022-01-01
median_ensemble,CZ,Cases,2021-12-27,2,12685.5130434783,2144.64347826087,10540.8695652174,0,-0.385217391304348,-0.95,20350,2022-01-08
median_ensemble,DE,Cases,2021-12-27,2,169639.805217391,7104.02260869565,162535.782608696,0,-0.559130434782609,-1,196333,2022-01-08
median_ensemble,FR,Cases,2021-12-27,2,818263.470217391,35386.3180434783,782877.152173913,0,-0.559130434782609,-1,964726.5,2022-01-08
median_ensemble,GB,Cases,2021-12-27,2,439143.794565217,21647.6641304348,417496.130434783,0,-0.559130434782609,-1,546188,2022-01-08
median_ensemble,PL,Cases,2021-12-27,2,15271.112173913,3936.11217391304,11335,0,-0.385217391304348,-0.95,26591,2022-01-08
median_ensemble,CZ,Deaths,2021-12-27,2,33.2710869565217,28.945,4.32608695652174,0,0.223478260869565,-0.3,42.5,2022-01-08
median_ensemble,DE,Deaths,2021-12-27,2,360.267173913044,61.8541304347826,298.413043478261,0,-0.211304347826087,-0.8,648.5,2022-01-08
median_ensemble,FR,Deaths,2021-12-27,2,97.489347826087,82.2284782608696,0,15.2608695652174,0.223478260869565,0.3,127,2022-01-08
median_ensemble,GB,Deaths,2021-12-27,2,387.895652173913,70.4608695652174,317.434782608696,0,-0.472173913043478,-0.98,523,2022-01-08
median_ensemble,PL,Deaths,2021-12-27,2,107.700869565217,107.244347826087,0.456521739130435,0,0.397391304347826,-0.1,10.5,2022-01-08
median_ensemble,CZ,Cases,2021-12-27,3,34156.8173913044,2810.25217391304,31346.5652173913,0,-0.559130434782609,-1,49159,2022-01-15
