model,target_type,location,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,relative_skill,scaled_rel_skill
UMass-MechBayes,Deaths,CZ,2,33.6524604743083,13.0447529644269,6.56620553359684,14.0415019762846,-0.136205533596838,0.065,53.2954545454546,0.623845626334788,0.382101181297356
UMass-MechBayes,Deaths,CZ,3,43.5390019762846,15.3225988142293,11.7648221343874,16.451581027668,-0.077905138339921,-0.000227272727272748,66.1136363636364,0.525495253958999,0.331393106159384
UMass-MechBayes,Deaths,CZ,4,60.9221541501976,17.7699802371542,20.0118577075099,23.1403162055336,-0.0788932806324111,-0.0840909090909091,90.2727272727273,0.481472365286302,0.32894687035128
UMass-MechBayes,Deaths,DE,1,109.628599033816,55.5580676328502,34.5574879227053,19.5130434782609,-0.00067632850241546,-0.304444444444444,192.022222222222,1.01938221802966,1.13442139643938
UMass-MechBayes,Deaths,DE,2,145.180086956522,60.1288792270531,65.616425120773,19.4347826086957,-0.0644444444444445,-0.331333333333333,251.955555555556,0.798384626529831,0.841667475991014
UMass-MechBayes,Deaths,DE,3,171.837826086957,64.5837198067633,95.6995169082126,11.5545893719807,-0.0683091787439614,-0.403777777777778,280.666666666667,0.687876440933746,0.749044540591216
UMass-MechBayes,Deaths,DE,4,196.404695652174,72.5979323671498,118.653140096618,5.1536231884058,-0.0451207729468599,-0.455777777777778,303.644444444444,0.563643873685147,0.681090025526441
UMass-MechBayes,Deaths,FR,1,127.108444444444,62.456270531401,7.37004830917875,57.2821256038647,0.0109178743961353,0.332666666666667,186.688888888889,0.81497567797532,0.93527573739582
UMass-MechBayes,Deaths,FR,2,166.553903381643,80.0669468599034,9.11304347826087,77.3739130434783,-0.0161352657004831,0.287333333333333,257.777777777778,0.798639677172866,0.757426676941974
UMass-MechBayes,Deaths,FR,3,224.959198067633,104.835526570048,15.8966183574879,104.227053140097,-0.0402898550724638,0.231777777777778,343.466666666667,0.785187557093814,0.711375025599384
UMass-MechBayes,Deaths,FR,4,333.195149758454,151.370028985507,26.0946859903382,155.730434782609,-0.0992270531400966,0.183777777777778,513.888888888889,0.838532464793051,0.836405986586662
UMass-MechBayes,Deaths,GB,1,95.4386280193237,33.4492560386473,28.8714975845411,33.1178743961353,-0.0180676328502415,-0.192888888888889,150.6,0.859374379320251,0.686212931820242
UMass-MechBayes,Deaths,GB,2,112.536241545894,35.3401062801932,50.8975845410628,26.2985507246377,-0.0315942028985507,-0.217333333333333,168,0.817961113057985,0.559463420818878
UMass-MechBayes,Deaths,GB,3,149.809323671498,36.141690821256,93.4608695652174,20.2067632850242,-0.122415458937198,-0.321333333333333,220.044444444444,0.924787449748862,0.62492876831104
UMass-MechBayes,Deaths,GB,4,203.232531400966,38.7252850241546,146.88309178744,17.624154589372,-0.190048309178744,-0.411111111111111,290.422222222222,1.01548780450086,0.765040386953969
UMass-MechBayes,Deaths,PL,1,135.682766798419,80.1383003952569,13.6798418972332,41.8646245059289,0.09699604743083,-0.0197727272727273,186.340909090909,0.714089842282348,0.669608159651872
UMass-MechBayes,Deaths,PL,2,173.731669960474,92.565662055336,9.86067193675889,71.3053359683795,0.0871146245059289,0.0636363636363636,259.227272727273,0.597418171769466,0.469344051726219
UMass-MechBayes,Deaths,PL,3,250.416907114625,106.095760869565,11.199604743083,133.121541501976,0.0327667984189723,0.0909090909090909,388.704545454545,0.608710149799733,0.468442459645917
UMass-MechBayes,Deaths,PL,4,399.865464426877,135.58878458498,11.098814229249,253.177865612648,-0.0393675889328063,0.1375,626.954545454546,0.687970467084212,0.576818242261887
UMass-SemiMech,Cases,CZ,1,2023.08347826087,784.370434782609,888.168115942029,350.544927536232,-0.0431884057971014,0.18,2684.66666666667,1.81939857635058,1.22775601827305
UMass-SemiMech,Cases,CZ,2,2316.0311884058,880.544231884058,745.423188405797,690.063768115942,-0.147536231884058,0.214666666666667,3517.26666666667,1.50607084528959,1.07279102405327
UMass-SemiMech,Cases,CZ,3,2416.16944927536,987.601333333333,600.417391304348,828.150724637681,-0.141739130434783,0.202,3664.13333333333,1.28486267255114,1.02372017502866
UMass-SemiMech,Cases,CZ,4,2462.23211594203,1096.30168115942,438.4,927.530434782609,-0.164927536231884,0.185333333333333,3750.66666666667,1.14049087527475,0.999896370290321
UMass-SemiMech,Deaths,CZ,1,43.22,11.6113043478261,27.4695652173913,4.13913043478261,-0.135942028985507,-0.0253333333333333,51.6666666666667,1.66449902791245,1.18077405161652
UMass-SemiMech,Deaths,CZ,2,43.7094492753623,12.8746666666667,20.3768115942029,10.4579710144928,-0.188115942028986,0.135333333333333,57.0666666666667,1.32724417814906,0.812927985598531
UMass-SemiMech,Deaths,CZ,3,40.6688985507246,14.4688985507246,13.2521739130435,12.9478260869565,-0.083768115942029,0.156666666666667,59.1333333333333,1.02326206257778,0.645299821031625
UMass-SemiMech,Deaths,CZ,4,42.5242028985507,16.5734782608696,9.58260869565217,16.368115942029,-0.112753623188406,0.21,63.5333333333333,0.964564036565123,0.659000067205981
UMass-SemiMech,Cases,DE,1,8456.39982608696,5448.19982608696,1938.15072463768,1070.04927536232,0.113333333333333,-2.22080744997448e-17,11841.5333333333,1.26672036420006,1.28965435078037
UMass-SemiMech,Cases,DE,2,12646.7155072464,7185.7763768116,3230.64927536232,2230.28985507246,-0.0142028985507246,0.12,19216.5333333333,0.952803401821926,0.986847038776744
UMass-SemiMech,Cases,DE,3,15553.4509855072,9113.15533333334,2911.87826086957,3528.41739130435,-0.0605797101449275,0.0853333333333333,22782.6666666667,0.872118692893947,1.02825560272594
UMass-SemiMech,Cases,DE,4,17902.3352173913,11390.6627536232,2177.9884057971,4333.68405797102,-0.0489855072463768,0.162,21899.1333333333,0.781069193376069,1.05854915151057
UMass-SemiMech,Deaths,DE,1,94.6228115942029,57.4894782608696,32.968115942029,4.16521739130435,0.043768115942029,-0.423333333333333,156.733333333333,1.02921537145951,1.14536423951433
UMass-SemiMech,Deaths,DE,2,101.21568115942,67.8852463768116,32.6927536231884,0.63768115942029,0.124927536231884,-0.386666666666667,140.466666666667,0.780785535124732,0.823114284521073
UMass-SemiMech,Deaths,DE,3,108.684666666667,82.2672753623188,25.4869565217391,0.930434782608696,0.171304347826087,-0.32,130.933333333333,0.640152847183136,0.697077217349613
UMass-SemiMech,Deaths,DE,4,130.130463768116,105.42031884058,21.2289855072464,3.48115942028986,0.182898550724638,-0.196666666666667,135.666666666667,0.581391471772174,0.702535680484235
UMass-SemiMech,Cases,FR,1,48790.3785797102,11982.6046666667,12976.6753623188,23831.0985507246,-0.0257971014492754,-0.133333333333333,55014.6666666667,0.966480153453035,0.805991731713927
UMass-SemiMech,Cases,FR,2,50978.1720289855,16638.0647826087,9471.46666666667,24868.6405797101,-0.02,-0.0466666666666667,56561.9333333333,0.877706077567328,0.799504784495056
UMass-SemiMech,Cases,FR,3,52356.6854492754,22683.6332753623,5417.83188405797,24255.2202898551,-0.02,0.0633333333333333,60840.7333333333,0.801324141752635,0.818320813708877
UMass-SemiMech,Cases,FR,4,82880.1591884058,33896.536,13830.9072463768,35152.715942029,-0.112753623188406,0.06,102356.266666667,1.02840823994048,1.07138967983889
UMass-SemiMech,Deaths,FR,1,233.971884057971,77.5921739130435,138.968115942029,17.4115942028986,0.0611594202898551,-0.11,267.8,1.3181647324758,1.51274145412325
UMass-SemiMech,Deaths,FR,2,250.792695652174,97.2303768115942,113.608695652174,39.9536231884058,0.0147826086956522,0.0466666666666667,317.8,1.15414014465249,1.09458189904112
UMass-SemiMech,Deaths,FR,3,291.389362318841,130.725594202899,88.336231884058,72.3275362318841,-0.0257971014492754,0.173333333333333,399.666666666667,1.08304142436065,0.981228770144273
UMass-SemiMech,Deaths,FR,4,382.442347826087,191.743797101449,69.9304347826087,120.768115942029,-0.0663768115942029,0.193333333333333,520.866666666667,1.17260429307764,1.16963062470028
UMass-SemiMech,Cases,GB,1,7363.68831884058,3207.64194202899,3325.47246376812,830.573913043478,-0.112753623188406,-0.206666666666667,9627.6,1.11741599582231,1.0958280792921
UMass-SemiMech,Cases,GB,2,14829.5065217391,7416.32971014493,5561.11594202899,1852.06086956522,-0.147536231884058,-0.23,19546.9333333333,1.11487322561905,1.11993887733964
UMass-SemiMech,Cases,GB,3,28902.5747246377,15913.9863188406,7924.78260869565,5063.80579710145,-0.147536231884058,-0.286666666666667,41343.6666666667,1.11026872834075,1.26544159120107
UMass-SemiMech,Cases,GB,4,63405.3527826087,33811.349884058,12344.1710144928,17249.831884058,-0.199710144927536,-0.245333333333333,86090.6,1.34928088102844,1.77084379716764
UMass-SemiMech,Deaths,GB,1,30.388347826087,9.19124637681159,14.2666666666667,6.9304347826087,-0.0142028985507246,0.0166666666666667,43,0.958376792770461,0.765266645807719
UMass-SemiMech,Deaths,GB,2,36.2029565217391,13.2812173913044,10.9884057971015,11.9333333333333,-0.0721739130434783,0.136666666666667,55.4666666666667,0.976959674887685,0.668214164450159
UMass-SemiMech,Deaths,GB,3,51.5755362318841,22.384231884058,9.29855072463768,19.8927536231884,-0.0721739130434783,0.103333333333333,72.8666666666667,1.02035104905184,0.689506247626963
UMass-SemiMech,Deaths,GB,4,90.0107246376812,42.7672463768116,13.2260869565217,34.0173913043478,-0.141739130434783,0.122,121.4,1.28777919655116,0.970177180340459
UMass-SemiMech,Cases,PL,1,8391.42684057971,2752.0848115942,3.9536231884058,5635.3884057971,-0.170724637681159,0.655333333333333,13561.6666666667,1.26041492190929,0.872733850265777
UMass-SemiMech,Cases,PL,2,17156.5226376812,3668.64437681159,2.58840579710145,13485.2898550725,-0.25768115942029,0.674,26241.0666666667,1.3433524220094,1.06689564959257
UMass-SemiMech,Cases,PL,3,25130.3270724638,4622.88649275362,12.031884057971,20495.4086956522,-0.315652173913044,0.598666666666667,36034.2,1.42385704174891,1.36103514153868
UMass-SemiMech,Cases,PL,4,33834.8904637681,5933.26437681159,27.4057971014493,27874.2202898551,-0.34463768115942,0.540666666666667,46663.6666666667,1.46871225153388,1.6080683119965
UMass-SemiMech,Deaths,PL,1,129.585710144928,89.0726666666667,11.6115942028986,28.9014492753623,0.124927536231884,-0.04,181.8,0.82008247259822,0.768998356683144
UMass-SemiMech,Deaths,PL,2,163.459304347826,96.7491594202899,3.61159420289855,63.0985507246377,0.0727536231884058,0.0566666666666667,245.8,0.747273978441159,0.58707386779404
UMass-SemiMech,Deaths,PL,3,234.943971014493,107.952666666667,0.588405797101449,126.402898550725,0.0930434782608696,0.233333333333333,372.533333333333,0.880847949605414,0.677870379232182
UMass-SemiMech,Deaths,PL,4,376.210231884058,128.969652173913,0.72463768115942,246.515942028986,-0.0605797101449275,0.434,596.133333333333,1.14908946942024,0.96343636778742
UNIPV-BayesINGARCHX,Cases,DE,1,11079.7364855072,980.193007246377,5337.95289855073,4761.59057971015,-0.368309178743961,-0.112777777777778,13369.5555555556,1.11791441842249,1.13815427166447
UNIPV-BayesINGARCHX,Cases,DE,2,31332.2800845411,1222.08684782609,14235.7826086957,15874.4106280193,-0.399710144927536,-0.190277777777778,33980.5555555556,1.38070085575196,1.4300332558951
UNIPV-BayesINGARCHX,Cases,DE,3,54158.9928985507,1561.88541062802,20667.6437198068,31929.4637681159,-0.46975845410628,-0.0861111111111111,58042.1944444445,1.32751891083115,1.56518690507274
UNIPV-BayesINGARCHX,Cases,DE,4,82095.026268116,2000.72675120773,25720.4806763285,54373.8188405797,-0.450434782608696,-0.0194444444444444,87361.2777777778,1.28113351049582,1.73626459986901
UNIPV-BayesINGARCHX,Cases,FR,1,48006.5198550725,2667.50777777778,8347.50966183575,36991.5024154589,-0.380386473429952,0.25,53400.9444444444,1.1969613757251,0.998200499584537
UNIPV-BayesINGARCHX,Cases,FR,2,66931.3761594203,2791.63219806763,10160.8792270531,53978.8647342995,-0.356231884057971,0.266666666666667,72876.7777777778,1.32789095568553,1.20957937912519
UNIPV-BayesINGARCHX,Cases,FR,3,89751.5675120773,2621.78731884058,10771.4903381643,76358.2898550725,-0.356231884057971,0.177777777777778,95797.3888888889,1.50001580086618,1.53183223465132
UNIPV-BayesINGARCHX,Cases,FR,4,115917.855120773,2418.79714975845,15346.884057971,98152.1739130435,-0.399710144927536,0.0527777777777778,121801,1.50150305970528,1.56425709162721
bisop-seirfilter,Cases,CZ,1,1909.1015942029,591.101594202899,0,1318,-0.153333333333333,0.666666666666667,2852.66666666667,1.07856191160931,0.727828907459388
bisop-seirfilter,Cases,CZ,2,3680.91565217391,630.176521739131,0,3050.73913043478,-0.385217391304348,0.933333333333333,5457,1.49514183202938,1.06500616627982
bisop-seirfilter,Cases,CZ,3,4522.61507246377,828.325217391304,0,3694.28985507246,-0.385217391304348,0.916666666666667,6696.66666666667,1.60995480802976,1.28273881176111
bisop-seirfilter,Cases,CZ,4,5431.80376811594,1003.38347826087,0,4428.42028985507,-0.443188405797102,0.933333333333333,7643,1.6241985098025,1.42397473736142
bisop-seirfilter,Deaths,CZ,1,49.5955072463768,26.3056521739131,23.2898550724638,0,-0.00840579710144929,-0.55,73,1.09043099707221,0.773537625934205
bisop-seirfilter,Deaths,CZ,2,32.6946376811594,23.506231884058,6.46376811594203,2.72463768115942,0.136521739130435,-0.133333333333333,42.6666666666667,0.552852938490223,0.338618645324065
bisop-seirfilter,Deaths,CZ,3,51.1855072463768,20.8666666666667,6.2463768115942,24.0724637681159,-0.124347826086957,0.166666666666667,95.3333333333333,0.602171672216826,0.379747560788997
bisop-seirfilter,Deaths,CZ,4,55.1824637681159,18.6752173913044,0.0579710144927536,36.4492753623188,-0.00840579710144928,0.5,95,0.474261913662323,0.32402061566558
bisop-seirfilterlite,Cases,CZ,1,1652.15826086957,852.129275362319,282.942028985507,517.086956521739,-0.0663768115942029,0.166666666666667,3085.33333333333,0.878944205662394,0.593124042337541
bisop-seirfilterlite,Cases,CZ,2,1900.6484057971,1079.48898550725,734.101449275362,87.0579710144928,0.0785507246376812,-0.133333333333333,2414.66666666667,0.81606296009492,0.581290728381265
bisop-seirfilterlite,Cases,CZ,3,2161.49724637681,1537.25086956522,619.014492753623,5.23188405797102,0.165507246376812,-0.3,2049.66666666667,0.718943551438572,0.572821542751392
bisop-seirfilterlite,Cases,CZ,4,2255.44115942029,1906.74550724638,348.695652173913,0,0.223478260869565,-0.3,1908,0.59241331349254,0.519383306534698
bisop-seirfilterlite,Deaths,CZ,1,88.3073913043478,25.1769565217391,63.1304347826087,0,-0.240289855072464,-0.793333333333333,150.666666666667,1.99527785134328,1.41542426467264
bisop-seirfilterlite,Deaths,CZ,2,78.33,22.1126086956522,56.2173913043478,0,-0.18231884057971,-0.75,133,1.61001657109383,0.986124143143592
bisop-seirfilterlite,Deaths,CZ,3,70.6295652173913,21.3686956521739,49.2608695652174,0,-0.211304347826087,-0.8,123.666666666667,1.22630961919563,0.773347714858867
bisop-seirfilterlite,Deaths,CZ,4,57.6050724637681,21.0978260869565,36.5072463768116,0,-0.18231884057971,-0.766666666666667,106.333333333333,0.95769281775974,0.654305579869858
bisop-seirfilterlite,Cases,DE,1,12718.5485507246,4096.15724637681,8622.39130434783,0,-0.18231884057971,-0.726666666666667,21171.6666666667,1.29280959383733,1.31621592621652
bisop-seirfilterlite,Cases,DE,2,31511.5920289855,6021.09927536232,25490.4927536232,0,-0.356231884057971,-0.9,48936,1.36301866312722,1.41171927905849
bisop-seirfilterlite,Cases,DE,3,23728.104057971,9891.10405797101,13837,0,-0.0663768115942029,-0.633333333333333,41677,0.725538137264822,0.85543247807052
bisop-seirfilterlite,Cases,DE,4,18745.4063768116,14659.7397101449,4085.66666666667,0,0.252463768115942,-0.266666666666667,23518.3333333333,0.452054933700688,0.612650416330826
bisop-seirfilterlite,Deaths,DE,1,200.16347826087,172.598260869565,11.5942028985507,15.9710144927536,0.252463768115942,0.0666666666666667,245.333333333333,1.37279129551597,1.52771334533299
bisop-seirfilterlite,Deaths,DE,2,228.655362318841,168.843768115942,59.8115942028986,0,0.136521739130435,-0.4,335.666666666667,1.10725431384978,1.16728192483963
bisop-seirfilterlite,Deaths,DE,3,258.415797101449,189.067971014493,69.3478260869565,0,0.136521739130435,-0.4,387,0.943847093670771,1.02777689508787
bisop-seirfilterlite,Deaths,DE,4,275.415217391304,218.139855072464,57.2753623188406,0,0.194492753623188,-0.333333333333333,370,0.715780181668489,0.86492688905945
bisop-seirfilterlite,Cases,FR,1,107770.895507246,7490.27231884058,57097.2463768116,43183.3768115942,-0.298260869565217,-0.1,123639,1.55942735763475,1.30047735793799
bisop-seirfilterlite,Cases,FR,2,32236.8733333333,11335.7428985507,373.159420289855,20527.9710144928,-0.0953623188405797,0.516666666666667,51375.3333333333,0.554766731675874,0.505338481286206
bisop-seirfilterlite,Cases,FR,3,79143.8191304348,19278.4857971015,0,59865.3333333333,-0.124347826086957,0.633333333333333,111980.666666667,0.870461693886002,0.88892482396105
bisop-seirfilterlite,Cases,FR,4,108426.852608696,30458.4902898551,0,77968.3623188406,-0.0663768115942029,0.593333333333333,164660.333333333,0.970680902557888,1.01124967792693
bisop-seirfilterlite,Deaths,FR,1,583.845652173913,161.164492753623,241.739130434783,180.942028985507,-0.211304347826087,-0.133333333333333,893.666666666667,1.98715233408957,2.28047954658069
bisop-seirfilterlite,Deaths,FR,2,532.311304347826,184.934492753623,36.0144927536232,311.36231884058,-0.0663768115942029,0.3,911.666666666667,1.48455025208698,1.40794152398245
bisop-seirfilterlite,Deaths,FR,3,588.313623188406,209.646956521739,15.3478260869565,363.31884057971,-0.0373913043478261,0.333333333333333,991.333333333333,1.1983695605574,1.08571534166223
bisop-seirfilterlite,Deaths,FR,4,808.842898550725,251.509565217391,9.53623188405797,547.797101449275,-0.0663768115942029,0.433333333333333,1362.66666666667,1.23352553981161,1.23039737806765
bisop-seirfilterlite,Cases,GB,1,4211.35550724638,680.094637681159,917.913043478261,2613.34782608696,-0.356231884057971,-0.216666666666667,6247,0.822513047027534,0.806622507541228
bisop-seirfilterlite,Cases,GB,2,2306.60057971015,903.035362318841,1403.5652173913,0,-0.0953623188405797,-0.666666666666667,3622.66666666667,0.613656809453496,0.616445083134509
bisop-seirfilterlite,Cases,GB,3,3101.32217391304,1353.91637681159,1747.40579710145,0,-0.124347826086957,-0.7,5309.66666666667,0.728399075248556,0.830201248835884
bisop-seirfilterlite,Cases,GB,4,4209.58086956522,1755.95768115942,2453.6231884058,0,-0.0953623188405797,-0.666666666666667,7038.66666666667,0.836753482377644,1.09818477002168
bisop-seirfilterlite,Deaths,GB,1,67.4471014492754,61.1572463768116,2.33333333333333,3.95652173913044,0.281449275362319,-0.0333333333333333,72,1.2050493395258,0.962235389095638
bisop-seirfilterlite,Deaths,GB,2,56.1585507246377,54.6223188405797,0.478260869565217,1.05797101449275,0.368405797101449,-7.40148683083438e-17,31.3333333333333,1.2208413190072,0.835022655362323
bisop-seirfilterlite,Deaths,GB,3,53.6882608695652,52.5433333333333,0.289855072463768,0.855072463768116,0.368405797101449,-7.40148683083438e-17,25.6666666666667,1.28381290042991,0.867541633296777
bisop-seirfilterlite,Deaths,GB,4,53.6114492753623,51.6984057971015,0.478260869565217,1.43478260869565,0.368405797101449,-7.40148683083438e-17,35.3333333333333,1.38035729489735,1.03992295559085
bisop-seirfilterlite,Cases,PL,1,32629.5498550725,4607.56434782609,0,28021.9855072464,-0.240289855072464,0.766666666666667,42653,1.24339415357618,0.860948365641924
bisop-seirfilterlite,Cases,PL,2,56238.2797101449,6791.64202898551,0,49446.6376811594,-0.356231884057971,0.9,76383.3333333333,1.51326467163421,1.20184061039894
bisop-seirfilterlite,Cases,PL,3,86009.3614492754,11755.491884058,0,74253.8695652174,-0.327246376811594,0.866666666666667,119813.666666667,1.67535195737864,1.6014338670104
bisop-seirfilterlite,Cases,PL,4,103961.20173913,18788.5060869565,0,85172.6956521739,-0.211304347826087,0.733333333333333,153607.333333333,1.81692354483064,1.98931899336383
bisop-seirfilterlite,Deaths,PL,1,677.697826086957,145.147101449275,532.550724637681,0,-0.211304347826087,-0.693333333333333,899.333333333333,2.72422526850773,2.55452936102867
bisop-seirfilterlite,Deaths,PL,2,560.53231884058,154.561304347826,394.231884057971,11.7391304347826,-0.211304347826087,-0.543333333333333,840.666666666667,1.5523058155647,1.21952350200096
bisop-seirfilterlite,Deaths,PL,3,446.066666666667,185.675362318841,99.9130434782609,160.478260869565,-0.124347826086957,-0.233333333333333,837,0.939934384853284,0.723341273825164
bisop-seirfilterlite,Deaths,PL,4,782.149420289855,232.526231884058,51.304347826087,498.31884057971,-0.0373913043478261,0.2,1320.66666666667,1.33460127040415,1.11897588013872
epiforecasts-EpiExpert,Cases,CZ,1,2496.69695652174,724.740434782609,0,1771.95652173913,-0.0547826086956522,0.58,3638.2,0.824856076790002,0.556624604224641
epiforecasts-EpiExpert,Cases,CZ,2,4240.30113043478,1209.13591304348,0,3031.1652173913,-0.141739130434783,0.696,6718.8,0.849415027695659,0.605047777306019
epiforecasts-EpiExpert,Cases,CZ,3,5815.97747826087,1708.35139130435,0,4107.62608695652,-0.211304347826087,0.776,9225.4,0.909754091020818,0.7248507075419
epiforecasts-EpiExpert,Cases,CZ,4,7058.88730434783,2251.45252173913,0,4807.4347826087,-0.228695652173913,0.796,11277,0.975371386740236,0.855132057984813
epiforecasts-EpiExpert,Deaths,CZ,1,46.1812173913044,14.8420869565217,0.0260869565217391,31.3130434782609,0.0147826086956522,0.476,72.4,0.942346155032353,0.668488157003192
epiforecasts-EpiExpert,Deaths,CZ,2,123.015130434783,23.580347826087,0.0782608695652174,99.3565217391305,-0.246086956521739,0.68,181,1.44638126387069,0.885898636139136
epiforecasts-EpiExpert,Deaths,CZ,3,195.439043478261,37.326,0,158.113043478261,-0.402608695652174,0.906,290.6,1.76098110589946,1.11052762927054
epiforecasts-EpiExpert,Deaths,CZ,4,260.83052173913,52.9609565217391,0,207.869565217391,-0.472173913043478,0.978,387.8,1.94105445775542,1.32614836301221
epiforecasts-EpiExpert,Cases,DE,1,4826.2487826087,1909.47139130435,522.497391304348,2394.28,-0.0478260869565217,0.106,7837.16,0.809707208231463,0.824366966432544
epiforecasts-EpiExpert,Cases,DE,2,11897.2507130435,2887.52723478261,2097.49739130435,6912.22608695652,-0.204347826086957,0.1724,18296.6,0.911333985328173,0.943895921276108
epiforecasts-EpiExpert,Cases,DE,3,18148.0180173913,4166.2475826087,2125.62956521739,11856.1408695652,-0.225217391304348,0.2104,26020.08,0.883676688069981,1.04188284566073
epiforecasts-EpiExpert,Cases,DE,4,23821.807826087,5820.25652173913,1860.31304347826,16141.2382608696,-0.214782608695652,0.288,34465.12,0.829054784814337,1.12358193930003
epiforecasts-EpiExpert,Deaths,DE,1,59.6670782608696,22.1383826086957,12.4747826086957,25.0539130434783,-0.103478260869565,0.2636,91.88,0.751589259416815,0.836407504600652
epiforecasts-EpiExpert,Deaths,DE,2,115.211130434783,31.4006956521739,24.4069565217391,59.4034782608696,-0.211304347826087,0.2412,181.64,0.960881129117925,1.01297340629825
epiforecasts-EpiExpert,Deaths,DE,3,144.895773913044,42.1218608695652,21.8695652173913,80.904347826087,-0.162608695652174,0.2588,228.76,0.895035620862495,0.974624955219675
epiforecasts-EpiExpert,Deaths,DE,4,174.912973913044,53.5286260869565,19.6939130434783,101.690434782609,-0.166086956521739,0.3124,277.6,0.813452263093915,0.982950846272589
epiforecasts-EpiExpert,Cases,FR,1,31525.7567193676,4969.19940711462,17630.766798419,8925.79051383399,-0.329881422924901,0.140909090909091,43357.3636363636,0.893082802244501,0.744782344234605
epiforecasts-EpiExpert,Cases,FR,2,76875.9158893281,7314.635256917,19463.7588932806,50097.5217391304,-0.385217391304348,0.130909090909091,94350.7272727273,1.13770008654476,1.03633401404037
epiforecasts-EpiExpert,Cases,FR,3,62966.4163636364,9004.94205533597,4136.48616600791,49824.9881422925,-0.187588932806324,0.13,78173.1818181818,0.882191218955269,0.900903140848031
epiforecasts-EpiExpert,Cases,FR,4,71626.9713833992,10470.9911462451,7042.54150197628,54113.4387351779,-0.053201581027668,0.229090909090909,87503,0.841418281369858,0.876584636408214
epiforecasts-EpiExpert,Deaths,FR,1,263.564071146245,44.0976679841897,109.221343873518,110.245059288538,-0.290355731225296,0.0245454545454545,365.909090909091,1.1469573861466,1.31626187637262
epiforecasts-EpiExpert,Deaths,FR,2,368.047707509881,68.0477075098814,124.624505928854,175.375494071146,-0.306166007905138,0.0981818181818182,529.636363636364,1.31440508344956,1.24657652627162
epiforecasts-EpiExpert,Deaths,FR,3,437.483438735178,91.0209881422925,98.2173913043478,248.245059288538,-0.298260869565217,0.165454545454545,636.636363636364,1.2467359921561,1.1295350267882
epiforecasts-EpiExpert,Deaths,FR,4,435.342648221344,113.520513833992,69.9407114624506,251.881422924901,-0.23501976284585,0.238181818181818,653,1.03831961992489,1.03568649105303
epiforecasts-EpiExpert,Cases,GB,1,10668.3382782609,3544.16436521739,1388.90434782609,5735.26956521739,-0.0791304347826087,0.078,15908.88,0.865012756601365,0.848301144044449
epiforecasts-EpiExpert,Cases,GB,2,24069.2048173913,5793.64133913044,3242.74782608696,15032.8156521739,-0.134782608695652,0.1132,34190.92,0.935023677460608,0.939272146427015
epiforecasts-EpiExpert,Cases,GB,3,44793.8892521739,8249.83881739131,7712.64173913044,28831.4086956522,-0.25304347826087,0.0784,64332.2,1.02735662775701,1.17094156808567
epiforecasts-EpiExpert,Cases,GB,4,60937.6723826087,10593.4758608696,13463.5756521739,36880.6208695652,-0.305217391304348,0.028,86922.04,1.01900893735795,1.33738325455505
epiforecasts-EpiExpert,Deaths,GB,1,44.3379130434783,8.72052173913044,35.6173913043478,0,-0.197391304347826,-0.7376,67.6,0.857247476821082,0.684514594012214
epiforecasts-EpiExpert,Deaths,GB,2,50.9850608695652,12.0581043478261,38.9147826086957,0.0121739130434783,-0.0443478260869565,-0.554,73.16,0.711232399935676,0.486463849091352
epiforecasts-EpiExpert,Deaths,GB,3,60.7394260869565,16.9289913043478,41.6069565217391,2.20347826086957,-0.0582608695652174,-0.3532,87.88,0.613217010098063,0.414383814282978
epiforecasts-EpiExpert,Deaths,GB,4,84.8356695652174,22.6513217391304,51.5513043478261,10.6330434782609,-0.0756521739130435,-0.2232,121.44,0.612545509148453,0.461474821527952
epiforecasts-EpiExpert,Cases,PL,1,5141.83790170132,1119.35964083176,675.472589792061,3347.00567107751,-0.04117202268431,0.252173913043478,7589.08695652174,0.760014542845476,0.526247671862498
epiforecasts-EpiExpert,Cases,PL,2,9630.14334593573,1612.472268431,482.570888468809,7535.10018903592,-0.181058601134216,0.354347826086957,13488.8695652174,0.789322805653334,0.626883201815415
epiforecasts-EpiExpert,Cases,PL,3,16390.2976748582,2112.73434782609,324.589792060492,13952.9735349716,-0.241550094517958,0.37695652173913,21493.0869565217,0.935261842311174,0.89399721784021
epiforecasts-EpiExpert,Cases,PL,4,21208.5890926276,2637.23748582231,142.308128544423,18429.0434782609,-0.275576559546314,0.425217391304348,27311.5217391304,0.949904654420442,1.04003461031676
epiforecasts-EpiExpert,Deaths,PL,1,69.7261594202899,31.0776086956522,16.3423913043478,22.3061594202899,-0.0627536231884058,0.1325,106.583333333333,0.647122565917318,0.606812371183066
epiforecasts-EpiExpert,Deaths,PL,2,138.883260869565,38.2492028985507,31.429347826087,69.2047101449275,-0.115289855072464,0.14375,211.25,0.857306318035192,0.673517545817792
epiforecasts-EpiExpert,Deaths,PL,3,188.418007246377,46.8491666666667,30.8550724637681,110.713768115942,-0.113478260869565,0.305416666666667,275,0.907420202383913,0.698319473852978
epiforecasts-EpiExpert,Deaths,PL,4,246.635561594203,59.0105615942029,27.9547101449275,159.670289855072,-0.193188405797101,0.484583333333333,372.125,0.915507678836988,0.767593313012623
