ensid,model,modelid,k
1507,MIT_CovidAnalytics-DELPHI,5,12
1507,MOCOS-agent1,6,12
1507,epiforecasts-EpiExpert,7,12
1507,epiforecasts-EpiNow2,8,12
1507,UMass-MechBayes,9,12
1507,epiforecasts-EpiExpert_Rt,10,12
1507,epiforecasts-EpiExpert_direct,11,12
1507,MUNI-ARIMA,12,12
1508,ICM-agentModel,1,12
1508,IEM_Health-CovidProject,2,12
1508,ILM-EKF,3,12
1508,ITWW-county_repro,4,12
1508,MIT_CovidAnalytics-DELPHI,5,12
1508,MOCOS-agent1,6,12
1508,epiforecasts-EpiExpert,7,12
1508,epiforecasts-EpiNow2,8,12
1508,UMass-MechBayes,9,12
1508,epiforecasts-EpiExpert_Rt,10,12
1508,epiforecasts-EpiExpert_direct,11,12
1508,Karlen-pypm,12,12
1509,ICM-agentModel,1,12
1509,IEM_Health-CovidProject,2,12
1509,ILM-EKF,3,12
1509,ITWW-county_repro,4,12
1509,MIT_CovidAnalytics-DELPHI,5,12
1509,MOCOS-agent1,6,12
1509,epiforecasts-EpiExpert,7,12
1509,epiforecasts-EpiNow2,8,12
1509,UMass-MechBayes,9,12
1509,epiforecasts-EpiExpert_Rt,10,12
1509,MUNI-ARIMA,11,12
1509,Karlen-pypm,12,12
1510,ICM-agentModel,1,12
1510,IEM_Health-CovidProject,2,12
1510,ILM-EKF,3,12
1510,ITWW-county_repro,4,12
1510,MIT_CovidAnalytics-DELPHI,5,12
1510,MOCOS-agent1,6,12
1510,epiforecasts-EpiExpert,7,12
1510,epiforecasts-EpiNow2,8,12
1510,UMass-MechBayes,9,12
1510,epiforecasts-EpiExpert_direct,10,12
1510,MUNI-ARIMA,11,12
1510,Karlen-pypm,12,12
1511,ICM-agentModel,1,12
1511,IEM_Health-CovidProject,2,12
1511,ILM-EKF,3,12
1511,ITWW-county_repro,4,12
1511,MIT_CovidAnalytics-DELPHI,5,12
1511,MOCOS-agent1,6,12
1511,epiforecasts-EpiExpert,7,12
1511,epiforecasts-EpiNow2,8,12
1511,epiforecasts-EpiExpert_Rt,9,12
1511,epiforecasts-EpiExpert_direct,10,12
1511,MUNI-ARIMA,11,12
1511,Karlen-pypm,12,12
1512,ICM-agentModel,1,12
1512,IEM_Health-CovidProject,2,12
1512,ILM-EKF,3,12
1512,ITWW-county_repro,4,12
1512,MIT_CovidAnalytics-DELPHI,5,12
1512,MOCOS-agent1,6,12
1512,epiforecasts-EpiExpert,7,12
1512,UMass-MechBayes,8,12
1512,epiforecasts-EpiExpert_Rt,9,12
1512,epiforecasts-EpiExpert_direct,10,12
1512,MUNI-ARIMA,11,12
1512,Karlen-pypm,12,12
1513,ICM-agentModel,1,12
1513,IEM_Health-CovidProject,2,12
1513,ILM-EKF,3,12
1513,ITWW-county_repro,4,12
1513,MIT_CovidAnalytics-DELPHI,5,12
1513,MOCOS-agent1,6,12
1513,epiforecasts-EpiNow2,7,12
1513,UMass-MechBayes,8,12
1513,epiforecasts-EpiExpert_Rt,9,12
1513,epiforecasts-EpiExpert_direct,10,12
1513,MUNI-ARIMA,11,12
1513,Karlen-pypm,12,12
1514,ICM-agentModel,1,12
1514,IEM_Health-CovidProject,2,12
1514,ILM-EKF,3,12
1514,ITWW-county_repro,4,12
1514,MIT_CovidAnalytics-DELPHI,5,12
1514,RobertWalraven-ESG,6,12
1514,epiforecasts-EpiExpert,7,12
1514,epiforecasts-EpiNow2,8,12
1514,UMass-MechBayes,9,12
1514,epiforecasts-EpiExpert_Rt,10,12
1514,epiforecasts-EpiExpert_direct,11,12
1514,MUNI-ARIMA,12,12
1515,ICM-agentModel,1,12
1515,IEM_Health-CovidProject,2,12
1515,ILM-EKF,3,12
1515,ITWW-county_repro,4,12
1515,MIT_CovidAnalytics-DELPHI,5,12
1515,RobertWalraven-ESG,6,12
1515,epiforecasts-EpiExpert,7,12
1515,epiforecasts-EpiNow2,8,12
1515,UMass-MechBayes,9,12
1515,epiforecasts-EpiExpert_Rt,10,12
1515,epiforecasts-EpiExpert_direct,11,12
1515,Karlen-pypm,12,12
1516,ICM-agentModel,1,12
1516,IEM_Health-CovidProject,2,12
1516,ILM-EKF,3,12
1516,ITWW-county_repro,4,12
1516,MIT_CovidAnalytics-DELPHI,5,12
1516,RobertWalraven-ESG,6,12
1516,epiforecasts-EpiExpert,7,12
1516,epiforecasts-EpiNow2,8,12
1516,UMass-MechBayes,9,12
1516,epiforecasts-EpiExpert_Rt,10,12
1516,MUNI-ARIMA,11,12
1516,Karlen-pypm,12,12
1517,ICM-agentModel,1,12
1517,IEM_Health-CovidProject,2,12
1517,ILM-EKF,3,12
1517,ITWW-county_repro,4,12
1517,MIT_CovidAnalytics-DELPHI,5,12
1517,RobertWalraven-ESG,6,12
1517,epiforecasts-EpiExpert,7,12
1517,epiforecasts-EpiNow2,8,12
1517,UMass-MechBayes,9,12
1517,epiforecasts-EpiExpert_direct,10,12
1517,MUNI-ARIMA,11,12
1517,Karlen-pypm,12,12
1518,ICM-agentModel,1,12
1518,IEM_Health-CovidProject,2,12
1518,ILM-EKF,3,12
1518,ITWW-county_repro,4,12
1518,MIT_CovidAnalytics-DELPHI,5,12
1518,RobertWalraven-ESG,6,12
1518,epiforecasts-EpiExpert,7,12
1518,epiforecasts-EpiNow2,8,12
1518,epiforecasts-EpiExpert_Rt,9,12
1518,epiforecasts-EpiExpert_direct,10,12
1518,MUNI-ARIMA,11,12
1518,Karlen-pypm,12,12
1519,ICM-agentModel,1,12
1519,IEM_Health-CovidProject,2,12
1519,ILM-EKF,3,12
1519,ITWW-county_repro,4,12
1519,MIT_CovidAnalytics-DELPHI,5,12
1519,RobertWalraven-ESG,6,12
1519,epiforecasts-EpiExpert,7,12
1519,UMass-MechBayes,8,12
1519,epiforecasts-EpiExpert_Rt,9,12
1519,epiforecasts-EpiExpert_direct,10,12
1519,MUNI-ARIMA,11,12
1519,Karlen-pypm,12,12
1520,ICM-agentModel,1,12
1520,IEM_Health-CovidProject,2,12
1520,ILM-EKF,3,12
1520,ITWW-county_repro,4,12
1520,MIT_CovidAnalytics-DELPHI,5,12
1520,RobertWalraven-ESG,6,12
1520,epiforecasts-EpiNow2,7,12
1520,UMass-MechBayes,8,12
1520,epiforecasts-EpiExpert_Rt,9,12
1520,epiforecasts-EpiExpert_direct,10,12
1520,MUNI-ARIMA,11,12
1520,Karlen-pypm,12,12
1521,ICM-agentModel,1,12
1521,IEM_Health-CovidProject,2,12
1521,ILM-EKF,3,12
1521,ITWW-county_repro,4,12
1521,MIT_CovidAnalytics-DELPHI,5,12
1521,epiforecasts-EpiExpert,6,12
1521,epiforecasts-EpiNow2,7,12
1521,UMass-MechBayes,8,12
1521,epiforecasts-EpiExpert_Rt,9,12
1521,epiforecasts-EpiExpert_direct,10,12
1521,MUNI-ARIMA,11,12
1521,Karlen-pypm,12,12
1522,ICM-agentModel,1,12
1522,IEM_Health-CovidProject,2,12
1522,ILM-EKF,3,12
1522,ITWW-county_repro,4,12
1522,MOCOS-agent1,5,12
1522,RobertWalraven-ESG,6,12
1522,epiforecasts-EpiExpert,7,12
1522,epiforecasts-EpiNow2,8,12
1522,UMass-MechBayes,9,12
1522,epiforecasts-EpiExpert_Rt,10,12
1522,epiforecasts-EpiExpert_direct,11,12
1522,MUNI-ARIMA,12,12
1523,ICM-agentModel,1,12
1523,IEM_Health-CovidProject,2,12
1523,ILM-EKF,3,12
1523,ITWW-county_repro,4,12
1523,MOCOS-agent1,5,12
1523,RobertWalraven-ESG,6,12
1523,epiforecasts-EpiExpert,7,12
1523,epiforecasts-EpiNow2,8,12
1523,UMass-MechBayes,9,12
1523,epiforecasts-EpiExpert_Rt,10,12
1523,epiforecasts-EpiExpert_direct,11,12
1523,Karlen-pypm,12,12
1524,ICM-agentModel,1,12
1524,IEM_Health-CovidProject,2,12
1524,ILM-EKF,3,12
1524,ITWW-county_repro,4,12
1524,MOCOS-agent1,5,12
1524,RobertWalraven-ESG,6,12
1524,epiforecasts-EpiExpert,7,12
1524,epiforecasts-EpiNow2,8,12
1524,UMass-MechBayes,9,12
1524,epiforecasts-EpiExpert_Rt,10,12
1524,MUNI-ARIMA,11,12
1524,Karlen-pypm,12,12
1525,ICM-agentModel,1,12
1525,IEM_Health-CovidProject,2,12
1525,ILM-EKF,3,12
1525,ITWW-county_repro,4,12
1525,MOCOS-agent1,5,12
1525,RobertWalraven-ESG,6,12
1525,epiforecasts-EpiExpert,7,12
1525,epiforecasts-EpiNow2,8,12
1525,UMass-MechBayes,9,12
1525,epiforecasts-EpiExpert_direct,10,12
1525,MUNI-ARIMA,11,12
1525,Karlen-pypm,12,12
1526,ICM-agentModel,1,12
1526,IEM_Health-CovidProject,2,12
1526,ILM-EKF,3,12
1526,ITWW-county_repro,4,12
1526,MOCOS-agent1,5,12
1526,RobertWalraven-ESG,6,12
1526,epiforecasts-EpiExpert,7,12
1526,epiforecasts-EpiNow2,8,12
1526,epiforecasts-EpiExpert_Rt,9,12
1526,epiforecasts-EpiExpert_direct,10,12
1526,MUNI-ARIMA,11,12
1526,Karlen-pypm,12,12
1527,ICM-agentModel,1,12
1527,IEM_Health-CovidProject,2,12
1527,ILM-EKF,3,12
1527,ITWW-county_repro,4,12
1527,MOCOS-agent1,5,12
1527,RobertWalraven-ESG,6,12
1527,epiforecasts-EpiExpert,7,12
1527,UMass-MechBayes,8,12
1527,epiforecasts-EpiExpert_Rt,9,12
1527,epiforecasts-EpiExpert_direct,10,12
1527,MUNI-ARIMA,11,12
1527,Karlen-pypm,12,12
1528,ICM-agentModel,1,12
1528,IEM_Health-CovidProject,2,12
1528,ILM-EKF,3,12
1528,ITWW-county_repro,4,12
1528,MOCOS-agent1,5,12
1528,RobertWalraven-ESG,6,12
1528,epiforecasts-EpiNow2,7,12
1528,UMass-MechBayes,8,12
1528,epiforecasts-EpiExpert_Rt,9,12
1528,epiforecasts-EpiExpert_direct,10,12
1528,MUNI-ARIMA,11,12
1528,Karlen-pypm,12,12
1529,ICM-agentModel,1,12
1529,IEM_Health-CovidProject,2,12
1529,ILM-EKF,3,12
1529,ITWW-county_repro,4,12
1529,MOCOS-agent1,5,12
1529,epiforecasts-EpiExpert,6,12
1529,epiforecasts-EpiNow2,7,12
1529,UMass-MechBayes,8,12
1529,epiforecasts-EpiExpert_Rt,9,12
1529,epiforecasts-EpiExpert_direct,10,12
1529,MUNI-ARIMA,11,12
1529,Karlen-pypm,12,12
1530,ICM-agentModel,1,12
1530,IEM_Health-CovidProject,2,12
1530,ILM-EKF,3,12
1530,ITWW-county_repro,4,12
1530,RobertWalraven-ESG,5,12
1530,epiforecasts-EpiExpert,6,12
1530,epiforecasts-EpiNow2,7,12
1530,UMass-MechBayes,8,12
1530,epiforecasts-EpiExpert_Rt,9,12
1530,epiforecasts-EpiExpert_direct,10,12
1530,MUNI-ARIMA,11,12
1530,Karlen-pypm,12,12
1531,ICM-agentModel,1,12
1531,IEM_Health-CovidProject,2,12
1531,ILM-EKF,3,12
1531,MIMUW-StochSEIR,4,12
1531,MIT_CovidAnalytics-DELPHI,5,12
1531,MOCOS-agent1,6,12
1531,RobertWalraven-ESG,7,12
1531,epiforecasts-EpiExpert,8,12
1531,epiforecasts-EpiNow2,9,12
1531,UMass-MechBayes,10,12
1531,epiforecasts-EpiExpert_Rt,11,12
1531,epiforecasts-EpiExpert_direct,12,12
1532,ICM-agentModel,1,12
1532,IEM_Health-CovidProject,2,12
1532,ILM-EKF,3,12
1532,MIMUW-StochSEIR,4,12
1532,MIT_CovidAnalytics-DELPHI,5,12
1532,MOCOS-agent1,6,12
1532,RobertWalraven-ESG,7,12
1532,epiforecasts-EpiExpert,8,12
1532,epiforecasts-EpiNow2,9,12
1532,UMass-MechBayes,10,12
1532,epiforecasts-EpiExpert_Rt,11,12
1532,MUNI-ARIMA,12,12
1533,ICM-agentModel,1,12
1533,IEM_Health-CovidProject,2,12
1533,ILM-EKF,3,12
1533,MIMUW-StochSEIR,4,12
1533,MIT_CovidAnalytics-DELPHI,5,12
1533,MOCOS-agent1,6,12
1533,RobertWalraven-ESG,7,12
1533,epiforecasts-EpiExpert,8,12
1533,epiforecasts-EpiNow2,9,12
1533,UMass-MechBayes,10,12
1533,epiforecasts-EpiExpert_Rt,11,12
1533,Karlen-pypm,12,12
1534,ICM-agentModel,1,12
1534,IEM_Health-CovidProject,2,12
1534,ILM-EKF,3,12
1534,MIMUW-StochSEIR,4,12
1534,MIT_CovidAnalytics-DELPHI,5,12
1534,MOCOS-agent1,6,12
1534,RobertWalraven-ESG,7,12
1534,epiforecasts-EpiExpert,8,12
1534,epiforecasts-EpiNow2,9,12
1534,UMass-MechBayes,10,12
1534,epiforecasts-EpiExpert_direct,11,12
1534,MUNI-ARIMA,12,12
1535,ICM-agentModel,1,12
1535,IEM_Health-CovidProject,2,12
1535,ILM-EKF,3,12
1535,MIMUW-StochSEIR,4,12
1535,MIT_CovidAnalytics-DELPHI,5,12
1535,MOCOS-agent1,6,12
1535,RobertWalraven-ESG,7,12
1535,epiforecasts-EpiExpert,8,12
1535,epiforecasts-EpiNow2,9,12
1535,UMass-MechBayes,10,12
1535,epiforecasts-EpiExpert_direct,11,12
1535,Karlen-pypm,12,12
1536,ICM-agentModel,1,12
1536,IEM_Health-CovidProject,2,12
1536,ILM-EKF,3,12
1536,MIMUW-StochSEIR,4,12
1536,MIT_CovidAnalytics-DELPHI,5,12
1536,MOCOS-agent1,6,12
1536,RobertWalraven-ESG,7,12
1536,epiforecasts-EpiExpert,8,12
1536,epiforecasts-EpiNow2,9,12
1536,UMass-MechBayes,10,12
1536,MUNI-ARIMA,11,12
1536,Karlen-pypm,12,12
1537,ICM-agentModel,1,12
1537,IEM_Health-CovidProject,2,12
1537,ILM-EKF,3,12
1537,MIMUW-StochSEIR,4,12
1537,MIT_CovidAnalytics-DELPHI,5,12
1537,MOCOS-agent1,6,12
1537,RobertWalraven-ESG,7,12
1537,epiforecasts-EpiExpert,8,12
1537,epiforecasts-EpiNow2,9,12
1537,epiforecasts-EpiExpert_Rt,10,12
1537,epiforecasts-EpiExpert_direct,11,12
1537,MUNI-ARIMA,12,12
1538,ICM-agentModel,1,12
1538,IEM_Health-CovidProject,2,12
1538,ILM-EKF,3,12
1538,MIMUW-StochSEIR,4,12
1538,MIT_CovidAnalytics-DELPHI,5,12
1538,MOCOS-agent1,6,12
1538,RobertWalraven-ESG,7,12
1538,epiforecasts-EpiExpert,8,12
1538,epiforecasts-EpiNow2,9,12
1538,epiforecasts-EpiExpert_Rt,10,12
1538,epiforecasts-EpiExpert_direct,11,12
1538,Karlen-pypm,12,12
1539,ICM-agentModel,1,12
1539,IEM_Health-CovidProject,2,12
1539,ILM-EKF,3,12
1539,MIMUW-StochSEIR,4,12
1539,MIT_CovidAnalytics-DELPHI,5,12
1539,MOCOS-agent1,6,12
1539,RobertWalraven-ESG,7,12
1539,epiforecasts-EpiExpert,8,12
1539,epiforecasts-EpiNow2,9,12
1539,epiforecasts-EpiExpert_Rt,10,12
1539,MUNI-ARIMA,11,12
1539,Karlen-pypm,12,12
1540,ICM-agentModel,1,12
1540,IEM_Health-CovidProject,2,12
1540,ILM-EKF,3,12
1540,MIMUW-StochSEIR,4,12
1540,MIT_CovidAnalytics-DELPHI,5,12
1540,MOCOS-agent1,6,12
1540,RobertWalraven-ESG,7,12
1540,epiforecasts-EpiExpert,8,12
1540,epiforecasts-EpiNow2,9,12
1540,epiforecasts-EpiExpert_direct,10,12
1540,MUNI-ARIMA,11,12
1540,Karlen-pypm,12,12
1541,ICM-agentModel,1,12
1541,IEM_Health-CovidProject,2,12
1541,ILM-EKF,3,12
1541,MIMUW-StochSEIR,4,12
1541,MIT_CovidAnalytics-DELPHI,5,12
1541,MOCOS-agent1,6,12
1541,RobertWalraven-ESG,7,12
1541,epiforecasts-EpiExpert,8,12
1541,UMass-MechBayes,9,12
1541,epiforecasts-EpiExpert_Rt,10,12
1541,epiforecasts-EpiExpert_direct,11,12
1541,MUNI-ARIMA,12,12
1542,ICM-agentModel,1,12
1542,IEM_Health-CovidProject,2,12
1542,ILM-EKF,3,12
1542,MIMUW-StochSEIR,4,12
1542,MIT_CovidAnalytics-DELPHI,5,12
1542,MOCOS-agent1,6,12
1542,RobertWalraven-ESG,7,12
1542,epiforecasts-EpiExpert,8,12
1542,UMass-MechBayes,9,12
1542,epiforecasts-EpiExpert_Rt,10,12
1542,epiforecasts-EpiExpert_direct,11,12
1542,Karlen-pypm,12,12
1543,ICM-agentModel,1,12
1543,IEM_Health-CovidProject,2,12
1543,ILM-EKF,3,12
1543,MIMUW-StochSEIR,4,12
1543,MIT_CovidAnalytics-DELPHI,5,12
1543,MOCOS-agent1,6,12
1543,RobertWalraven-ESG,7,12
1543,epiforecasts-EpiExpert,8,12
1543,UMass-MechBayes,9,12
1543,epiforecasts-EpiExpert_Rt,10,12
1543,MUNI-ARIMA,11,12
1543,Karlen-pypm,12,12
1544,ICM-agentModel,1,12
1544,IEM_Health-CovidProject,2,12
1544,ILM-EKF,3,12
1544,MIMUW-StochSEIR,4,12
1544,MIT_CovidAnalytics-DELPHI,5,12
1544,MOCOS-agent1,6,12
1544,RobertWalraven-ESG,7,12
1544,epiforecasts-EpiExpert,8,12
1544,UMass-MechBayes,9,12
1544,epiforecasts-EpiExpert_direct,10,12
1544,MUNI-ARIMA,11,12
1544,Karlen-pypm,12,12
1545,ICM-agentModel,1,12
1545,IEM_Health-CovidProject,2,12
1545,ILM-EKF,3,12
1545,MIMUW-StochSEIR,4,12
1545,MIT_CovidAnalytics-DELPHI,5,12
1545,MOCOS-agent1,6,12
1545,RobertWalraven-ESG,7,12
1545,epiforecasts-EpiExpert,8,12
1545,epiforecasts-EpiExpert_Rt,9,12
1545,epiforecasts-EpiExpert_direct,10,12
1545,MUNI-ARIMA,11,12
1545,Karlen-pypm,12,12
1546,ICM-agentModel,1,12
1546,IEM_Health-CovidProject,2,12
1546,ILM-EKF,3,12
1546,MIMUW-StochSEIR,4,12
1546,MIT_CovidAnalytics-DELPHI,5,12
1546,MOCOS-agent1,6,12
1546,RobertWalraven-ESG,7,12
1546,epiforecasts-EpiNow2,8,12
1546,UMass-MechBayes,9,12
1546,epiforecasts-EpiExpert_Rt,10,12
1546,epiforecasts-EpiExpert_direct,11,12
1546,MUNI-ARIMA,12,12
1547,ICM-agentModel,1,12
1547,IEM_Health-CovidProject,2,12
1547,ILM-EKF,3,12
1547,MIMUW-StochSEIR,4,12
1547,MIT_CovidAnalytics-DELPHI,5,12
1547,MOCOS-agent1,6,12
1547,RobertWalraven-ESG,7,12
1547,epiforecasts-EpiNow2,8,12
1547,UMass-MechBayes,9,12
1547,epiforecasts-EpiExpert_Rt,10,12
1547,epiforecasts-EpiExpert_direct,11,12
1547,Karlen-pypm,12,12
1548,ICM-agentModel,1,12
1548,IEM_Health-CovidProject,2,12
1548,ILM-EKF,3,12
1548,MIMUW-StochSEIR,4,12
1548,MIT_CovidAnalytics-DELPHI,5,12
1548,MOCOS-agent1,6,12
1548,RobertWalraven-ESG,7,12
1548,epiforecasts-EpiNow2,8,12
1548,UMass-MechBayes,9,12
1548,epiforecasts-EpiExpert_Rt,10,12
1548,MUNI-ARIMA,11,12
1548,Karlen-pypm,12,12
1549,ICM-agentModel,1,12
1549,IEM_Health-CovidProject,2,12
1549,ILM-EKF,3,12
1549,MIMUW-StochSEIR,4,12
1549,MIT_CovidAnalytics-DELPHI,5,12
1549,MOCOS-agent1,6,12
1549,RobertWalraven-ESG,7,12
1549,epiforecasts-EpiNow2,8,12
1549,UMass-MechBayes,9,12
1549,epiforecasts-EpiExpert_direct,10,12
1549,MUNI-ARIMA,11,12
1549,Karlen-pypm,12,12
1550,ICM-agentModel,1,12
1550,IEM_Health-CovidProject,2,12
1550,ILM-EKF,3,12
1550,MIMUW-StochSEIR,4,12
1550,MIT_CovidAnalytics-DELPHI,5,12
1550,MOCOS-agent1,6,12
1550,RobertWalraven-ESG,7,12
1550,epiforecasts-EpiNow2,8,12
1550,epiforecasts-EpiExpert_Rt,9,12
1550,epiforecasts-EpiExpert_direct,10,12
1550,MUNI-ARIMA,11,12
1550,Karlen-pypm,12,12
1551,ICM-agentModel,1,12
1551,IEM_Health-CovidProject,2,12
1551,ILM-EKF,3,12
1551,MIMUW-StochSEIR,4,12
1551,MIT_CovidAnalytics-DELPHI,5,12
1551,MOCOS-agent1,6,12
1551,RobertWalraven-ESG,7,12
1551,UMass-MechBayes,8,12
1551,epiforecasts-EpiExpert_Rt,9,12
1551,epiforecasts-EpiExpert_direct,10,12
1551,MUNI-ARIMA,11,12
1551,Karlen-pypm,12,12
1552,ICM-agentModel,1,12
1552,IEM_Health-CovidProject,2,12
1552,ILM-EKF,3,12
1552,MIMUW-StochSEIR,4,12
1552,MIT_CovidAnalytics-DELPHI,5,12
1552,MOCOS-agent1,6,12
1552,epiforecasts-EpiExpert,7,12
1552,epiforecasts-EpiNow2,8,12
1552,UMass-MechBayes,9,12
1552,epiforecasts-EpiExpert_Rt,10,12
1552,epiforecasts-EpiExpert_direct,11,12
1552,MUNI-ARIMA,12,12
1553,ICM-agentModel,1,12
1553,IEM_Health-CovidProject,2,12
1553,ILM-EKF,3,12
1553,MIMUW-StochSEIR,4,12
1553,MIT_CovidAnalytics-DELPHI,5,12
1553,MOCOS-agent1,6,12
1553,epiforecasts-EpiExpert,7,12
1553,epiforecasts-EpiNow2,8,12
1553,UMass-MechBayes,9,12
1553,epiforecasts-EpiExpert_Rt,10,12
1553,epiforecasts-EpiExpert_direct,11,12
1553,Karlen-pypm,12,12
1554,ICM-agentModel,1,12
1554,IEM_Health-CovidProject,2,12
1554,ILM-EKF,3,12
1554,MIMUW-StochSEIR,4,12
1554,MIT_CovidAnalytics-DELPHI,5,12
1554,MOCOS-agent1,6,12
1554,epiforecasts-EpiExpert,7,12
1554,epiforecasts-EpiNow2,8,12
1554,UMass-MechBayes,9,12
1554,epiforecasts-EpiExpert_Rt,10,12
1554,MUNI-ARIMA,11,12
1554,Karlen-pypm,12,12
1555,ICM-agentModel,1,12
1555,IEM_Health-CovidProject,2,12
1555,ILM-EKF,3,12
1555,MIMUW-StochSEIR,4,12
1555,MIT_CovidAnalytics-DELPHI,5,12
1555,MOCOS-agent1,6,12
1555,epiforecasts-EpiExpert,7,12
1555,epiforecasts-EpiNow2,8,12
1555,UMass-MechBayes,9,12
1555,epiforecasts-EpiExpert_direct,10,12
1555,MUNI-ARIMA,11,12
1555,Karlen-pypm,12,12
1556,ICM-agentModel,1,12
1556,IEM_Health-CovidProject,2,12
1556,ILM-EKF,3,12
1556,MIMUW-StochSEIR,4,12
1556,MIT_CovidAnalytics-DELPHI,5,12
1556,MOCOS-agent1,6,12
1556,epiforecasts-EpiExpert,7,12
1556,epiforecasts-EpiNow2,8,12
1556,epiforecasts-EpiExpert_Rt,9,12
1556,epiforecasts-EpiExpert_direct,10,12
1556,MUNI-ARIMA,11,12
1556,Karlen-pypm,12,12
1557,ICM-agentModel,1,12
1557,IEM_Health-CovidProject,2,12
1557,ILM-EKF,3,12
1557,MIMUW-StochSEIR,4,12
1557,MIT_CovidAnalytics-DELPHI,5,12
1557,MOCOS-agent1,6,12
1557,epiforecasts-EpiExpert,7,12
1557,UMass-MechBayes,8,12
1557,epiforecasts-EpiExpert_Rt,9,12
1557,epiforecasts-EpiExpert_direct,10,12
1557,MUNI-ARIMA,11,12
1557,Karlen-pypm,12,12
1558,ICM-agentModel,1,12
1558,IEM_Health-CovidProject,2,12
1558,ILM-EKF,3,12
1558,MIMUW-StochSEIR,4,12
1558,MIT_CovidAnalytics-DELPHI,5,12
1558,MOCOS-agent1,6,12
1558,epiforecasts-EpiNow2,7,12
1558,UMass-MechBayes,8,12
1558,epiforecasts-EpiExpert_Rt,9,12
1558,epiforecasts-EpiExpert_direct,10,12
1558,MUNI-ARIMA,11,12
1558,Karlen-pypm,12,12
1559,ICM-agentModel,1,12
1559,IEM_Health-CovidProject,2,12
1559,ILM-EKF,3,12
1559,MIMUW-StochSEIR,4,12
1559,MIT_CovidAnalytics-DELPHI,5,12
1559,RobertWalraven-ESG,6,12
1559,epiforecasts-EpiExpert,7,12
1559,epiforecasts-EpiNow2,8,12
1559,UMass-MechBayes,9,12
1559,epiforecasts-EpiExpert_Rt,10,12
1559,epiforecasts-EpiExpert_direct,11,12
1559,MUNI-ARIMA,12,12
1560,ICM-agentModel,1,12
1560,IEM_Health-CovidProject,2,12
1560,ILM-EKF,3,12
1560,MIMUW-StochSEIR,4,12
1560,MIT_CovidAnalytics-DELPHI,5,12
1560,RobertWalraven-ESG,6,12
1560,epiforecasts-EpiExpert,7,12
1560,epiforecasts-EpiNow2,8,12
1560,UMass-MechBayes,9,12
1560,epiforecasts-EpiExpert_Rt,10,12
1560,epiforecasts-EpiExpert_direct,11,12
1560,Karlen-pypm,12,12
1561,ICM-agentModel,1,12
1561,IEM_Health-CovidProject,2,12
1561,ILM-EKF,3,12
1561,MIMUW-StochSEIR,4,12
1561,MIT_CovidAnalytics-DELPHI,5,12
1561,RobertWalraven-ESG,6,12
1561,epiforecasts-EpiExpert,7,12
1561,epiforecasts-EpiNow2,8,12
1561,UMass-MechBayes,9,12
1561,epiforecasts-EpiExpert_Rt,10,12
1561,MUNI-ARIMA,11,12
1561,Karlen-pypm,12,12
1562,ICM-agentModel,1,12
1562,IEM_Health-CovidProject,2,12
1562,ILM-EKF,3,12
1562,MIMUW-StochSEIR,4,12
1562,MIT_CovidAnalytics-DELPHI,5,12
1562,RobertWalraven-ESG,6,12
1562,epiforecasts-EpiExpert,7,12
1562,epiforecasts-EpiNow2,8,12
1562,UMass-MechBayes,9,12
1562,epiforecasts-EpiExpert_direct,10,12
1562,MUNI-ARIMA,11,12
1562,Karlen-pypm,12,12
1563,ICM-agentModel,1,12
1563,IEM_Health-CovidProject,2,12
1563,ILM-EKF,3,12
1563,MIMUW-StochSEIR,4,12
1563,MIT_CovidAnalytics-DELPHI,5,12
1563,RobertWalraven-ESG,6,12
1563,epiforecasts-EpiExpert,7,12
1563,epiforecasts-EpiNow2,8,12
1563,epiforecasts-EpiExpert_Rt,9,12
1563,epiforecasts-EpiExpert_direct,10,12
1563,MUNI-ARIMA,11,12
1563,Karlen-pypm,12,12
1564,ICM-agentModel,1,12
1564,IEM_Health-CovidProject,2,12
1564,ILM-EKF,3,12
1564,MIMUW-StochSEIR,4,12
1564,MIT_CovidAnalytics-DELPHI,5,12
1564,RobertWalraven-ESG,6,12
1564,epiforecasts-EpiExpert,7,12
1564,UMass-MechBayes,8,12
1564,epiforecasts-EpiExpert_Rt,9,12
1564,epiforecasts-EpiExpert_direct,10,12
1564,MUNI-ARIMA,11,12
1564,Karlen-pypm,12,12
1565,ICM-agentModel,1,12
1565,IEM_Health-CovidProject,2,12
1565,ILM-EKF,3,12
1565,MIMUW-StochSEIR,4,12
1565,MIT_CovidAnalytics-DELPHI,5,12
1565,RobertWalraven-ESG,6,12
1565,epiforecasts-EpiNow2,7,12
1565,UMass-MechBayes,8,12
1565,epiforecasts-EpiExpert_Rt,9,12
1565,epiforecasts-EpiExpert_direct,10,12
1565,MUNI-ARIMA,11,12
1565,Karlen-pypm,12,12
1566,ICM-agentModel,1,12
1566,IEM_Health-CovidProject,2,12
1566,ILM-EKF,3,12
1566,MIMUW-StochSEIR,4,12
1566,MIT_CovidAnalytics-DELPHI,5,12
1566,epiforecasts-EpiExpert,6,12
1566,epiforecasts-EpiNow2,7,12
1566,UMass-MechBayes,8,12
1566,epiforecasts-EpiExpert_Rt,9,12
1566,epiforecasts-EpiExpert_direct,10,12
1566,MUNI-ARIMA,11,12
1566,Karlen-pypm,12,12
1567,ICM-agentModel,1,12
1567,IEM_Health-CovidProject,2,12
