ensid,model,modelid,k
63,epiforecasts-EpiExpert_direct,11,12
63,Karlen-pypm,12,12
64,EuroCOVIDhub-baseline,1,12
64,ICM-agentModel,2,12
64,IEM_Health-CovidProject,3,12
64,ILM-EKF,4,12
64,ITWW-county_repro,5,12
64,MIMUW-StochSEIR,6,12
64,MIT_CovidAnalytics-DELPHI,7,12
64,MOCOS-agent1,8,12
64,epiforecasts-EpiNow2,9,12
64,epiforecasts-EpiExpert_Rt,10,12
64,MUNI-ARIMA,11,12
64,Karlen-pypm,12,12
65,EuroCOVIDhub-baseline,1,12
65,ICM-agentModel,2,12
65,IEM_Health-CovidProject,3,12
65,ILM-EKF,4,12
65,ITWW-county_repro,5,12
65,MIMUW-StochSEIR,6,12
65,MIT_CovidAnalytics-DELPHI,7,12
65,MOCOS-agent1,8,12
65,epiforecasts-EpiNow2,9,12
65,epiforecasts-EpiExpert_direct,10,12
65,MUNI-ARIMA,11,12
65,Karlen-pypm,12,12
66,EuroCOVIDhub-baseline,1,12
66,ICM-agentModel,2,12
66,IEM_Health-CovidProject,3,12
66,ILM-EKF,4,12
66,ITWW-county_repro,5,12
66,MIMUW-StochSEIR,6,12
66,MIT_CovidAnalytics-DELPHI,7,12
66,MOCOS-agent1,8,12
66,UMass-MechBayes,9,12
66,epiforecasts-EpiExpert_Rt,10,12
66,epiforecasts-EpiExpert_direct,11,12
66,MUNI-ARIMA,12,12
67,EuroCOVIDhub-baseline,1,12
67,ICM-agentModel,2,12
67,IEM_Health-CovidProject,3,12
67,ILM-EKF,4,12
67,ITWW-county_repro,5,12
67,MIMUW-StochSEIR,6,12
67,MIT_CovidAnalytics-DELPHI,7,12
67,MOCOS-agent1,8,12
67,UMass-MechBayes,9,12
67,epiforecasts-EpiExpert_Rt,10,12
67,epiforecasts-EpiExpert_direct,11,12
67,Karlen-pypm,12,12
68,EuroCOVIDhub-baseline,1,12
68,ICM-agentModel,2,12
68,IEM_Health-CovidProject,3,12
68,ILM-EKF,4,12
68,ITWW-county_repro,5,12
68,MIMUW-StochSEIR,6,12
68,MIT_CovidAnalytics-DELPHI,7,12
68,MOCOS-agent1,8,12
68,UMass-MechBayes,9,12
68,epiforecasts-EpiExpert_Rt,10,12
68,MUNI-ARIMA,11,12
68,Karlen-pypm,12,12
69,EuroCOVIDhub-baseline,1,12
69,ICM-agentModel,2,12
69,IEM_Health-CovidProject,3,12
69,ILM-EKF,4,12
69,ITWW-county_repro,5,12
69,MIMUW-StochSEIR,6,12
69,MIT_CovidAnalytics-DELPHI,7,12
69,MOCOS-agent1,8,12
69,UMass-MechBayes,9,12
69,epiforecasts-EpiExpert_direct,10,12
69,MUNI-ARIMA,11,12
69,Karlen-pypm,12,12
70,EuroCOVIDhub-baseline,1,12
70,ICM-agentModel,2,12
70,IEM_Health-CovidProject,3,12
70,ILM-EKF,4,12
70,ITWW-county_repro,5,12
70,MIMUW-StochSEIR,6,12
70,MIT_CovidAnalytics-DELPHI,7,12
70,MOCOS-agent1,8,12
70,epiforecasts-EpiExpert_Rt,9,12
70,epiforecasts-EpiExpert_direct,10,12
70,MUNI-ARIMA,11,12
70,Karlen-pypm,12,12
71,EuroCOVIDhub-baseline,1,12
71,ICM-agentModel,2,12
71,IEM_Health-CovidProject,3,12
71,ILM-EKF,4,12
71,ITWW-county_repro,5,12
71,MIMUW-StochSEIR,6,12
71,MIT_CovidAnalytics-DELPHI,7,12
71,RobertWalraven-ESG,8,12
71,epiforecasts-EpiExpert,9,12
71,epiforecasts-EpiNow2,10,12
71,UMass-MechBayes,11,12
71,epiforecasts-EpiExpert_Rt,12,12
72,EuroCOVIDhub-baseline,1,12
72,ICM-agentModel,2,12
72,IEM_Health-CovidProject,3,12
72,ILM-EKF,4,12
72,ITWW-county_repro,5,12
72,MIMUW-StochSEIR,6,12
72,MIT_CovidAnalytics-DELPHI,7,12
72,RobertWalraven-ESG,8,12
72,epiforecasts-EpiExpert,9,12
72,epiforecasts-EpiNow2,10,12
72,UMass-MechBayes,11,12
72,epiforecasts-EpiExpert_direct,12,12
73,EuroCOVIDhub-baseline,1,12
73,ICM-agentModel,2,12
73,IEM_Health-CovidProject,3,12
73,ILM-EKF,4,12
73,ITWW-county_repro,5,12
73,MIMUW-StochSEIR,6,12
73,MIT_CovidAnalytics-DELPHI,7,12
73,RobertWalraven-ESG,8,12
73,epiforecasts-EpiExpert,9,12
73,epiforecasts-EpiNow2,10,12
73,UMass-MechBayes,11,12
73,MUNI-ARIMA,12,12
74,EuroCOVIDhub-baseline,1,12
74,ICM-agentModel,2,12
74,IEM_Health-CovidProject,3,12
74,ILM-EKF,4,12
74,ITWW-county_repro,5,12
74,MIMUW-StochSEIR,6,12
74,MIT_CovidAnalytics-DELPHI,7,12
74,RobertWalraven-ESG,8,12
74,epiforecasts-EpiExpert,9,12
74,epiforecasts-EpiNow2,10,12
74,UMass-MechBayes,11,12
74,Karlen-pypm,12,12
75,EuroCOVIDhub-baseline,1,12
75,ICM-agentModel,2,12
75,IEM_Health-CovidProject,3,12
75,ILM-EKF,4,12
75,ITWW-county_repro,5,12
75,MIMUW-StochSEIR,6,12
75,MIT_CovidAnalytics-DELPHI,7,12
75,RobertWalraven-ESG,8,12
75,epiforecasts-EpiExpert,9,12
75,epiforecasts-EpiNow2,10,12
75,epiforecasts-EpiExpert_Rt,11,12
75,epiforecasts-EpiExpert_direct,12,12
76,EuroCOVIDhub-baseline,1,12
76,ICM-agentModel,2,12
76,IEM_Health-CovidProject,3,12
76,ILM-EKF,4,12
76,ITWW-county_repro,5,12
76,MIMUW-StochSEIR,6,12
76,MIT_CovidAnalytics-DELPHI,7,12
76,RobertWalraven-ESG,8,12
76,epiforecasts-EpiExpert,9,12
76,epiforecasts-EpiNow2,10,12
76,epiforecasts-EpiExpert_Rt,11,12
76,MUNI-ARIMA,12,12
77,EuroCOVIDhub-baseline,1,12
77,ICM-agentModel,2,12
77,IEM_Health-CovidProject,3,12
77,ILM-EKF,4,12
77,ITWW-county_repro,5,12
77,MIMUW-StochSEIR,6,12
77,MIT_CovidAnalytics-DELPHI,7,12
77,RobertWalraven-ESG,8,12
77,epiforecasts-EpiExpert,9,12
77,epiforecasts-EpiNow2,10,12
77,epiforecasts-EpiExpert_Rt,11,12
77,Karlen-pypm,12,12
78,EuroCOVIDhub-baseline,1,12
78,ICM-agentModel,2,12
78,IEM_Health-CovidProject,3,12
78,ILM-EKF,4,12
78,ITWW-county_repro,5,12
78,MIMUW-StochSEIR,6,12
78,MIT_CovidAnalytics-DELPHI,7,12
78,RobertWalraven-ESG,8,12
78,epiforecasts-EpiExpert,9,12
78,epiforecasts-EpiNow2,10,12
78,epiforecasts-EpiExpert_direct,11,12
78,MUNI-ARIMA,12,12
79,EuroCOVIDhub-baseline,1,12
79,ICM-agentModel,2,12
79,IEM_Health-CovidProject,3,12
79,ILM-EKF,4,12
79,ITWW-county_repro,5,12
79,MIMUW-StochSEIR,6,12
79,MIT_CovidAnalytics-DELPHI,7,12
79,RobertWalraven-ESG,8,12
79,epiforecasts-EpiExpert,9,12
79,epiforecasts-EpiNow2,10,12
79,epiforecasts-EpiExpert_direct,11,12
79,Karlen-pypm,12,12
80,EuroCOVIDhub-baseline,1,12
80,ICM-agentModel,2,12
80,IEM_Health-CovidProject,3,12
80,ILM-EKF,4,12
80,ITWW-county_repro,5,12
80,MIMUW-StochSEIR,6,12
80,MIT_CovidAnalytics-DELPHI,7,12
80,RobertWalraven-ESG,8,12
80,epiforecasts-EpiExpert,9,12
80,epiforecasts-EpiNow2,10,12
80,MUNI-ARIMA,11,12
80,Karlen-pypm,12,12
81,EuroCOVIDhub-baseline,1,12
81,ICM-agentModel,2,12
81,IEM_Health-CovidProject,3,12
81,ILM-EKF,4,12
81,ITWW-county_repro,5,12
81,MIMUW-StochSEIR,6,12
81,MIT_CovidAnalytics-DELPHI,7,12
81,RobertWalraven-ESG,8,12
81,epiforecasts-EpiExpert,9,12
81,UMass-MechBayes,10,12
81,epiforecasts-EpiExpert_Rt,11,12
81,epiforecasts-EpiExpert_direct,12,12
82,EuroCOVIDhub-baseline,1,12
82,ICM-agentModel,2,12
82,IEM_Health-CovidProject,3,12
82,ILM-EKF,4,12
82,ITWW-county_repro,5,12
82,MIMUW-StochSEIR,6,12
82,MIT_CovidAnalytics-DELPHI,7,12
82,RobertWalraven-ESG,8,12
82,epiforecasts-EpiExpert,9,12
82,UMass-MechBayes,10,12
82,epiforecasts-EpiExpert_Rt,11,12
82,MUNI-ARIMA,12,12
83,EuroCOVIDhub-baseline,1,12
83,ICM-agentModel,2,12
83,IEM_Health-CovidProject,3,12
83,ILM-EKF,4,12
83,ITWW-county_repro,5,12
83,MIMUW-StochSEIR,6,12
83,MIT_CovidAnalytics-DELPHI,7,12
83,RobertWalraven-ESG,8,12
83,epiforecasts-EpiExpert,9,12
83,UMass-MechBayes,10,12
83,epiforecasts-EpiExpert_Rt,11,12
83,Karlen-pypm,12,12
84,EuroCOVIDhub-baseline,1,12
84,ICM-agentModel,2,12
84,IEM_Health-CovidProject,3,12
84,ILM-EKF,4,12
84,ITWW-county_repro,5,12
84,MIMUW-StochSEIR,6,12
84,MIT_CovidAnalytics-DELPHI,7,12
84,RobertWalraven-ESG,8,12
84,epiforecasts-EpiExpert,9,12
84,UMass-MechBayes,10,12
84,epiforecasts-EpiExpert_direct,11,12
84,MUNI-ARIMA,12,12
85,EuroCOVIDhub-baseline,1,12
85,ICM-agentModel,2,12
85,IEM_Health-CovidProject,3,12
85,ILM-EKF,4,12
85,ITWW-county_repro,5,12
85,MIMUW-StochSEIR,6,12
85,MIT_CovidAnalytics-DELPHI,7,12
85,RobertWalraven-ESG,8,12
85,epiforecasts-EpiExpert,9,12
85,UMass-MechBayes,10,12
85,epiforecasts-EpiExpert_direct,11,12
85,Karlen-pypm,12,12
86,EuroCOVIDhub-baseline,1,12
86,ICM-agentModel,2,12
86,IEM_Health-CovidProject,3,12
86,ILM-EKF,4,12
86,ITWW-county_repro,5,12
86,MIMUW-StochSEIR,6,12
86,MIT_CovidAnalytics-DELPHI,7,12
86,RobertWalraven-ESG,8,12
86,epiforecasts-EpiExpert,9,12
86,UMass-MechBayes,10,12
86,MUNI-ARIMA,11,12
86,Karlen-pypm,12,12
87,EuroCOVIDhub-baseline,1,12
87,ICM-agentModel,2,12
87,IEM_Health-CovidProject,3,12
87,ILM-EKF,4,12
87,ITWW-county_repro,5,12
87,MIMUW-StochSEIR,6,12
87,MIT_CovidAnalytics-DELPHI,7,12
87,RobertWalraven-ESG,8,12
87,epiforecasts-EpiExpert,9,12
87,epiforecasts-EpiExpert_Rt,10,12
87,epiforecasts-EpiExpert_direct,11,12
87,MUNI-ARIMA,12,12
88,EuroCOVIDhub-baseline,1,12
88,ICM-agentModel,2,12
88,IEM_Health-CovidProject,3,12
88,ILM-EKF,4,12
88,ITWW-county_repro,5,12
88,MIMUW-StochSEIR,6,12
88,MIT_CovidAnalytics-DELPHI,7,12
88,RobertWalraven-ESG,8,12
88,epiforecasts-EpiExpert,9,12
88,epiforecasts-EpiExpert_Rt,10,12
88,epiforecasts-EpiExpert_direct,11,12
88,Karlen-pypm,12,12
89,EuroCOVIDhub-baseline,1,12
89,ICM-agentModel,2,12
89,IEM_Health-CovidProject,3,12
89,ILM-EKF,4,12
89,ITWW-county_repro,5,12
89,MIMUW-StochSEIR,6,12
89,MIT_CovidAnalytics-DELPHI,7,12
89,RobertWalraven-ESG,8,12
89,epiforecasts-EpiExpert,9,12
89,epiforecasts-EpiExpert_Rt,10,12
89,MUNI-ARIMA,11,12
89,Karlen-pypm,12,12
90,EuroCOVIDhub-baseline,1,12
90,ICM-agentModel,2,12
90,IEM_Health-CovidProject,3,12
90,ILM-EKF,4,12
90,ITWW-county_repro,5,12
90,MIMUW-StochSEIR,6,12
90,MIT_CovidAnalytics-DELPHI,7,12
90,RobertWalraven-ESG,8,12
90,epiforecasts-EpiExpert,9,12
90,epiforecasts-EpiExpert_direct,10,12
90,MUNI-ARIMA,11,12
90,Karlen-pypm,12,12
91,EuroCOVIDhub-baseline,1,12
91,ICM-agentModel,2,12
91,IEM_Health-CovidProject,3,12
91,ILM-EKF,4,12
91,ITWW-county_repro,5,12
91,MIMUW-StochSEIR,6,12
91,MIT_CovidAnalytics-DELPHI,7,12
91,RobertWalraven-ESG,8,12
91,epiforecasts-EpiNow2,9,12
91,UMass-MechBayes,10,12
91,epiforecasts-EpiExpert_Rt,11,12
91,epiforecasts-EpiExpert_direct,12,12
92,EuroCOVIDhub-baseline,1,12
92,ICM-agentModel,2,12
92,IEM_Health-CovidProject,3,12
92,ILM-EKF,4,12
92,ITWW-county_repro,5,12
92,MIMUW-StochSEIR,6,12
92,MIT_CovidAnalytics-DELPHI,7,12
92,RobertWalraven-ESG,8,12
92,epiforecasts-EpiNow2,9,12
92,UMass-MechBayes,10,12
92,epiforecasts-EpiExpert_Rt,11,12
92,MUNI-ARIMA,12,12
93,EuroCOVIDhub-baseline,1,12
93,ICM-agentModel,2,12
93,IEM_Health-CovidProject,3,12
93,ILM-EKF,4,12
93,ITWW-county_repro,5,12
93,MIMUW-StochSEIR,6,12
93,MIT_CovidAnalytics-DELPHI,7,12
93,RobertWalraven-ESG,8,12
93,epiforecasts-EpiNow2,9,12
93,UMass-MechBayes,10,12
93,epiforecasts-EpiExpert_Rt,11,12
93,Karlen-pypm,12,12
94,EuroCOVIDhub-baseline,1,12
94,ICM-agentModel,2,12
94,IEM_Health-CovidProject,3,12
94,ILM-EKF,4,12
94,ITWW-county_repro,5,12
94,MIMUW-StochSEIR,6,12
94,MIT_CovidAnalytics-DELPHI,7,12
94,RobertWalraven-ESG,8,12
94,epiforecasts-EpiNow2,9,12
94,UMass-MechBayes,10,12
94,epiforecasts-EpiExpert_direct,11,12
94,MUNI-ARIMA,12,12
95,EuroCOVIDhub-baseline,1,12
95,ICM-agentModel,2,12
95,IEM_Health-CovidProject,3,12
95,ILM-EKF,4,12
95,ITWW-county_repro,5,12
95,MIMUW-StochSEIR,6,12
95,MIT_CovidAnalytics-DELPHI,7,12
95,RobertWalraven-ESG,8,12
95,epiforecasts-EpiNow2,9,12
95,UMass-MechBayes,10,12
95,epiforecasts-EpiExpert_direct,11,12
95,Karlen-pypm,12,12
96,EuroCOVIDhub-baseline,1,12
96,ICM-agentModel,2,12
96,IEM_Health-CovidProject,3,12
96,ILM-EKF,4,12
96,ITWW-county_repro,5,12
96,MIMUW-StochSEIR,6,12
96,MIT_CovidAnalytics-DELPHI,7,12
96,RobertWalraven-ESG,8,12
96,epiforecasts-EpiNow2,9,12
96,UMass-MechBayes,10,12
96,MUNI-ARIMA,11,12
96,Karlen-pypm,12,12
97,EuroCOVIDhub-baseline,1,12
97,ICM-agentModel,2,12
97,IEM_Health-CovidProject,3,12
97,ILM-EKF,4,12
97,ITWW-county_repro,5,12
97,MIMUW-StochSEIR,6,12
97,MIT_CovidAnalytics-DELPHI,7,12
97,RobertWalraven-ESG,8,12
97,epiforecasts-EpiNow2,9,12
97,epiforecasts-EpiExpert_Rt,10,12
97,epiforecasts-EpiExpert_direct,11,12
97,MUNI-ARIMA,12,12
98,EuroCOVIDhub-baseline,1,12
98,ICM-agentModel,2,12
98,IEM_Health-CovidProject,3,12
98,ILM-EKF,4,12
98,ITWW-county_repro,5,12
98,MIMUW-StochSEIR,6,12
98,MIT_CovidAnalytics-DELPHI,7,12
98,RobertWalraven-ESG,8,12
98,epiforecasts-EpiNow2,9,12
98,epiforecasts-EpiExpert_Rt,10,12
98,epiforecasts-EpiExpert_direct,11,12
98,Karlen-pypm,12,12
99,EuroCOVIDhub-baseline,1,12
99,ICM-agentModel,2,12
99,IEM_Health-CovidProject,3,12
99,ILM-EKF,4,12
99,ITWW-county_repro,5,12
99,MIMUW-StochSEIR,6,12
99,MIT_CovidAnalytics-DELPHI,7,12
99,RobertWalraven-ESG,8,12
99,epiforecasts-EpiNow2,9,12
99,epiforecasts-EpiExpert_Rt,10,12
99,MUNI-ARIMA,11,12
99,Karlen-pypm,12,12
100,EuroCOVIDhub-baseline,1,12
100,ICM-agentModel,2,12
100,IEM_Health-CovidProject,3,12
100,ILM-EKF,4,12
100,ITWW-county_repro,5,12
100,MIMUW-StochSEIR,6,12
100,MIT_CovidAnalytics-DELPHI,7,12
100,RobertWalraven-ESG,8,12
100,epiforecasts-EpiNow2,9,12
100,epiforecasts-EpiExpert_direct,10,12
100,MUNI-ARIMA,11,12
100,Karlen-pypm,12,12
101,EuroCOVIDhub-baseline,1,12
101,ICM-agentModel,2,12
101,IEM_Health-CovidProject,3,12
101,ILM-EKF,4,12
101,ITWW-county_repro,5,12
101,MIMUW-StochSEIR,6,12
101,MIT_CovidAnalytics-DELPHI,7,12
101,RobertWalraven-ESG,8,12
101,UMass-MechBayes,9,12
101,epiforecasts-EpiExpert_Rt,10,12
101,epiforecasts-EpiExpert_direct,11,12
101,MUNI-ARIMA,12,12
102,EuroCOVIDhub-baseline,1,12
102,ICM-agentModel,2,12
102,IEM_Health-CovidProject,3,12
102,ILM-EKF,4,12
102,ITWW-county_repro,5,12
102,MIMUW-StochSEIR,6,12
102,MIT_CovidAnalytics-DELPHI,7,12
102,RobertWalraven-ESG,8,12
102,UMass-MechBayes,9,12
102,epiforecasts-EpiExpert_Rt,10,12
102,epiforecasts-EpiExpert_direct,11,12
102,Karlen-pypm,12,12
103,EuroCOVIDhub-baseline,1,12
103,ICM-agentModel,2,12
103,IEM_Health-CovidProject,3,12
103,ILM-EKF,4,12
103,ITWW-county_repro,5,12
103,MIMUW-StochSEIR,6,12
103,MIT_CovidAnalytics-DELPHI,7,12
103,RobertWalraven-ESG,8,12
103,UMass-MechBayes,9,12
103,epiforecasts-EpiExpert_Rt,10,12
103,MUNI-ARIMA,11,12
103,Karlen-pypm,12,12
104,EuroCOVIDhub-baseline,1,12
104,ICM-agentModel,2,12
104,IEM_Health-CovidProject,3,12
104,ILM-EKF,4,12
104,ITWW-county_repro,5,12
104,MIMUW-StochSEIR,6,12
104,MIT_CovidAnalytics-DELPHI,7,12
104,RobertWalraven-ESG,8,12
104,UMass-MechBayes,9,12
104,epiforecasts-EpiExpert_direct,10,12
104,MUNI-ARIMA,11,12
104,Karlen-pypm,12,12
105,EuroCOVIDhub-baseline,1,12
105,ICM-agentModel,2,12
105,IEM_Health-CovidProject,3,12
105,ILM-EKF,4,12
105,ITWW-county_repro,5,12
105,MIMUW-StochSEIR,6,12
105,MIT_CovidAnalytics-DELPHI,7,12
105,RobertWalraven-ESG,8,12
105,epiforecasts-EpiExpert_Rt,9,12
105,epiforecasts-EpiExpert_direct,10,12
105,MUNI-ARIMA,11,12
105,Karlen-pypm,12,12
106,EuroCOVIDhub-baseline,1,12
106,ICM-agentModel,2,12
106,IEM_Health-CovidProject,3,12
106,ILM-EKF,4,12
106,ITWW-county_repro,5,12
106,MIMUW-StochSEIR,6,12
106,MIT_CovidAnalytics-DELPHI,7,12
106,epiforecasts-EpiExpert,8,12
106,epiforecasts-EpiNow2,9,12
106,UMass-MechBayes,10,12
106,epiforecasts-EpiExpert_Rt,11,12
106,epiforecasts-EpiExpert_direct,12,12
107,EuroCOVIDhub-baseline,1,12
107,ICM-agentModel,2,12
107,IEM_Health-CovidProject,3,12
107,ILM-EKF,4,12
107,ITWW-county_repro,5,12
107,MIMUW-StochSEIR,6,12
107,MIT_CovidAnalytics-DELPHI,7,12
107,epiforecasts-EpiExpert,8,12
107,epiforecasts-EpiNow2,9,12
107,UMass-MechBayes,10,12
107,epiforecasts-EpiExpert_Rt,11,12
107,MUNI-ARIMA,12,12
108,EuroCOVIDhub-baseline,1,12
108,ICM-agentModel,2,12
108,IEM_Health-CovidProject,3,12
108,ILM-EKF,4,12
108,ITWW-county_repro,5,12
108,MIMUW-StochSEIR,6,12
108,MIT_CovidAnalytics-DELPHI,7,12
108,epiforecasts-EpiExpert,8,12
108,epiforecasts-EpiNow2,9,12
108,UMass-MechBayes,10,12
108,epiforecasts-EpiExpert_Rt,11,12
108,Karlen-pypm,12,12
109,EuroCOVIDhub-baseline,1,12
109,ICM-agentModel,2,12
109,IEM_Health-CovidProject,3,12
109,ILM-EKF,4,12
109,ITWW-county_repro,5,12
109,MIMUW-StochSEIR,6,12
109,MIT_CovidAnalytics-DELPHI,7,12
109,epiforecasts-EpiExpert,8,12
109,epiforecasts-EpiNow2,9,12
109,UMass-MechBayes,10,12
109,epiforecasts-EpiExpert_direct,11,12
109,MUNI-ARIMA,12,12
110,EuroCOVIDhub-baseline,1,12
110,ICM-agentModel,2,12
110,IEM_Health-CovidProject,3,12
110,ILM-EKF,4,12
110,ITWW-county_repro,5,12
110,MIMUW-StochSEIR,6,12
110,MIT_CovidAnalytics-DELPHI,7,12
110,epiforecasts-EpiExpert,8,12
110,epiforecasts-EpiNow2,9,12
110,UMass-MechBayes,10,12
110,epiforecasts-EpiExpert_direct,11,12
110,Karlen-pypm,12,12
111,EuroCOVIDhub-baseline,1,12
111,ICM-agentModel,2,12
111,IEM_Health-CovidProject,3,12
111,ILM-EKF,4,12
111,ITWW-county_repro,5,12
111,MIMUW-StochSEIR,6,12
111,MIT_CovidAnalytics-DELPHI,7,12
111,epiforecasts-EpiExpert,8,12
111,epiforecasts-EpiNow2,9,12
111,UMass-MechBayes,10,12
111,MUNI-ARIMA,11,12
111,Karlen-pypm,12,12
112,EuroCOVIDhub-baseline,1,12
112,ICM-agentModel,2,12
112,IEM_Health-CovidProject,3,12
112,ILM-EKF,4,12
112,ITWW-county_repro,5,12
112,MIMUW-StochSEIR,6,12
112,MIT_CovidAnalytics-DELPHI,7,12
112,epiforecasts-EpiExpert,8,12
112,epiforecasts-EpiNow2,9,12
112,epiforecasts-EpiExpert_Rt,10,12
112,epiforecasts-EpiExpert_direct,11,12
112,MUNI-ARIMA,12,12
113,EuroCOVIDhub-baseline,1,12
113,ICM-agentModel,2,12
113,IEM_Health-CovidProject,3,12
113,ILM-EKF,4,12
113,ITWW-county_repro,5,12
113,MIMUW-StochSEIR,6,12
113,MIT_CovidAnalytics-DELPHI,7,12
113,epiforecasts-EpiExpert,8,12
113,epiforecasts-EpiNow2,9,12
113,epiforecasts-EpiExpert_Rt,10,12
113,epiforecasts-EpiExpert_direct,11,12
113,Karlen-pypm,12,12
114,EuroCOVIDhub-baseline,1,12
114,ICM-agentModel,2,12
114,IEM_Health-CovidProject,3,12
114,ILM-EKF,4,12
114,ITWW-county_repro,5,12
114,MIMUW-StochSEIR,6,12
114,MIT_CovidAnalytics-DELPHI,7,12
114,epiforecasts-EpiExpert,8,12
114,epiforecasts-EpiNow2,9,12
114,epiforecasts-EpiExpert_Rt,10,12
114,MUNI-ARIMA,11,12
114,Karlen-pypm,12,12
115,EuroCOVIDhub-baseline,1,12
115,ICM-agentModel,2,12
115,IEM_Health-CovidProject,3,12
115,ILM-EKF,4,12
115,ITWW-county_repro,5,12
115,MIMUW-StochSEIR,6,12
115,MIT_CovidAnalytics-DELPHI,7,12
115,epiforecasts-EpiExpert,8,12
115,epiforecasts-EpiNow2,9,12
115,epiforecasts-EpiExpert_direct,10,12
115,MUNI-ARIMA,11,12
115,Karlen-pypm,12,12
116,EuroCOVIDhub-baseline,1,12
116,ICM-agentModel,2,12
116,IEM_Health-CovidProject,3,12
116,ILM-EKF,4,12
116,ITWW-county_repro,5,12
116,MIMUW-StochSEIR,6,12
116,MIT_CovidAnalytics-DELPHI,7,12
116,epiforecasts-EpiExpert,8,12
116,UMass-MechBayes,9,12
116,epiforecasts-EpiExpert_Rt,10,12
116,epiforecasts-EpiExpert_direct,11,12
116,MUNI-ARIMA,12,12
117,EuroCOVIDhub-baseline,1,12
117,ICM-agentModel,2,12
117,IEM_Health-CovidProject,3,12
117,ILM-EKF,4,12
117,ITWW-county_repro,5,12
117,MIMUW-StochSEIR,6,12
117,MIT_CovidAnalytics-DELPHI,7,12
117,epiforecasts-EpiExpert,8,12
117,UMass-MechBayes,9,12
117,epiforecasts-EpiExpert_Rt,10,12
117,epiforecasts-EpiExpert_direct,11,12
117,Karlen-pypm,12,12
118,EuroCOVIDhub-baseline,1,12
118,ICM-agentModel,2,12
118,IEM_Health-CovidProject,3,12
118,ILM-EKF,4,12
118,ITWW-county_repro,5,12
118,MIMUW-StochSEIR,6,12
118,MIT_CovidAnalytics-DELPHI,7,12
118,epiforecasts-EpiExpert,8,12
118,UMass-MechBayes,9,12
118,epiforecasts-EpiExpert_Rt,10,12
118,MUNI-ARIMA,11,12
118,Karlen-pypm,12,12
119,EuroCOVIDhub-baseline,1,12
119,ICM-agentModel,2,12
119,IEM_Health-CovidProject,3,12
119,ILM-EKF,4,12
119,ITWW-county_repro,5,12
119,MIMUW-StochSEIR,6,12
119,MIT_CovidAnalytics-DELPHI,7,12
119,epiforecasts-EpiExpert,8,12
119,UMass-MechBayes,9,12
119,epiforecasts-EpiExpert_direct,10,12
119,MUNI-ARIMA,11,12
119,Karlen-pypm,12,12
120,EuroCOVIDhub-baseline,1,12
120,ICM-agentModel,2,12
120,IEM_Health-CovidProject,3,12
120,ILM-EKF,4,12
120,ITWW-county_repro,5,12
120,MIMUW-StochSEIR,6,12
120,MIT_CovidAnalytics-DELPHI,7,12
120,epiforecasts-EpiExpert,8,12
120,epiforecasts-EpiExpert_Rt,9,12
120,epiforecasts-EpiExpert_direct,10,12
120,MUNI-ARIMA,11,12
120,Karlen-pypm,12,12
121,EuroCOVIDhub-baseline,1,12
121,ICM-agentModel,2,12
121,IEM_Health-CovidProject,3,12
121,ILM-EKF,4,12
121,ITWW-county_repro,5,12
121,MIMUW-StochSEIR,6,12
121,MIT_CovidAnalytics-DELPHI,7,12
121,epiforecasts-EpiNow2,8,12
121,UMass-MechBayes,9,12
121,epiforecasts-EpiExpert_Rt,10,12
121,epiforecasts-EpiExpert_direct,11,12
121,MUNI-ARIMA,12,12
122,EuroCOVIDhub-baseline,1,12
122,ICM-agentModel,2,12
122,IEM_Health-CovidProject,3,12
122,ILM-EKF,4,12
122,ITWW-county_repro,5,12
122,MIMUW-StochSEIR,6,12
122,MIT_CovidAnalytics-DELPHI,7,12
122,epiforecasts-EpiNow2,8,12
122,UMass-MechBayes,9,12
122,epiforecasts-EpiExpert_Rt,10,12
122,epiforecasts-EpiExpert_direct,11,12
122,Karlen-pypm,12,12
123,EuroCOVIDhub-baseline,1,12
123,ICM-agentModel,2,12
123,IEM_Health-CovidProject,3,12
123,ILM-EKF,4,12
123,ITWW-county_repro,5,12
123,MIMUW-StochSEIR,6,12
123,MIT_CovidAnalytics-DELPHI,7,12
123,epiforecasts-EpiNow2,8,12
123,UMass-MechBayes,9,12
123,epiforecasts-EpiExpert_Rt,10,12
123,MUNI-ARIMA,11,12
123,Karlen-pypm,12,12
124,EuroCOVIDhub-baseline,1,12
124,ICM-agentModel,2,12
124,IEM_Health-CovidProject,3,12
124,ILM-EKF,4,12
124,ITWW-county_repro,5,12
124,MIMUW-StochSEIR,6,12
124,MIT_CovidAnalytics-DELPHI,7,12
124,epiforecasts-EpiNow2,8,12
124,UMass-MechBayes,9,12
124,epiforecasts-EpiExpert_direct,10,12
124,MUNI-ARIMA,11,12
124,Karlen-pypm,12,12
125,EuroCOVIDhub-baseline,1,12
125,ICM-agentModel,2,12
125,IEM_Health-CovidProject,3,12
125,ILM-EKF,4,12
125,ITWW-county_repro,5,12
125,MIMUW-StochSEIR,6,12
125,MIT_CovidAnalytics-DELPHI,7,12
125,epiforecasts-EpiNow2,8,12
125,epiforecasts-EpiExpert_Rt,9,12
125,epiforecasts-EpiExpert_direct,10,12
125,MUNI-ARIMA,11,12
125,Karlen-pypm,12,12
126,EuroCOVIDhub-baseline,1,12
126,ICM-agentModel,2,12
