model,location,target_type,weights,forecast_date,nmod
UMass-MechBayes,CZ,Deaths,0.224297980246992,2021-05-03,3
UMass-MechBayes,FR,Deaths,0.158520645674337,2021-05-03,3
UMass-SemiMech,CZ,Cases,0.22273995436192,2021-05-03,3
epiforecasts-EpiExpert,DE,Cases,0.357645237281147,2021-05-03,3
epiforecasts-EpiExpert,FR,Cases,0.314020323611084,2021-05-03,3
epiforecasts-EpiExpert,GB,Cases,0.251760245786908,2021-05-03,3
epiforecasts-EpiExpert,GB,Deaths,0.249079247511231,2021-05-03,3
epiforecasts-EpiNow2,CZ,Cases,0.362241838380537,2021-05-03,3
epiforecasts-EpiNow2,CZ,Deaths,0.363696042493815,2021-05-03,3
epiforecasts-EpiNow2,DE,Cases,0.3098500726409,2021-05-03,3
epiforecasts-EpiNow2,DE,Deaths,0.283522244761064,2021-05-03,3
epiforecasts-EpiNow2,FR,Cases,0.344384882778074,2021-05-03,3
epiforecasts-EpiNow2,GB,Cases,0.239261161585916,2021-05-03,3
epiforecasts-EpiNow2,GB,Deaths,0.42033222515357,2021-05-03,3
epiforecasts-EpiNow2,PL,Cases,0.486196705817438,2021-05-03,3
epiforecasts-EpiNow2,PL,Deaths,0.243403880695109,2021-05-03,3
IEM_Health-CovidProject,FR,Cases,0.327918289963074,2021-05-10,3
IEM_Health-CovidProject,GB,Cases,0.479693751734218,2021-05-10,3
ILM-EKF,CZ,Cases,0.352662668621426,2021-05-10,3
ILM-EKF,FR,Cases,0.350190050165107,2021-05-10,3
ILM-EKF,FR,Deaths,0.240869037542152,2021-05-10,3
ILM-EKF,PL,Cases,0.268610870738252,2021-05-10,3
ILM-EKF,PL,Deaths,0.266932420945125,2021-05-10,3
MOCOS-agent1,PL,Cases,0.282858151255339,2021-05-10,3
MOCOS-agent1,PL,Deaths,0.454997224443253,2021-05-10,3
RobertWalraven-ESG,CZ,Deaths,0.294642390190238,2021-05-10,3
RobertWalraven-ESG,DE,Deaths,0.332590647520389,2021-05-10,3
RobertWalraven-ESG,FR,Deaths,0.572490818281355,2021-05-10,3
UMass-MechBayes,FR,Deaths,0.186640144176493,2021-05-10,3
UMass-SemiMech,DE,Cases,0.25330530292567,2021-05-10,3
UNIPV-BayesINGARCHX,DE,Cases,0.342436104535685,2021-05-10,3
epiforecasts-EpiExpert,DE,Cases,0.404258592538645,2021-05-10,3
epiforecasts-EpiExpert,DE,Deaths,0.344324155124712,2021-05-10,3
epiforecasts-EpiExpert,GB,Cases,0.254906711741863,2021-05-10,3
epiforecasts-EpiExpert,GB,Deaths,0.411311605773539,2021-05-10,3
epiforecasts-EpiExpert_Rt,CZ,Cases,0.314233873864472,2021-05-10,3
epiforecasts-EpiExpert_Rt,CZ,Deaths,0.351564979277498,2021-05-10,3
epiforecasts-EpiExpert_Rt,GB,Cases,0.265399536523919,2021-05-10,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.294640335369745,2021-05-10,3
epiforecasts-EpiExpert_Rt,PL,Deaths,0.278070354611622,2021-05-10,3
epiforecasts-EpiNow2,CZ,Cases,0.333103457514102,2021-05-10,3
epiforecasts-EpiNow2,CZ,Deaths,0.353792630532263,2021-05-10,3
epiforecasts-EpiNow2,FR,Cases,0.321891659871819,2021-05-10,3
epiforecasts-EpiNow2,GB,Deaths,0.294048058856716,2021-05-10,3
epiforecasts-EpiNow2,PL,Cases,0.448530978006409,2021-05-10,3
itwm-dSEIR,DE,Deaths,0.323085197354899,2021-05-10,3
HZI-AgeExtendedSEIR,DE,Deaths,0.319549253793143,2021-05-17,3
IEM_Health-CovidProject,FR,Cases,0.353826627759082,2021-05-17,3
IEM_Health-CovidProject,FR,Deaths,0.185831298865748,2021-05-17,3
IEM_Health-CovidProject,GB,Cases,0.553148961971137,2021-05-17,3
ILM-EKF,CZ,Cases,0.36635363271521,2021-05-17,3
ILM-EKF,FR,Cases,0.308296383672169,2021-05-17,3
MIT_CovidAnalytics-DELPHI,DE,Cases,0.324937331037806,2021-05-17,3
MOCOS-agent1,PL,Cases,0.280121391831436,2021-05-17,3
MOCOS-agent1,PL,Deaths,0.432566575859571,2021-05-17,3
MUNI_DMS-SEIAR,CZ,Cases,0.290997003872198,2021-05-17,3
PL_GRedlarski-DistrictsSum,PL,Cases,0.308678684608484,2021-05-17,3
RobertWalraven-ESG,CZ,Deaths,0.284370981622858,2021-05-17,3
RobertWalraven-ESG,DE,Deaths,0.356193039522423,2021-05-17,3
RobertWalraven-ESG,FR,Deaths,0.462720264784646,2021-05-17,3
UMass-MechBayes,CZ,Deaths,0.279633902509179,2021-05-17,3
UMass-MechBayes,FR,Deaths,0.351448436349606,2021-05-17,3
UMass-MechBayes,GB,Deaths,0.310420122026687,2021-05-17,3
UMass-MechBayes,PL,Deaths,0.304145706004961,2021-05-17,3
UMass-SemiMech,FR,Cases,0.337876988568749,2021-05-17,3
UMass-SemiMech,PL,Deaths,0.263287718135468,2021-05-17,3
UNIPV-BayesINGARCHX,DE,Cases,0.399525771007978,2021-05-17,3
epiforecasts-EpiExpert,DE,Cases,0.275536897954216,2021-05-17,3
epiforecasts-EpiExpert,GB,Deaths,0.351693449884949,2021-05-17,3
epiforecasts-EpiExpert_direct,DE,Deaths,0.324257706684434,2021-05-17,3
epiforecasts-EpiExpert_direct,GB,Cases,0.240355282946479,2021-05-17,3
epiforecasts-EpiNow2,CZ,Cases,0.342649363412592,2021-05-17,3
epiforecasts-EpiNow2,CZ,Deaths,0.435995115867963,2021-05-17,3
epiforecasts-EpiNow2,GB,Cases,0.206495755082385,2021-05-17,3
epiforecasts-EpiNow2,GB,Deaths,0.337886428088364,2021-05-17,3
epiforecasts-EpiNow2,PL,Cases,0.41119992356008,2021-05-17,3
IEM_Health-CovidProject,GB,Cases,0.400826967182958,2021-05-24,3
ILM-EKF,CZ,Cases,0.353717079019524,2021-05-24,3
ILM-EKF,FR,Cases,0.363650662462919,2021-05-24,3
ILM-EKF,FR,Deaths,0.306640195023161,2021-05-24,3
ILM-EKF,PL,Cases,0.378670533923713,2021-05-24,3
ILM-EKF,PL,Deaths,0.242570577135821,2021-05-24,3
MIT_CovidAnalytics-DELPHI,DE,Cases,0.440018502814992,2021-05-24,3
MOCOS-agent1,PL,Deaths,0.385416320443441,2021-05-24,3
MUNI_DMS-SEIAR,CZ,Cases,0.288187767950128,2021-05-24,3
PL_GRedlarski-DistrictsSum,PL,Cases,0.341531136084053,2021-05-24,3
RobertWalraven-ESG,CZ,Deaths,0.338637047837222,2021-05-24,3
RobertWalraven-ESG,FR,Deaths,0.321364019616704,2021-05-24,3
UMass-MechBayes,CZ,Deaths,0.354344276345656,2021-05-24,3
UMass-MechBayes,FR,Deaths,0.371995785360136,2021-05-24,3
UMass-MechBayes,GB,Deaths,0.340117678646693,2021-05-24,3
UMass-MechBayes,PL,Deaths,0.372013102420738,2021-05-24,3
epiforecasts-EpiExpert,DE,Cases,0.279054189411984,2021-05-24,3
epiforecasts-EpiExpert,DE,Deaths,0.346801981684099,2021-05-24,3
epiforecasts-EpiExpert,FR,Cases,0.31817466876854,2021-05-24,3
epiforecasts-EpiExpert,GB,Deaths,0.345206211754507,2021-05-24,3
epiforecasts-EpiExpert_Rt,DE,Cases,0.280927307773024,2021-05-24,3
epiforecasts-EpiExpert_Rt,GB,Cases,0.336716931249836,2021-05-24,3
epiforecasts-EpiExpert_direct,DE,Deaths,0.337090889250292,2021-05-24,3
epiforecasts-EpiExpert_direct,FR,Cases,0.31817466876854,2021-05-24,3
epiforecasts-EpiNow2,CZ,Cases,0.358095153030348,2021-05-24,3
epiforecasts-EpiNow2,CZ,Deaths,0.307018675817122,2021-05-24,3
epiforecasts-EpiNow2,GB,Cases,0.262456101567206,2021-05-24,3
epiforecasts-EpiNow2,GB,Deaths,0.3146761095988,2021-05-24,3
epiforecasts-EpiNow2,PL,Cases,0.279798329992234,2021-05-24,3
itwm-dSEIR,DE,Deaths,0.316107129065609,2021-05-24,3
HZI-AgeExtendedSEIR,DE,Deaths,0.330729847264565,2021-05-31,3
IEM_Health-CovidProject,GB,Cases,0.377863107626002,2021-05-31,3
ILM-EKF,CZ,Cases,0.356579302493818,2021-05-31,3
ILM-EKF,CZ,Deaths,0.240735158563621,2021-05-31,3
ILM-EKF,FR,Cases,0.419371368129378,2021-05-31,3
ILM-EKF,FR,Deaths,0.303463735728049,2021-05-31,3
ILM-EKF,PL,Cases,0.355688510259762,2021-05-31,3
ILM-EKF,PL,Deaths,0.262764383017057,2021-05-31,3
MIT_CovidAnalytics-DELPHI,DE,Cases,0.35057254458517,2021-05-31,3
MOCOS-agent1,PL,Cases,0.31555544474492,2021-05-31,3
MOCOS-agent1,PL,Deaths,0.343152734516956,2021-05-31,3
MUNI-ARIMA,FR,Cases,0.243896727641183,2021-05-31,3
MUNI-ARIMA,FR,Deaths,0.315617797616901,2021-05-31,3
MUNI_DMS-SEIAR,CZ,Cases,0.281417527812149,2021-05-31,3
RobertWalraven-ESG,CZ,Deaths,0.37785110970328,2021-05-31,3
UMass-MechBayes,CZ,Deaths,0.381413731733099,2021-05-31,3
UMass-MechBayes,FR,Deaths,0.38091846665505,2021-05-31,3
UMass-MechBayes,GB,Deaths,0.35624897539998,2021-05-31,3
UMass-MechBayes,PL,Deaths,0.394082882465988,2021-05-31,3
UMass-SemiMech,FR,Cases,0.336731904229439,2021-05-31,3
epiforecasts-EpiExpert,DE,Deaths,0.300690364774752,2021-05-31,3
epiforecasts-EpiExpert,GB,Cases,0.310227885166378,2021-05-31,3
epiforecasts-EpiExpert_Rt,DE,Cases,0.334280914090357,2021-05-31,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.298841628628209,2021-05-31,3
epiforecasts-EpiExpert_direct,GB,Cases,0.31190900720762,2021-05-31,3
epiforecasts-EpiNow2,CZ,Cases,0.362003169694033,2021-05-31,3
epiforecasts-EpiNow2,GB,Deaths,0.344909395971811,2021-05-31,3
epiforecasts-EpiNow2,PL,Cases,0.328756044995318,2021-05-31,3
itwm-dSEIR,DE,Cases,0.315146541324473,2021-05-31,3
itwm-dSEIR,DE,Deaths,0.368579787960683,2021-05-31,3
HZI-AgeExtendedSEIR,DE,Deaths,0.35418012069035,2021-06-07,3
IEM_Health-CovidProject,GB,Cases,0.338828584748602,2021-06-07,3
ILM-EKF,CZ,Cases,0.314323365377805,2021-06-07,3
ILM-EKF,FR,Cases,0.375542387817361,2021-06-07,3
ILM-EKF,FR,Deaths,0.319781348710083,2021-06-07,3
ILM-EKF,PL,Cases,0.362663469460725,2021-06-07,3
ILM-EKF,PL,Deaths,0.330967809293378,2021-06-07,3
MIT_CovidAnalytics-DELPHI,DE,Cases,0.347468492309745,2021-06-07,3
MOCOS-agent1,PL,Cases,0.315797819669484,2021-06-07,3
MOCOS-agent1,PL,Deaths,0.368052938158407,2021-06-07,3
MUNI-ARIMA,FR,Deaths,0.334293279088988,2021-06-07,3
MUNI-ARIMA,GB,Cases,0.408574674971489,2021-06-07,3
MUNI_DMS-SEIAR,CZ,Cases,0.337606489136356,2021-06-07,3
MUNI_DMS-SEIAR,CZ,Deaths,0.27981330190469,2021-06-07,3
RobertWalraven-ESG,CZ,Deaths,0.378370632720664,2021-06-07,3
RobertWalraven-ESG,FR,Cases,0.254977289290009,2021-06-07,3
UMass-MechBayes,CZ,Deaths,0.341816065374645,2021-06-07,3
UMass-MechBayes,FR,Deaths,0.345925372200928,2021-06-07,3
UMass-MechBayes,GB,Deaths,0.348818804346062,2021-06-07,3
UMass-MechBayes,PL,Deaths,0.300979252548215,2021-06-07,3
UNIPV-BayesINGARCHX,FR,Cases,0.36948032289263,2021-06-07,3
epiforecasts-EpiExpert_Rt,DE,Cases,0.26548605018859,2021-06-07,3
epiforecasts-EpiExpert_Rt,DE,Deaths,0.274145621479937,2021-06-07,3
epiforecasts-EpiExpert_Rt,GB,Cases,0.252596740279909,2021-06-07,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.296508957905495,2021-06-07,3
epiforecasts-EpiNow2,CZ,Cases,0.348070145485839,2021-06-07,3
epiforecasts-EpiNow2,GB,Deaths,0.354672237748443,2021-06-07,3
epiforecasts-EpiNow2,PL,Cases,0.321538710869791,2021-06-07,3
itwm-dSEIR,DE,Cases,0.387045457501665,2021-06-07,3
itwm-dSEIR,DE,Deaths,0.371674257829713,2021-06-07,3
HZI-AgeExtendedSEIR,DE,Deaths,0.28553401382291,2021-06-14,3
ILM-EKF,CZ,Cases,0.298380859638803,2021-06-14,3
ILM-EKF,FR,Deaths,0.34532195994637,2021-06-14,3
ILM-EKF,PL,Cases,0.268043758788199,2021-06-14,3
ILM-EKF,PL,Deaths,0.377605897148413,2021-06-14,3
Karlen-pypm,DE,Deaths,0.343814127088102,2021-06-14,3
MOCOS-agent1,PL,Deaths,0.339053769789101,2021-06-14,3
MUNI-ARIMA,CZ,Deaths,0.298486194246104,2021-06-14,3
MUNI-ARIMA,GB,Cases,0.443267845069621,2021-06-14,3
MUNI_DMS-SEIAR,CZ,Cases,0.426858756705223,2021-06-14,3
MUNI_DMS-SEIAR,CZ,Deaths,0.358977238457288,2021-06-14,3
RobertWalraven-ESG,DE,Cases,0.342709240655064,2021-06-14,3
RobertWalraven-ESG,FR,Cases,0.313393299234868,2021-06-14,3
RobertWalraven-ESG,FR,Deaths,0.303874784358426,2021-06-14,3
UMass-MechBayes,CZ,Deaths,0.342536567296608,2021-06-14,3
UMass-MechBayes,FR,Deaths,0.350803255695203,2021-06-14,3
UMass-MechBayes,PL,Deaths,0.283340333062486,2021-06-14,3
UMass-SemiMech,GB,Deaths,0.351441976550931,2021-06-14,3
UNIPV-BayesINGARCHX,DE,Cases,0.287200825315056,2021-06-14,3
UNIPV-BayesINGARCHX,FR,Cases,0.362679669071006,2021-06-14,3
epiforecasts-EpiExpert,DE,Deaths,0.370651859088988,2021-06-14,3
epiforecasts-EpiExpert,GB,Cases,0.308826430137833,2021-06-14,3
epiforecasts-EpiExpert_Rt,GB,Cases,0.247905724792546,2021-06-14,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.299353570241243,2021-06-14,3
epiforecasts-EpiExpert_Rt,PL,Cases,0.294170562071975,2021-06-14,3
epiforecasts-EpiNow2,CZ,Cases,0.274760383655974,2021-06-14,3
epiforecasts-EpiNow2,FR,Cases,0.323927031694127,2021-06-14,3
epiforecasts-EpiNow2,GB,Deaths,0.349204453207826,2021-06-14,3
epiforecasts-EpiNow2,PL,Cases,0.437785679139825,2021-06-14,3
itwm-dSEIR,DE,Cases,0.370089934029879,2021-06-14,3
FIAS_FZJ-Epi1Ger,DE,Deaths,0.26369280933664,2021-06-21,3
IEM_Health-CovidProject,CZ,Deaths,0.346569787215304,2021-06-21,3
IEM_Health-CovidProject,FR,Cases,0.19307834768382,2021-06-21,3
IEM_Health-CovidProject,FR,Deaths,0.435208595672168,2021-06-21,3
ILM-EKF,CZ,Cases,0.351712232373468,2021-06-21,3
ILM-EKF,CZ,Deaths,0.326901891269199,2021-06-21,3
ILM-EKF,DE,Deaths,0.231830246756418,2021-06-21,3
ILM-EKF,FR,Deaths,0.285973710500995,2021-06-21,3
ILM-EKF,PL,Cases,0.26959802833398,2021-06-21,3
ILM-EKF,PL,Deaths,0.355524134170937,2021-06-21,3
Karlen-pypm,DE,Deaths,0.504476943906942,2021-06-21,3
MOCOS-agent1,PL,Deaths,0.309420694477048,2021-06-21,3
MUNI-ARIMA,GB,Cases,0.383055544959259,2021-06-21,3
MUNI_DMS-SEIAR,CZ,Cases,0.374907174159171,2021-06-21,3
PL_GRedlarski-DistrictsSum,PL,Cases,0.358426444242215,2021-06-21,3
RobertWalraven-ESG,DE,Cases,0.298324685961888,2021-06-21,3
RobertWalraven-ESG,FR,Deaths,0.278817693826837,2021-06-21,3
UMass-MechBayes,GB,Deaths,0.293278300241889,2021-06-21,3
UMass-MechBayes,PL,Deaths,0.335055171352015,2021-06-21,3
UMass-SemiMech,CZ,Deaths,0.326528321515497,2021-06-21,3
UNIPV-BayesINGARCHX,DE,Cases,0.318352155319118,2021-06-21,3
UNIPV-BayesINGARCHX,FR,Cases,0.487659466383295,2021-06-21,3
epiforecasts-EpiExpert,GB,Cases,0.295970283625368,2021-06-21,3
epiforecasts-EpiExpert_Rt,GB,Cases,0.320974171415373,2021-06-21,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.383469871233922,2021-06-21,3
epiforecasts-EpiExpert_Rt,PL,Cases,0.371975527423804,2021-06-21,3
epiforecasts-EpiNow2,CZ,Cases,0.273380593467361,2021-06-21,3
epiforecasts-EpiNow2,FR,Cases,0.319262185932885,2021-06-21,3
epiforecasts-EpiNow2,GB,Deaths,0.323251828524189,2021-06-21,3
itwm-dSEIR,DE,Cases,0.383323158718994,2021-06-21,3
HZI-AgeExtendedSEIR,DE,Deaths,0.309807664837103,2021-06-28,3
IEM_Health-CovidProject,CZ,Cases,0.30696559434297,2021-06-28,3
IEM_Health-CovidProject,FR,Deaths,0.365547017758586,2021-06-28,3
IEM_Health-CovidProject,PL,Cases,0.348159577125218,2021-06-28,3
ILM-EKF,CZ,Cases,0.398086027287702,2021-06-28,3
ILM-EKF,CZ,Deaths,0.356149098675292,2021-06-28,3
ILM-EKF,DE,Cases,0.372041398251029,2021-06-28,3
ILM-EKF,FR,Cases,0.2011897488457,2021-06-28,3
ILM-EKF,FR,Deaths,0.364647628998408,2021-06-28,3
ILM-EKF,GB,Cases,0.33538382050155,2021-06-28,3
ILM-EKF,PL,Cases,0.328695508685501,2021-06-28,3
MOCOS-agent1,PL,Cases,0.323144914189281,2021-06-28,3
MOCOS-agent1,PL,Deaths,0.303420107864688,2021-06-28,3
RobertWalraven-ESG,FR,Deaths,0.269805353243006,2021-06-28,3
UMass-MechBayes,PL,Deaths,0.361504106758956,2021-06-28,3
UMass-SemiMech,CZ,Deaths,0.344161687170014,2021-06-28,3
UMass-SemiMech,PL,Deaths,0.335075785376357,2021-06-28,3
UNIPV-BayesINGARCHX,FR,Cases,0.511521466157932,2021-06-28,3
epiforecasts-EpiExpert,DE,Deaths,0.325712085827632,2021-06-28,3
epiforecasts-EpiExpert,GB,Cases,0.321185976160186,2021-06-28,3
epiforecasts-EpiExpert,GB,Deaths,0.381296024799897,2021-06-28,3
epiforecasts-EpiExpert_Rt,DE,Cases,0.312344448082681,2021-06-28,3
epiforecasts-EpiExpert_Rt,GB,Deaths,0.288085498437578,2021-06-28,3
epiforecasts-EpiExpert_direct,DE,Deaths,0.364480249335265,2021-06-28,3
epiforecasts-EpiExpert_direct,GB,Cases,0.343430203338264,2021-06-28,3
epiforecasts-EpiNow2,CZ,Cases,0.294948378369327,2021-06-28,3
epiforecasts-EpiNow2,CZ,Deaths,0.299689214154694,2021-06-28,3
epiforecasts-EpiNow2,DE,Cases,0.31561415366629,2021-06-28,3
epiforecasts-EpiNow2,FR,Cases,0.287288784996367,2021-06-28,3
epiforecasts-EpiNow2,GB,Deaths,0.330618476762524,2021-06-28,3
HZI-AgeExtendedSEIR,DE,Deaths,0.319088727688586,2021-07-05,3
IEM_Health-CovidProject,CZ,Cases,0.354688027032298,2021-07-05,3
IEM_Health-CovidProject,FR,Cases,0.228773766168646,2021-07-05,3
IEM_Health-CovidProject,FR,Deaths,0.352977049867743,2021-07-05,3
IEM_Health-CovidProject,PL,Cases,0.346328000363817,2021-07-05,3
ILM-EKF,CZ,Cases,0.33411215559371,2021-07-05,3
ILM-EKF,CZ,Deaths,0.319558903915754,2021-07-05,3
ILM-EKF,DE,Cases,0.329568118742948,2021-07-05,3
ILM-EKF,FR,Cases,0.339190231131543,2021-07-05,3
ILM-EKF,FR,Deaths,0.393167827341228,2021-07-05,3
ILM-EKF,GB,Cases,0.363177394636645,2021-07-05,3
ILM-EKF,PL,Cases,0.305638124580029,2021-07-05,3
MIMUW-StochSEIR,PL,Deaths,0.375659794856305,2021-07-05,3
RobertWalraven-ESG,FR,Deaths,0.25385512279103,2021-07-05,3
UMass-MechBayes,CZ,Deaths,0.317383541886204,2021-07-05,3
UMass-MechBayes,PL,Deaths,0.339070416376519,2021-07-05,3
UMass-SemiMech,PL,Deaths,0.285269788767176,2021-07-05,3
